office,district,candidate,party,reporting_level,jurisdiction,votes
Auditor of State,,Patrick J. Deluhery,Democratic,county,BUENA VISTA,203
Auditor of State,,Write-In Votes,Democratic,county,BUENA VISTA,0
Auditor of State,,Totals,Democratic,county,BUENA VISTA,203
Auditor of State,,Patrick J. Deluhery,Democratic,county,BUTLER,195
Auditor of State,,Write-In Votes,Democratic,county,BUTLER,0
Auditor of State,,Totals,Democratic,county,BUTLER,195
Auditor of State,,Patrick J. Deluhery,Democratic,county,CALHOUN,203
Auditor of State,,Write-In Votes,Democratic,county,CALHOUN,1
Auditor of State,,Totals,Democratic,county,CALHOUN,204
Auditor of State,,Patrick J. Deluhery,Democratic,county,CARROLL,257
Auditor of State,,Write-In Votes,Democratic,county,CARROLL,0
Auditor of State,,Totals,Democratic,county,CARROLL,257
Auditor of State,,Patrick J. Deluhery,Democratic,county,CASS,250
Auditor of State,,Write-In Votes,Democratic,county,CASS,0
Auditor of State,,Totals,Democratic,county,CASS,250
Auditor of State,,Patrick J. Deluhery,Democratic,county,CEDAR,175
Auditor of State,,Write-In Votes,Democratic,county,CEDAR,0
Auditor of State,,Totals,Democratic,county,CEDAR,175
Auditor of State,,Patrick J. Deluhery,Democratic,county,CERRO GORDO,1214
Auditor of State,,Write-In Votes,Democratic,county,CERRO GORDO,3
Auditor of State,,Totals,Democratic,county,CERRO GORDO,1217
Auditor of State,,Patrick J. Deluhery,Democratic,county,CHEROKEE,185
Auditor of State,,Write-In Votes,Democratic,county,CHEROKEE,0
Auditor of State,,Totals,Democratic,county,CHEROKEE,185
Auditor of State,,Patrick J. Deluhery,Democratic,county,CHICKASAW,275
Auditor of State,,Write-In Votes,Democratic,county,CHICKASAW,2
Auditor of State,,Totals,Democratic,county,CHICKASAW,277
Auditor of State,,Patrick J. Deluhery,Democratic,county,CLARKE,446
Auditor of State,,Write-In Votes,Democratic,county,CLARKE,0
Auditor of State,,Totals,Democratic,county,CLARKE,446
Auditor of State,,Patrick J. Deluhery,Democratic,county,CLAY,152
Auditor of State,,Write-In Votes,Democratic,county,CLAY,0
Auditor of State,,Totals,Democratic,county,CLAY,152
Auditor of State,,Patrick J. Deluhery,Democratic,county,CLAYTON,476
Auditor of State,,Write-In Votes,Democratic,county,CLAYTON,1
Auditor of State,,Totals,Democratic,county,CLAYTON,477
Auditor of State,,Patrick J. Deluhery,Democratic,county,CLINTON,977
Auditor of State,,Write-In Votes,Democratic,county,CLINTON,1
Auditor of State,,Totals,Democratic,county,CLINTON,978
Auditor of State,,Patrick J. Deluhery,Democratic,county,CRAWFORD,234
Auditor of State,,Write-In Votes,Democratic,county,CRAWFORD,0
Auditor of State,,Totals,Democratic,county,CRAWFORD,234
Auditor of State,,Patrick J. Deluhery,Democratic,county,DALLAS,638
Auditor of State,,Write-In Votes,Democratic,county,DALLAS,1
Auditor of State,,Totals,Democratic,county,DALLAS,639
Auditor of State,,Patrick J. Deluhery,Democratic,county,DAVIS,842
Auditor of State,,Write-In Votes,Democratic,county,DAVIS,1
Auditor of State,,Totals,Democratic,county,DAVIS,843
Auditor of State,,Patrick J. Deluhery,Democratic,county,DECATUR,199
Auditor of State,,Write-In Votes,Democratic,county,DECATUR,0
Auditor of State,,Totals,Democratic,county,DECATUR,199
Auditor of State,,Patrick J. Deluhery,Democratic,county,DELAWARE,225
Auditor of State,,Write-In Votes,Democratic,county,DELAWARE,0
Auditor of State,,Totals,Democratic,county,DELAWARE,225
Auditor of State,,Patrick J. Deluhery,Democratic,county,DES MOINES,1498
Auditor of State,,Write-In Votes,Democratic,county,DES MOINES,2
Auditor of State,,Totals,Democratic,county,DES MOINES,1500
Auditor of State,,Patrick J. Deluhery,Democratic,county,DICKINSON,686
Auditor of State,,Write-In Votes,Democratic,county,DICKINSON,0
Auditor of State,,Totals,Democratic,county,DICKINSON,686
Auditor of State,,Patrick J. Deluhery,Democratic,county,DUBUQUE,3627
Auditor of State,,Write-In Votes,Democratic,county,DUBUQUE,6
Auditor of State,,Totals,Democratic,county,DUBUQUE,3633
Auditor of State,,Patrick J. Deluhery,Democratic,county,EMMET,128
Auditor of State,,Write-In Votes,Democratic,county,EMMET,0
Auditor of State,,Totals,Democratic,county,EMMET,128
Auditor of State,,Patrick J. Deluhery,Democratic,county,FAYETTE,465
Auditor of State,,Write-In Votes,Democratic,county,FAYETTE,0
Auditor of State,,Totals,Democratic,county,FAYETTE,465
Auditor of State,,Patrick J. Deluhery,Democratic,county,FLOYD,157
Auditor of State,,Write-In Votes,Democratic,county,FLOYD,2
Auditor of State,,Totals,Democratic,county,FLOYD,159
Auditor of State,,Patrick J. Deluhery,Democratic,county,FRANKLIN,189
Auditor of State,,Write-In Votes,Democratic,county,FRANKLIN,0
Auditor of State,,Totals,Democratic,county,FRANKLIN,189
Auditor of State,,Patrick J. Deluhery,Democratic,county,FREMONT,140
Auditor of State,,Write-In Votes,Democratic,county,FREMONT,0
Auditor of State,,Totals,Democratic,county,FREMONT,140
Auditor of State,,Patrick J. Deluhery,Democratic,county,GREENE,302
Auditor of State,,Write-In Votes,Democratic,county,GREENE,0
Auditor of State,,Totals,Democratic,county,GREENE,302
Auditor of State,,Patrick J. Deluhery,Democratic,county,GRUNDY,117
Auditor of State,,Write-In Votes,Democratic,county,GRUNDY,0
Auditor of State,,Totals,Democratic,county,GRUNDY,117
Auditor of State,,Patrick J. Deluhery,Democratic,county,GUTHRIE,164
Auditor of State,,Write-In Votes,Democratic,county,GUTHRIE,0
Auditor of State,,Totals,Democratic,county,GUTHRIE,164
Auditor of State,,Patrick J. Deluhery,Democratic,county,HAMILTON,275
Auditor of State,,Write-In Votes,Democratic,county,HAMILTON,0
Auditor of State,,Totals,Democratic,county,HAMILTON,275
Auditor of State,,Patrick J. Deluhery,Democratic,county,HANCOCK,143
Auditor of State,,Write-In Votes,Democratic,county,HANCOCK,0
Auditor of State,,Totals,Democratic,county,HANCOCK,143
Auditor of State,,Patrick J. Deluhery,Democratic,county,HARDIN,237
Auditor of State,,Write-In Votes,Democratic,county,HARDIN,0
Auditor of State,,Totals,Democratic,county,HARDIN,237
Auditor of State,,Patrick J. Deluhery,Democratic,county,HARRISON,200
Auditor of State,,Write-In Votes,Democratic,county,HARRISON,0
Auditor of State,,Totals,Democratic,county,HARRISON,200
Auditor of State,,Patrick J. Deluhery,Democratic,county,HENRY,164
Auditor of State,,Write-In Votes,Democratic,county,HENRY,1
Auditor of State,,Totals,Democratic,county,HENRY,165
Auditor of State,,Patrick J. Deluhery,Democratic,county,HOWARD,122
Auditor of State,,Write-In Votes,Democratic,county,HOWARD,0
Auditor of State,,Totals,Democratic,county,HOWARD,122
Auditor of State,,Patrick J. Deluhery,Democratic,county,HUMBOLDT,126
Auditor of State,,Write-In Votes,Democratic,county,HUMBOLDT,0
Auditor of State,,Totals,Democratic,county,HUMBOLDT,126
Auditor of State,,Patrick J. Deluhery,Democratic,county,IDA,112
Auditor of State,,Write-In Votes,Democratic,county,IDA,0
Auditor of State,,Totals,Democratic,county,IDA,112
Auditor of State,,Patrick J. Deluhery,Democratic,county,IOWA,184
Auditor of State,,Write-In Votes,Democratic,county,IOWA,0
Auditor of State,,Totals,Democratic,county,IOWA,184
Auditor of State,,Patrick J. Deluhery,Democratic,county,JACKSON,636
Auditor of State,,Write-In Votes,Democratic,county,JACKSON,0
Auditor of State,,Totals,Democratic,county,JACKSON,636
Auditor of State,,Patrick J. Deluhery,Democratic,county,JASPER,2083
Auditor of State,,Write-In Votes,Democratic,county,JASPER,1
Auditor of State,,Totals,Democratic,county,JASPER,2084
Auditor of State,,Patrick J. Deluhery,Democratic,county,JEFFERSON,136
Auditor of State,,Write-In Votes,Democratic,county,JEFFERSON,0
Auditor of State,,Totals,Democratic,county,JEFFERSON,136
Auditor of State,,Patrick J. Deluhery,Democratic,county,JOHNSON,872
Auditor of State,,Write-In Votes,Democratic,county,JOHNSON,4
Auditor of State,,Totals,Democratic,county,JOHNSON,876
Auditor of State,,Patrick J. Deluhery,Democratic,county,JONES,367
Auditor of State,,Write-In Votes,Democratic,county,JONES,1
Auditor of State,,Totals,Democratic,county,JONES,368
Auditor of State,,Patrick J. Deluhery,Democratic,county,KEOKUK,211
Auditor of State,,Write-In Votes,Democratic,county,KEOKUK,0
Auditor of State,,Totals,Democratic,county,KEOKUK,211
Auditor of State,,Patrick J. Deluhery,Democratic,county,KOSSUTH,1058
Auditor of State,,Write-In Votes,Democratic,county,KOSSUTH,1
Auditor of State,,Totals,Democratic,county,KOSSUTH,1059
Auditor of State,,Patrick J. Deluhery,Democratic,county,LEE,2685
Auditor of State,,Write-In Votes,Democratic,county,LEE,9
Auditor of State,,Totals,Democratic,county,LEE,2694
Auditor of State,,Patrick J. Deluhery,Democratic,county,LINN,3023
Auditor of State,,Write-In Votes,Democratic,county,LINN,13
Auditor of State,,Totals,Democratic,county,LINN,3036
Auditor of State,,Patrick J. Deluhery,Democratic,county,LOUISA,116
Auditor of State,,Write-In Votes,Democratic,county,LOUISA,0
Auditor of State,,Totals,Democratic,county,LOUISA,116
Auditor of State,,Patrick J. Deluhery,Democratic,county,LUCAS,97
Auditor of State,,Write-In Votes,Democratic,county,LUCAS,0
Auditor of State,,Totals,Democratic,county,LUCAS,97
Auditor of State,,Patrick J. Deluhery,Democratic,county,LYON,117
Auditor of State,,Write-In Votes,Democratic,county,LYON,0
Auditor of State,,Totals,Democratic,county,LYON,117
Auditor of State,,Patrick J. Deluhery,Democratic,county,MADISON,504
Auditor of State,,Write-In Votes,Democratic,county,MADISON,1
Auditor of State,,Totals,Democratic,county,MADISON,505
Auditor of State,,Patrick J. Deluhery,Democratic,county,MAHASKA,180
Auditor of State,,Write-In Votes,Democratic,county,MAHASKA,0
Auditor of State,,Totals,Democratic,county,MAHASKA,180
Auditor of State,,Patrick J. Deluhery,Democratic,county,MARION,650
Auditor of State,,Write-In Votes,Democratic,county,MARION,0
Auditor of State,,Totals,Democratic,county,MARION,650
Auditor of State,,Patrick J. Deluhery,Democratic,county,MARSHALL,382
Auditor of State,,Write-In Votes,Democratic,county,MARSHALL,0
Auditor of State,,Totals,Democratic,county,MARSHALL,382
Auditor of State,,Patrick J. Deluhery,Democratic,county,MILLS,159
Auditor of State,,Write-In Votes,Democratic,county,MILLS,1
Auditor of State,,Totals,Democratic,county,MILLS,160
Auditor of State,,Patrick J. Deluhery,Democratic,county,MITCHELL,136
Auditor of State,,Write-In Votes,Democratic,county,MITCHELL,0
Auditor of State,,Totals,Democratic,county,MITCHELL,136
Auditor of State,,Patrick J. Deluhery,Democratic,county,MONONA,172
Auditor of State,,Write-In Votes,Democratic,county,MONONA,0
Auditor of State,,Totals,Democratic,county,MONONA,172
Auditor of State,,Patrick J. Deluhery,Democratic,county,MONROE,166
Auditor of State,,Write-In Votes,Democratic,county,MONROE,1
Auditor of State,,Totals,Democratic,county,MONROE,167
Auditor of State,,Patrick J. Deluhery,Democratic,county,MONTGOMERY,119
Auditor of State,,Write-In Votes,Democratic,county,MONTGOMERY,0
Auditor of State,,Totals,Democratic,county,MONTGOMERY,119
Auditor of State,,Patrick J. Deluhery,Democratic,county,MUSCATINE,303
Auditor of State,,Write-In Votes,Democratic,county,MUSCATINE,0
Auditor of State,,Totals,Democratic,county,MUSCATINE,303
Auditor of State,,Patrick J. Deluhery,Democratic,county,O'BRIEN,135
Auditor of State,,Write-In Votes,Democratic,county,O'BRIEN,1
Auditor of State,,Totals,Democratic,county,O'BRIEN,136
Auditor of State,,Patrick J. Deluhery,Democratic,county,OSCEOLA,67
Auditor of State,,Write-In Votes,Democratic,county,OSCEOLA,0
Auditor of State,,Totals,Democratic,county,OSCEOLA,67
Auditor of State,,Patrick J. Deluhery,Democratic,county,PAGE,209
Auditor of State,,Write-In Votes,Democratic,county,PAGE,0
Auditor of State,,Totals,Democratic,county,PAGE,209
Auditor of State,,Patrick J. Deluhery,Democratic,county,PALO ALTO,439
Auditor of State,,Write-In Votes,Democratic,county,PALO ALTO,0
Auditor of State,,Totals,Democratic,county,PALO ALTO,439
Auditor of State,,Patrick J. Deluhery,Democratic,county,PLYMOUTH,99
Auditor of State,,Write-In Votes,Democratic,county,PLYMOUTH,0
Auditor of State,,Totals,Democratic,county,PLYMOUTH,99
Auditor of State,,Patrick J. Deluhery,Democratic,county,POCAHONTAS,105
Auditor of State,,Write-In Votes,Democratic,county,POCAHONTAS,0
Auditor of State,,Totals,Democratic,county,POCAHONTAS,105
Auditor of State,,Patrick J. Deluhery,Democratic,county,POLK,15215
Auditor of State,,Write-In Votes,Democratic,county,POLK,72
Auditor of State,,Totals,Democratic,county,POLK,15287
Auditor of State,,Patrick J. Deluhery,Democratic,county,POTTAWATTAMIE,1008
Auditor of State,,Write-In Votes,Democratic,county,POTTAWATTAMIE,5
Auditor of State,,Totals,Democratic,county,POTTAWATTAMIE,1013
Auditor of State,,Patrick J. Deluhery,Democratic,county,POWESHIEK,364
Auditor of State,,Write-In Votes,Democratic,county,POWESHIEK,0
Auditor of State,,Totals,Democratic,county,POWESHIEK,364
Auditor of State,,Patrick J. Deluhery,Democratic,county,RINGGOLD,133
Auditor of State,,Write-In Votes,Democratic,county,RINGGOLD,0
Auditor of State,,Totals,Democratic,county,RINGGOLD,133
Auditor of State,,Patrick J. Deluhery,Democratic,county,SAC,78
Auditor of State,,Write-In Votes,Democratic,county,SAC,0
Auditor of State,,Totals,Democratic,county,SAC,78
Auditor of State,,Patrick J. Deluhery,Democratic,county,SCOTT,3674
Auditor of State,,Write-In Votes,Democratic,county,SCOTT,11
Auditor of State,,Totals,Democratic,county,SCOTT,3685
Auditor of State,,Patrick J. Deluhery,Democratic,county,SHELBY,325
Auditor of State,,Write-In Votes,Democratic,county,SHELBY,0
Auditor of State,,Totals,Democratic,county,SHELBY,325
Auditor of State,,Patrick J. Deluhery,Democratic,county,SIOUX,104
Auditor of State,,Write-In Votes,Democratic,county,SIOUX,0
Auditor of State,,Totals,Democratic,county,SIOUX,104
Auditor of State,,Patrick J. Deluhery,Democratic,county,STORY,2826
Auditor of State,,Write-In Votes,Democratic,county,STORY,8
Auditor of State,,Totals,Democratic,county,STORY,2834
Auditor of State,,Patrick J. Deluhery,Democratic,county,TAMA,200
Auditor of State,,Write-In Votes,Democratic,county,TAMA,0
Auditor of State,,Totals,Democratic,county,TAMA,200
Auditor of State,,Patrick J. Deluhery,Democratic,county,TAYLOR,112
Auditor of State,,Write-In Votes,Democratic,county,TAYLOR,0
Auditor of State,,Totals,Democratic,county,TAYLOR,112
Auditor of State,,Patrick J. Deluhery,Democratic,county,UNION,168
Auditor of State,,Write-In Votes,Democratic,county,UNION,0
Auditor of State,,Totals,Democratic,county,UNION,168
Auditor of State,,Patrick J. Deluhery,Democratic,county,VAN BUREN,139
Auditor of State,,Write-In Votes,Democratic,county,VAN BUREN,0
Auditor of State,,Totals,Democratic,county,VAN BUREN,139
Auditor of State,,Patrick J. Deluhery,Democratic,county,WAPELLO,3534
Auditor of State,,Write-In Votes,Democratic,county,WAPELLO,7
Auditor of State,,Totals,Democratic,county,WAPELLO,3541
Auditor of State,,Patrick J. Deluhery,Democratic,county,WARREN,1177
Auditor of State,,Write-In Votes,Democratic,county,WARREN,2
Auditor of State,,Totals,Democratic,county,WARREN,1179
Auditor of State,,Patrick J. Deluhery,Democratic,county,WASHINGTON,174
Auditor of State,,Write-In Votes,Democratic,county,WASHINGTON,0
Auditor of State,,Totals,Democratic,county,WASHINGTON,174
Auditor of State,,Patrick J. Deluhery,Democratic,county,WAYNE,275
Auditor of State,,Write-In Votes,Democratic,county,WAYNE,4
Auditor of State,,Totals,Democratic,county,WAYNE,279
Auditor of State,,Patrick J. Deluhery,Democratic,county,WEBSTER,1466
Auditor of State,,Write-In Votes,Democratic,county,WEBSTER,2
Auditor of State,,Totals,Democratic,county,WEBSTER,1468
Auditor of State,,Patrick J. Deluhery,Democratic,county,WINNEBAGO,160
Auditor of State,,Write-In Votes,Democratic,county,WINNEBAGO,0
Auditor of State,,Totals,Democratic,county,WINNEBAGO,160
Auditor of State,,Patrick J. Deluhery,Democratic,county,WINNESHIEK,228
Auditor of State,,Write-In Votes,Democratic,county,WINNESHIEK,2
Auditor of State,,Totals,Democratic,county,WINNESHIEK,230
Auditor of State,,Patrick J. Deluhery,Democratic,county,WOODBURY,599
Auditor of State,,Write-In Votes,Democratic,county,WOODBURY,4
Auditor of State,,Totals,Democratic,county,WOODBURY,603
Auditor of State,,Patrick J. Deluhery,Democratic,county,WORTH,162
Auditor of State,,Write-In Votes,Democratic,county,WORTH,0
Auditor of State,,Totals,Democratic,county,WORTH,162
Auditor of State,,Patrick J. Deluhery,Democratic,county,WRIGHT,161
Auditor of State,,Write-In Votes,Democratic,county,WRIGHT,0
Auditor of State,,Totals,Democratic,county,WRIGHT,161
Auditor of State,,Patrick J. Deluhery,Democratic,racewide,Totals,71061
Auditor of State,,Write-In Votes,Democratic,racewide,Totals,194
Auditor of State,,Totals,Democratic,racewide,Totals,71255
Auditor of State,,Write-In Votes,Iowa Green Party,county,ADAIR,0
Auditor of State,,Totals,Iowa Green Party,county,ADAIR,
Auditor of State,,Write-In Votes,Iowa Green Party,county,ADAMS,0
Auditor of State,,Totals,Iowa Green Party,county,ADAMS,
Auditor of State,,Write-In Votes,Iowa Green Party,county,ALLAMAKEE,0
Auditor of State,,Totals,Iowa Green Party,county,ALLAMAKEE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,APPANOOSE,0
Auditor of State,,Totals,Iowa Green Party,county,APPANOOSE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,AUDUBON,0
Auditor of State,,Totals,Iowa Green Party,county,AUDUBON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,BENTON,0
Auditor of State,,Totals,Iowa Green Party,county,BENTON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,BLACK HAWK,2
Auditor of State,,Totals,Iowa Green Party,county,BLACK HAWK,
Auditor of State,,Write-In Votes,Iowa Green Party,county,BOONE,0
Auditor of State,,Totals,Iowa Green Party,county,BOONE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,BREMER,0
Auditor of State,,Totals,Iowa Green Party,county,BREMER,
Auditor of State,,Write-In Votes,Iowa Green Party,county,BUCHANAN,0
Auditor of State,,Totals,Iowa Green Party,county,BUCHANAN,
Auditor of State,,Write-In Votes,Iowa Green Party,county,BUENA VISTA,0
Auditor of State,,Totals,Iowa Green Party,county,BUENA VISTA,
Auditor of State,,Write-In Votes,Iowa Green Party,county,BUTLER,0
Auditor of State,,Totals,Iowa Green Party,county,BUTLER,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CALHOUN,0
Auditor of State,,Totals,Iowa Green Party,county,CALHOUN,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CARROLL,0
Auditor of State,,Totals,Iowa Green Party,county,CARROLL,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CASS,0
Auditor of State,,Totals,Iowa Green Party,county,CASS,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CEDAR,1
Auditor of State,,Totals,Iowa Green Party,county,CEDAR,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CERRO GORDO,1
Auditor of State,,Totals,Iowa Green Party,county,CERRO GORDO,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CHEROKEE,0
Auditor of State,,Totals,Iowa Green Party,county,CHEROKEE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CHICKASAW,0
Auditor of State,,Totals,Iowa Green Party,county,CHICKASAW,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CLARKE,0
Auditor of State,,Totals,Iowa Green Party,county,CLARKE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CLAY,0
Auditor of State,,Totals,Iowa Green Party,county,CLAY,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CLAYTON,1
Auditor of State,,Totals,Iowa Green Party,county,CLAYTON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CLINTON,0
Auditor of State,,Totals,Iowa Green Party,county,CLINTON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,CRAWFORD,0
Auditor of State,,Totals,Iowa Green Party,county,CRAWFORD,
Auditor of State,,Write-In Votes,Iowa Green Party,county,DALLAS,0
Auditor of State,,Totals,Iowa Green Party,county,DALLAS,
Auditor of State,,Write-In Votes,Iowa Green Party,county,DAVIS,0
Auditor of State,,Totals,Iowa Green Party,county,DAVIS,
Auditor of State,,Write-In Votes,Iowa Green Party,county,DECATUR,0
Auditor of State,,Totals,Iowa Green Party,county,DECATUR,
Auditor of State,,Write-In Votes,Iowa Green Party,county,DELAWARE,0
Auditor of State,,Totals,Iowa Green Party,county,DELAWARE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,DES MOINES,0
Auditor of State,,Totals,Iowa Green Party,county,DES MOINES,
Auditor of State,,Write-In Votes,Iowa Green Party,county,DICKINSON,0
Auditor of State,,Totals,Iowa Green Party,county,DICKINSON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,DUBUQUE,1
Auditor of State,,Totals,Iowa Green Party,county,DUBUQUE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,EMMET,0
Auditor of State,,Totals,Iowa Green Party,county,EMMET,
Auditor of State,,Write-In Votes,Iowa Green Party,county,FAYETTE,0
Auditor of State,,Totals,Iowa Green Party,county,FAYETTE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,FLOYD,0
Auditor of State,,Totals,Iowa Green Party,county,FLOYD,
Auditor of State,,Write-In Votes,Iowa Green Party,county,FRANKLIN,0
Auditor of State,,Totals,Iowa Green Party,county,FRANKLIN,
Auditor of State,,Write-In Votes,Iowa Green Party,county,FREMONT,0
Auditor of State,,Totals,Iowa Green Party,county,FREMONT,
Auditor of State,,Write-In Votes,Iowa Green Party,county,GREENE,0
Auditor of State,,Totals,Iowa Green Party,county,GREENE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,GRUNDY,0
Auditor of State,,Totals,Iowa Green Party,county,GRUNDY,
Auditor of State,,Write-In Votes,Iowa Green Party,county,GUTHRIE,0
Auditor of State,,Totals,Iowa Green Party,county,GUTHRIE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,HAMILTON,0
Auditor of State,,Totals,Iowa Green Party,county,HAMILTON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,HANCOCK,0
Auditor of State,,Totals,Iowa Green Party,county,HANCOCK,
Auditor of State,,Write-In Votes,Iowa Green Party,county,HARDIN,0
Auditor of State,,Totals,Iowa Green Party,county,HARDIN,
Auditor of State,,Write-In Votes,Iowa Green Party,county,HARRISON,0
Auditor of State,,Totals,Iowa Green Party,county,HARRISON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,HENRY,0
Auditor of State,,Totals,Iowa Green Party,county,HENRY,
Auditor of State,,Write-In Votes,Iowa Green Party,county,HOWARD,0
Auditor of State,,Totals,Iowa Green Party,county,HOWARD,
Auditor of State,,Write-In Votes,Iowa Green Party,county,HUMBOLDT,0
Auditor of State,,Totals,Iowa Green Party,county,HUMBOLDT,
Auditor of State,,Write-In Votes,Iowa Green Party,county,IDA,0
Auditor of State,,Totals,Iowa Green Party,county,IDA,
Auditor of State,,Write-In Votes,Iowa Green Party,county,IOWA,1
Auditor of State,,Totals,Iowa Green Party,county,IOWA,
Auditor of State,,Write-In Votes,Iowa Green Party,county,JACKSON,0
Auditor of State,,Totals,Iowa Green Party,county,JACKSON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,JASPER,1
Auditor of State,,Totals,Iowa Green Party,county,JASPER,
Auditor of State,,Write-In Votes,Iowa Green Party,county,JEFFERSON,1
Auditor of State,,Totals,Iowa Green Party,county,JEFFERSON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,JOHNSON,3
Auditor of State,,Totals,Iowa Green Party,county,JOHNSON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,JONES,0
Auditor of State,,Totals,Iowa Green Party,county,JONES,
Auditor of State,,Write-In Votes,Iowa Green Party,county,KEOKUK,0
Auditor of State,,Totals,Iowa Green Party,county,KEOKUK,
Auditor of State,,Write-In Votes,Iowa Green Party,county,KOSSUTH,1
Auditor of State,,Totals,Iowa Green Party,county,KOSSUTH,
Auditor of State,,Write-In Votes,Iowa Green Party,county,LEE,0
Auditor of State,,Totals,Iowa Green Party,county,LEE,
Auditor of State,,Write-In Votes,Iowa Green Party,county,LINN,6
Auditor of State,,Totals,Iowa Green Party,county,LINN,
Auditor of State,,Write-In Votes,Iowa Green Party,county,LOUISA,0
Auditor of State,,Totals,Iowa Green Party,county,LOUISA,
Auditor of State,,Write-In Votes,Iowa Green Party,county,LUCAS,0
Auditor of State,,Totals,Iowa Green Party,county,LUCAS,
Auditor of State,,Write-In Votes,Iowa Green Party,county,LYON,0
Auditor of State,,Totals,Iowa Green Party,county,LYON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,MADISON,0
Auditor of State,,Totals,Iowa Green Party,county,MADISON,
Auditor of State,,Write-In Votes,Iowa Green Party,county,MAHASKA,0
Auditor of State,,Totals,Iowa Green Party,county,MAHASKA,
Auditor of State,,Write-In Votes,Iowa Green Party,county,MARION,0
Auditor of State,,Totals,Iowa Green Party,county,MARION,
Auditor of State,,Write-In Votes,Iowa Green Party,county,MARSHALL,0
Auditor of State,,Totals,Iowa Green Party,county,MARSHALL,
Auditor of State,,Write-In Votes,Iowa Green Party,county,MILLS,0
Auditor of State,,Totals,Iowa Green Party,county,MILLS,
Auditor of State,,Write-In Votes,Iowa Green Party,county,MITCHELL,0
Auditor of State,,Totals,Iowa Green Party,county,MITCHELL,
Auditor of State,,Write-In Votes,Iowa Green Party,county,MONONA,0
Auditor of State,,Totals,Iowa Green Party,county,MONONA,
Auditor of State,,Write-In Votes,Iowa Green Party,county,MONROE,0
