office,district,candidate,party,reporting_level,jurisdiction,votes
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Jefferson,282
U.S. House of Representatives,3,Atkinson,pendence Party,county,Jefferson,143
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Jefferson,39
U.S. House of Representatives,3,Scattering,,county,Jefferson,13
U.S. House of Representatives,3,Totals,,county,Jefferson,7370
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Keokuk,2671
U.S. House of Representatives,3,Jay Marcus,Republican,county,Keokuk,1695
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Keokuk,56
U.S. House of Representatives,3,Atkinson,pendence Party,county,Keokuk,7
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Keokuk,10
U.S. House of Representatives,3,Scattering,,county,Keokuk,1
U.S. House of Representatives,3,Totals,,county,Keokuk,4440
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Lee,11180
U.S. House of Representatives,3,Jay Marcus,Republican,county,Lee,4231
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Lee,384
U.S. House of Representatives,3,Atkinson,pendence Party,county,Lee,358
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Lee,118
U.S. House of Representatives,3,Scattering,,county,Lee,5
U.S. House of Representatives,3,Totals,,county,Lee,16276
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Lucas,2568
U.S. House of Representatives,3,Jay Marcus,Republican,county,Lucas,1416
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Lucas,23
U.S. House of Representatives,3,Atkinson,pendence Party,county,Lucas,66
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Lucas,7
U.S. House of Representatives,3,Scattering,,county,Lucas,5
U.S. House of Representatives,3,Totals,,county,Lucas,4085
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Mahaska,4767
U.S. House of Representatives,3,Jay Marcus,Republican,county,Mahaska,3994
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Mahaska,62
U.S. House of Representatives,3,Atkinson,pendence Party,county,Mahaska,140
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Mahaska,31
U.S. House of Representatives,3,Scattering,,county,Mahaska,2
U.S. House of Representatives,3,Totals,,county,Mahaska,8996
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Marion,7952
U.S. House of Representatives,3,Jay Marcus,Republican,county,Marion,5742
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Marion,47
U.S. House of Representatives,3,Atkinson,pendence Party,county,Marion,179
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Marion,24
U.S. House of Representatives,3,Scattering,,county,Marion,3
U.S. House of Representatives,3,Totals,,county,Marion,13947
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Marshall,10379
U.S. House of Representatives,3,Jay Marcus,Republican,county,Marshall,6192
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Marshall,116
U.S. House of Representatives,3,Atkinson,pendence Party,county,Marshall,453
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Marshall,65
U.S. House of Representatives,3,Scattering,,county,Marshall,10
U.S. House of Representatives,3,Totals,,county,Marshall,17215
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Monroe,2415
U.S. House of Representatives,3,Jay Marcus,Republican,county,Monroe,1035
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Monroe,24
U.S. House of Representatives,3,Atkinson,pendence Party,county,Monroe,64
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Monroe,11
U.S. House of Representatives,3,Scattering,,county,Monroe,0
U.S. House of Representatives,3,Totals,,county,Monroe,3549
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Page,3710
U.S. House of Representatives,3,Jay Marcus,Republican,county,Page,2999
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Page,38
U.S. House of Representatives,3,Atkinson,pendence Party,county,Page,140
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Page,24
U.S. House of Representatives,3,Scattering,,county,Page,12
U.S. House of Representatives,3,Totals,,county,Page,6923
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Poweshiek,5346
U.S. House of Representatives,3,Jay Marcus,Republican,county,Poweshiek,2814
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Poweshiek,59
U.S. House of Representatives,3,Atkinson,pendence Party,county,Poweshiek,202
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Poweshiek,46
U.S. House of Representatives,3,Scattering,,county,Poweshiek,4
U.S. House of Representatives,3,Totals,,county,Poweshiek,8471
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Ringgold,2071
U.S. House of Representatives,3,Jay Marcus,Republican,county,Ringgold,563
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Ringgold,4
U.S. House of Representatives,3,Atkinson,pendence Party,county,Ringgold,28
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Ringgold,2
U.S. House of Representatives,3,Scattering,,county,Ringgold,1
U.S. House of Representatives,3,Totals,,county,Ringgold,2669
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Story,20692
U.S. House of Representatives,3,Jay Marcus,Republican,county,Story,11820
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Story,352
U.S. House of Representatives,3,Atkinson,pendence Party,county,Story,1191
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Story,108
U.S. House of Representatives,3,Scattering,,county,Story,18
U.S. House of Representatives,3,Totals,,county,Story,34181
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Taylor,2162
U.S. House of Representatives,3,Jay Marcus,Republican,county,Taylor,818
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Taylor,11
U.S. House of Representatives,3,Atkinson,pendence Party,county,Taylor,49
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Taylor,9
U.S. House of Representatives,3,Scattering,,county,Taylor,1
U.S. House of Representatives,3,Totals,,county,Taylor,3050
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Union,3904
U.S. House of Representatives,3,Jay Marcus,Republican,county,Union,1648
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Union,27
U.S. House of Representatives,3,Atkinson,pendence Party,county,Union,79
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Union,18
U.S. House of Representatives,3,Scattering,,county,Union,1
U.S. House of Representatives,3,Totals,,county,Union,5677
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Van Buren,2155
U.S. House of Representatives,3,Jay Marcus,Republican,county,Van Buren,1153
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Van Buren,41
U.S. House of Representatives,3,Atkinson,pendence Party,county,Van Buren,71
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Van Buren,10
U.S. House of Representatives,3,Scattering,,county,Van Buren,1
U.S. House of Representatives,3,Totals,,county,Van Buren,3431
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Wapello,10223
U.S. House of Representatives,3,Jay Marcus,Republican,county,Wapello,4181
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Wapello,99
U.S. House of Representatives,3,Atkinson,pendence Party,county,Wapello,281
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Wapello,56
U.S. House of Representatives,3,Scattering,,county,Wapello,7
U.S. House of Representatives,3,Totals,,county,Wapello,14847
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Warren,11999
U.S. House of Representatives,3,Jay Marcus,Republican,county,Warren,6132
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Warren,108
U.S. House of Representatives,3,Atkinson,pendence Party,county,Warren,288
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Warren,49
U.S. House of Representatives,3,Scattering,,county,Warren,1
U.S. House of Representatives,3,Totals,,county,Warren,18577
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Washington,4573
U.S. House of Representatives,3,Jay Marcus,Republican,county,Washington,3534
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Washington,79
U.S. House of Representatives,3,Atkinson,pendence Party,county,Washington,302
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Washington,39
U.S. House of Representatives,3,Scattering,,county,Washington,2
U.S. House of Representatives,3,Totals,,county,Washington,8529
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,county,Wayne,1808
U.S. House of Representatives,3,Jay Marcus,Republican,county,Wayne,1011
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,county,Wayne,11
U.S. House of Representatives,3,Atkinson,pendence Party,county,Wayne,28
U.S. House of Representatives,3,Jim Hennager,Earth Federation,county,Wayne,3
U.S. House of Representatives,3,Scattering,,county,Wayne,3
U.S. House of Representatives,3,Totals,,county,Wayne,2864
U.S. House of Representatives,3,Leonard L. Boswell,Democratic,racewide,Totals,156327
U.S. House of Representatives,3,Jay Marcus,Republican,racewide,Totals,83810
U.S. House of Representatives,3,Joe Seehusen        Sue,Libertarian Party Ind of Iowa,racewide,Totals,2263
U.S. House of Representatives,3,Atkinson,pendence Party,racewide,Totals,5563
U.S. House of Representatives,3,Jim Hennager,Earth Federation,racewide,Totals,851
U.S. House of Representatives,3,Scattering,,racewide,Totals,112
U.S. House of Representatives,3,Totals,,racewide,Totals,248926
U.S. House of Representatives,4,Michael L. Huston,Democratic,county,Adair,1052
U.S. House of Representatives,4,Greg Ganske,Republican,county,Adair,2837
U.S. House of Representatives,4,Steve Zimmerman,Libertarian Party of Iowa,county,Adair,65
U.S. House of Representatives,4,Edwin B. Fruit,Socialist Workers,county,Adair,6
U.S. House of Representatives,4,Scattering,,county,Adair,1
U.S. House of Representatives,4,Totals,,county,Adair,3961
U.S. House of Representatives,4,Michael L. Huston,Democratic,county,Audubon,1027
U.S. House of Representatives,4,Greg Ganske,Republican,county,Audubon,2522
U.S. House of Representatives,4,Steve Zimmerman,Libertarian Party of Iowa,county,Audubon,53
U.S. House of Representatives,4,Edwin B. Fruit,Socialist Workers,county,Audubon,7
U.S. House of Representatives,4,Scattering,,county,Audubon,0
U.S. House of Representatives,4,Totals,,county,Audubon,3609
U.S. House of Representatives,4,Michael L. Huston,Democratic,county,Cass,1579
U.S. House of Representatives,4,Greg Ganske,Republican,county,Cass,4980
U.S. House of Representatives,4,Steve Zimmerman,Libertarian Party of Iowa,county,Cass,92
U.S. House of Representatives,4,Edwin B. Fruit,Socialist Workers,county,Cass,13
U.S. House of Representatives,4,Scattering,,county,Cass,2
U.S. House of Representatives,4,Totals,,county,Cass,6666
U.S. House of Representatives,4,Michael L. Huston,Democratic,county,Dallas,6153
U.S. House of Representatives,4,Greg Ganske,Republican,county,Dallas,12235
U.S. House of Representatives,4,Steve Zimmerman,Libertarian Party of Iowa,county,Dallas,357
U.S. House of Representatives,4,Edwin B. Fruit,Socialist Workers,county,Dallas,28
U.S. House of Representatives,4,Scattering,,county,Dallas,1
U.S. House of Representatives,4,Totals,,county,Dallas,18774
U.S. House of Representatives,4,Michael L. Huston,Democratic,county,Fremont,966
U.S. House of Representatives,4,Greg Ganske,Republican,county,Fremont,2408
U.S. House of Representatives,4,Steve Zimmerman,Libertarian Party of Iowa,county,Fremont,68
U.S. House of Representatives,4,Edwin B. Fruit,Socialist Workers,county,Fremont,11
U.S. House of Representatives,4,Scattering,,county,Fremont,0
U.S. House of Representatives,4,Totals,,county,Fremont,3453
U.S. House of Representatives,4,Michael L. Huston,Democratic,county,Guthrie,1687
U.S. House of Representatives,4,Greg Ganske,Republican,county,Guthrie,3520
U.S. House of Representatives,4,Steve Zimmerman,Libertarian Party of Iowa,county,Guthrie,106
U.S. House of Representatives,4,Edwin B. Fruit,Socialist Workers,county,Guthrie,13
U.S. House of Representatives,4,Scattering,,county,Guthrie,1
U.S. House of Representatives,4,Totals,,county,Guthrie,5327
U.S. House of Representatives,4,Michael L. Huston,Democratic,county,Harrison,1727
U.S. House of Representatives,4,Greg Ganske,Republican,county,Harrison,4408
U.S. House of Representatives,4,Steve Zimmerman,Libertarian Party of Iowa,county,Harrison,132
U.S. House of Representatives,4,Edwin B. Fruit,Socialist Workers,county,Harrison,19
U.S. House of Representatives,4,Scattering,,county,Harrison,0
U.S. House of Representatives,4,Totals,,county,Harrison,6286
