office,district,candidate,party,reporting_level,jurisdiction,votes
Secretary of State,,Total,,county,Black Hawk,45661
Secretary of State,,Michael A. Mauro,,county,Boone,5353
Secretary of State,,Matt Schultz,,county,Boone,4756
Secretary of State,,Jake Porter,,county,Boone,352
Secretary of State,,Write-in,,county,Boone,3
Secretary of State,,Over Votes,,county,Boone,1
Secretary of State,,Under Votes,,county,Boone,425
Secretary of State,,Total,,county,Boone,10890
Secretary of State,,Michael A. Mauro,,county,Bremer,4214
Secretary of State,,Matt Schultz,,county,Bremer,4989
Secretary of State,,Jake Porter,,county,Bremer,247
Secretary of State,,Write-in,,county,Bremer,2
Secretary of State,,Over Votes,,county,Bremer,0
Secretary of State,,Under Votes,,county,Bremer,464
Secretary of State,,Total,,county,Bremer,9916
Secretary of State,,Michael A. Mauro,,county,Buchanan,3816
Secretary of State,,Matt Schultz,,county,Buchanan,3590
Secretary of State,,Jake Porter,,county,Buchanan,288
Secretary of State,,Write-in,,county,Buchanan,3
Secretary of State,,Over Votes,,county,Buchanan,0
Secretary of State,,Under Votes,,county,Buchanan,314
Secretary of State,,Total,,county,Buchanan,8011
Secretary of State,,Michael A. Mauro,,county,Buena Vista,1908
Secretary of State,,Matt Schultz,,county,Buena Vista,3326
Secretary of State,,Jake Porter,,county,Buena Vista,140
Secretary of State,,Write-in,,county,Buena Vista,2
Secretary of State,,Over Votes,,county,Buena Vista,0
Secretary of State,,Under Votes,,county,Buena Vista,293
Secretary of State,,Total,,county,Buena Vista,5669
Secretary of State,,Michael A. Mauro,,county,Butler,1916
Secretary of State,,Matt Schultz,,county,Butler,3371
Secretary of State,,Jake Porter,,county,Butler,178
Secretary of State,,Write-in,,county,Butler,0
Secretary of State,,Over Votes,,county,Butler,0
Secretary of State,,Under Votes,,county,Butler,283
Secretary of State,,Total,,county,Butler,5748
Secretary of State,,Michael A. Mauro,,county,Calhoun,1607
Secretary of State,,Matt Schultz,,county,Calhoun,2130
Secretary of State,,Jake Porter,,county,Calhoun,120
Secretary of State,,Write-in,,county,Calhoun,1
Secretary of State,,Over Votes,,county,Calhoun,0
Secretary of State,,Under Votes,,county,Calhoun,215
Secretary of State,,Total,,county,Calhoun,4073
Secretary of State,,Michael A. Mauro,,county,Carroll,3633
Secretary of State,,Matt Schultz,,county,Carroll,3687
Secretary of State,,Jake Porter,,county,Carroll,202
Secretary of State,,Write-in,,county,Carroll,5
Secretary of State,,Over Votes,,county,Carroll,2
Secretary of State,,Under Votes,,county,Carroll,914
Secretary of State,,Total,,county,Carroll,8443
Secretary of State,,Michael A. Mauro,,county,Cass,1577
Secretary of State,,Matt Schultz,,county,Cass,3249
Secretary of State,,Jake Porter,,county,Cass,159
Secretary of State,,Write-in,,county,Cass,2
Secretary of State,,Over Votes,,county,Cass,3
Secretary of State,,Under Votes,,county,Cass,304
Secretary of State,,Total,,county,Cass,5294
Secretary of State,,Michael A. Mauro,,county,Cedar,2850
Secretary of State,,Matt Schultz,,county,Cedar,3642
Secretary of State,,Jake Porter,,county,Cedar,223
Secretary of State,,Write-in,,county,Cedar,2
Secretary of State,,Over Votes,,county,Cedar,0
Secretary of State,,Under Votes,,county,Cedar,427
Secretary of State,,Total,,county,Cedar,7144
Secretary of State,,Michael A. Mauro,,county,Cerro Gordo,8390
Secretary of State,,Matt Schultz,,county,Cerro Gordo,7908
Secretary of State,,Jake Porter,,county,Cerro Gordo,577
Secretary of State,,Write-in,,county,Cerro Gordo,7
Secretary of State,,Over Votes,,county,Cerro Gordo,3
Secretary of State,,Under Votes,,county,Cerro Gordo,607
Secretary of State,,Total,,county,Cerro Gordo,17492
Secretary of State,,Michael A. Mauro,,county,Cherokee,1630
Secretary of State,,Matt Schultz,,county,Cherokee,2738
Secretary of State,,Jake Porter,,county,Cherokee,156
Secretary of State,,Write-in,,county,Cherokee,3
Secretary of State,,Over Votes,,county,Cherokee,3
Secretary of State,,Under Votes,,county,Cherokee,256
Secretary of State,,Total,,county,Cherokee,4786
Secretary of State,,Michael A. Mauro,,county,Chickasaw,2334
Secretary of State,,Matt Schultz,,county,Chickasaw,2231
Secretary of State,,Jake Porter,,county,Chickasaw,151
Secretary of State,,Write-in,,county,Chickasaw,2
Secretary of State,,Over Votes,,county,Chickasaw,2
Secretary of State,,Under Votes,,county,Chickasaw,302
Secretary of State,,Total,,county,Chickasaw,5022
Secretary of State,,Michael A. Mauro,,county,Clarke,1690
Secretary of State,,Matt Schultz,,county,Clarke,1738
Secretary of State,,Jake Porter,,county,Clarke,148
Secretary of State,,Write-in,,county,Clarke,6
Secretary of State,,Over Votes,,county,Clarke,1
Secretary of State,,Under Votes,,county,Clarke,197
Secretary of State,,Total,,county,Clarke,3780
Secretary of State,,Michael A. Mauro,,county,Clay,1886
Secretary of State,,Matt Schultz,,county,Clay,3490
Secretary of State,,Jake Porter,,county,Clay,180
Secretary of State,,Write-in,,county,Clay,1
Secretary of State,,Over Votes,,county,Clay,0
Secretary of State,,Under Votes,,county,Clay,281
Secretary of State,,Total,,county,Clay,5838
Secretary of State,,Michael A. Mauro,,county,Clayton,3053
Secretary of State,,Matt Schultz,,county,Clayton,3407
Secretary of State,,Jake Porter,,county,Clayton,251
Secretary of State,,Write-in,,county,Clayton,2
Secretary of State,,Over Votes,,county,Clayton,1
Secretary of State,,Under Votes,,county,Clayton,351
Secretary of State,,Total,,county,Clayton,7065
Secretary of State,,Michael A. Mauro,,county,Clinton,8064
Secretary of State,,Matt Schultz,,county,Clinton,8089
Secretary of State,,Jake Porter,,county,Clinton,546
Secretary of State,,Write-in,,county,Clinton,14
Secretary of State,,Over Votes,,county,Clinton,5
Secretary of State,,Under Votes,,county,Clinton,706
Secretary of State,,Total,,county,Clinton,17424
Secretary of State,,Michael A. Mauro,,county,Crawford,1626
Secretary of State,,Matt Schultz,,county,Crawford,2953
Secretary of State,,Jake Porter,,county,Crawford,161
Secretary of State,,Write-in,,county,Crawford,0
Secretary of State,,Over Votes,,county,Crawford,0
Secretary of State,,Under Votes,,county,Crawford,523
Secretary of State,,Total,,county,Crawford,5263
Secretary of State,,Michael A. Mauro,,county,Dallas,10900
Secretary of State,,Matt Schultz,,county,Dallas,13376
Secretary of State,,Jake Porter,,county,Dallas,649
Secretary of State,,Write-in,,county,Dallas,10
Secretary of State,,Over Votes,,county,Dallas,3
Secretary of State,,Under Votes,,county,Dallas,791
Secretary of State,,Total,,county,Dallas,25729
Secretary of State,,Michael A. Mauro,,county,Davis,1268
Secretary of State,,Matt Schultz,,county,Davis,1566
Secretary of State,,Jake Porter,,county,Davis,144
Secretary of State,,Write-in,,county,Davis,0
Secretary of State,,Over Votes,,county,Davis,2
Secretary of State,,Under Votes,,county,Davis,169
Secretary of State,,Total,,county,Davis,3149
Secretary of State,,Michael A. Mauro,,county,Decatur,1258
Secretary of State,,Matt Schultz,,county,Decatur,1405
Secretary of State,,Jake Porter,,county,Decatur,123
Secretary of State,,Write-in,,county,Decatur,0
Secretary of State,,Over Votes,,county,Decatur,0
Secretary of State,,Under Votes,,county,Decatur,173
Secretary of State,,Total,,county,Decatur,2959
Secretary of State,,Michael A. Mauro,,county,Delaware,2639
Secretary of State,,Matt Schultz,,county,Delaware,3783
Secretary of State,,Jake Porter,,county,Delaware,221
Secretary of State,,Write-in,,county,Delaware,2
Secretary of State,,Over Votes,,county,Delaware,1
Secretary of State,,Under Votes,,county,Delaware,394
Secretary of State,,Total,,county,Delaware,7040
Secretary of State,,Michael A. Mauro,,county,Des Moines,7210
Secretary of State,,Matt Schultz,,county,Des Moines,6636
Secretary of State,,Jake Porter,,county,Des Moines,514
Secretary of State,,Write-in,,county,Des Moines,10
Secretary of State,,Over Votes,,county,Des Moines,2
Secretary of State,,Under Votes,,county,Des Moines,713
Secretary of State,,Total,,county,Des Moines,15085
Secretary of State,,Michael A. Mauro,,county,Dickinson,2562
Secretary of State,,Matt Schultz,,county,Dickinson,4234
Secretary of State,,Jake Porter,,county,Dickinson,184
Secretary of State,,Write-in,,county,Dickinson,0
Secretary of State,,Over Votes,,county,Dickinson,0
Secretary of State,,Under Votes,,county,Dickinson,351
Secretary of State,,Total,,county,Dickinson,7331
Secretary of State,,Michael A. Mauro,,county,Dubuque,16444
Secretary of State,,Matt Schultz,,county,Dubuque,14595
Secretary of State,,Jake Porter,,county,Dubuque,1012
Secretary of State,,Write-in,,county,Dubuque,17
Secretary of State,,Over Votes,,county,Dubuque,3
Secretary of State,,Under Votes,,county,Dubuque,2160
Secretary of State,,Total,,county,Dubuque,34231
Secretary of State,,Michael A. Mauro,,county,Emmet,1408
Secretary of State,,Matt Schultz,,county,Emmet,1812
Secretary of State,,Jake Porter,,county,Emmet,121
Secretary of State,,Write-in,,county,Emmet,0
Secretary of State,,Over Votes,,county,Emmet,1
Secretary of State,,Under Votes,,county,Emmet,290
Secretary of State,,Total,,county,Emmet,3632
Secretary of State,,Michael A. Mauro,,county,Fayette,3646
Secretary of State,,Matt Schultz,,county,Fayette,3796
Secretary of State,,Jake Porter,,county,Fayette,254
Secretary of State,,Write-in,,county,Fayette,5
Secretary of State,,Over Votes,,county,Fayette,0
Secretary of State,,Under Votes,,county,Fayette,283
Secretary of State,,Total,,county,Fayette,7984
Secretary of State,,Michael A. Mauro,,county,Floyd,2958
Secretary of State,,Matt Schultz,,county,Floyd,2654
Secretary of State,,Jake Porter,,county,Floyd,230
Secretary of State,,Write-in,,county,Floyd,1
Secretary of State,,Over Votes,,county,Floyd,1
Secretary of State,,Under Votes,,county,Floyd,303
Secretary of State,,Total,,county,Floyd,6147
Secretary of State,,Michael A. Mauro,,county,Franklin,1363
Secretary of State,,Matt Schultz,,county,Franklin,2187
Secretary of State,,Jake Porter,,county,Franklin,123
Secretary of State,,Write-in,,county,Franklin,1
Secretary of State,,Over Votes,,county,Franklin,0
Secretary of State,,Under Votes,,county,Franklin,204
Secretary of State,,Total,,county,Franklin,3878
Secretary of State,,Michael A. Mauro,,county,Fremont,857
Secretary of State,,Matt Schultz,,county,Fremont,1561
Secretary of State,,Jake Porter,,county,Fremont,109
Secretary of State,,Write-in,,county,Fremont,0
Secretary of State,,Over Votes,,county,Fremont,1
Secretary of State,,Under Votes,,county,Fremont,187
Secretary of State,,Total,,county,Fremont,2715
Secretary of State,,Michael A. Mauro,,county,Greene,1710
Secretary of State,,Matt Schultz,,county,Greene,1829
Secretary of State,,Jake Porter,,county,Greene,102
Secretary of State,,Write-in,,county,Greene,0
Secretary of State,,Over Votes,,county,Greene,0
Secretary of State,,Under Votes,,county,Greene,200
Secretary of State,,Total,,county,Greene,3841
Secretary of State,,Michael A. Mauro,,county,Grundy,1600
Secretary of State,,Matt Schultz,,county,Grundy,3371
Secretary of State,,Jake Porter,,county,Grundy,111
Secretary of State,,Write-in,,county,Grundy,4
Secretary of State,,Over Votes,,county,Grundy,1
Secretary of State,,Under Votes,,county,Grundy,243
Secretary of State,,Total,,county,Grundy,5330
Secretary of State,,Michael A. Mauro,,county,Guthrie,1965
Secretary of State,,Matt Schultz,,county,Guthrie,2306
Secretary of State,,Jake Porter,,county,Guthrie,161
Secretary of State,,Write-in,,county,Guthrie,2
Secretary of State,,Over Votes,,county,Guthrie,3
Secretary of State,,Under Votes,,county,Guthrie,180
Secretary of State,,Total,,county,Guthrie,4617
Secretary of State,,Michael A. Mauro,,county,Hamilton,2739
Secretary of State,,Matt Schultz,,county,Hamilton,3097
Secretary of State,,Jake Porter,,county,Hamilton,205
Secretary of State,,Write-in,,county,Hamilton,1
Secretary of State,,Over Votes,,county,Hamilton,4
Secretary of State,,Under Votes,,county,Hamilton,252
Secretary of State,,Total,,county,Hamilton,6298
Secretary of State,,Michael A. Mauro,,county,Hancock,1644
Secretary of State,,Matt Schultz,,county,Hancock,2684
Secretary of State,,Jake Porter,,county,Hancock,175
Secretary of State,,Write-in,,county,Hancock,2
Secretary of State,,Over Votes,,county,Hancock,1
Secretary of State,,Under Votes,,county,Hancock,219
Secretary of State,,Total,,county,Hancock,4725
Secretary of State,,Michael A. Mauro,,county,Hardin,2770
Secretary of State,,Matt Schultz,,county,Hardin,3513
Secretary of State,,Jake Porter,,county,Hardin,163
Secretary of State,,Write-in,,county,Hardin,0
Secretary of State,,Over Votes,,county,Hardin,1
Secretary of State,,Under Votes,,county,Hardin,278
Secretary of State,,Total,,county,Hardin,6725
Secretary of State,,Michael A. Mauro,,county,Harrison,1694
Secretary of State,,Matt Schultz,,county,Harrison,3189
Secretary of State,,Jake Porter,,county,Harrison,209
Secretary of State,,Write-in,,county,Harrison,3
Secretary of State,,Over Votes,,county,Harrison,1
Secretary of State,,Under Votes,,county,Harrison,267
Secretary of State,,Total,,county,Harrison,5363
Secretary of State,,Michael A. Mauro,,county,Henry,2359
Secretary of State,,Matt Schultz,,county,Henry,4062
Secretary of State,,Jake Porter,,county,Henry,202
Secretary of State,,Write-in,,county,Henry,3
Secretary of State,,Over Votes,,county,Henry,0
Secretary of State,,Under Votes,,county,Henry,298
Secretary of State,,Total,,county,Henry,6924
Secretary of State,,Michael A. Mauro,,county,Howard,1692
Secretary of State,,Matt Schultz,,county,Howard,1476
Secretary of State,,Jake Porter,,county,Howard,140
Secretary of State,,Write-in,,county,Howard,0
Secretary of State,,Over Votes,,county,Howard,1
Secretary of State,,Under Votes,,county,Howard,161
Secretary of State,,Total,,county,Howard,3470
Secretary of State,,Michael A. Mauro,,county,Humboldt,1460
Secretary of State,,Matt Schultz,,county,Humboldt,2206
Secretary of State,,Jake Porter,,county,Humboldt,100
Secretary of State,,Write-in,,county,Humboldt,0
Secretary of State,,Over Votes,,county,Humboldt,0
Secretary of State,,Under Votes,,county,Humboldt,216
Secretary of State,,Total,,county,Humboldt,3982
Secretary of State,,Michael A. Mauro,,county,Ida,691
Secretary of State,,Matt Schultz,,county,Ida,1801
Secretary of State,,Jake Porter,,county,Ida,56
Secretary of State,,Write-in,,county,Ida,1
Secretary of State,,Over Votes,,county,Ida,0
Secretary of State,,Under Votes,,county,Ida,159
Secretary of State,,Total,,county,Ida,2708
Secretary of State,,Michael A. Mauro,,county,Iowa,2437
Secretary of State,,Matt Schultz,,county,Iowa,3627
Secretary of State,,Jake Porter,,county,Iowa,202
Secretary of State,,Write-in,,county,Iowa,1
Secretary of State,,Over Votes,,county,Iowa,1
Secretary of State,,Under Votes,,county,Iowa,350
Secretary of State,,Total,,county,Iowa,6618
Secretary of State,,Michael A. Mauro,,county,Jackson,3547
Secretary of State,,Matt Schultz,,county,Jackson,3090
Secretary of State,,Jake Porter,,county,Jackson,277
Secretary of State,,Write-in,,county,Jackson,2
Secretary of State,,Over Votes,,county,Jackson,5
Secretary of State,,Under Votes,,county,Jackson,647
Secretary of State,,Total,,county,Jackson,7568
Secretary of State,,Michael A. Mauro,,county,Jasper,7587
Secretary of State,,Matt Schultz,,county,Jasper,6596
Secretary of State,,Jake Porter,,county,Jasper,460
Secretary of State,,Write-in,,county,Jasper,7
Secretary of State,,Over Votes,,county,Jasper,4
Secretary of State,,Under Votes,,county,Jasper,458
Secretary of State,,Total,,county,Jasper,15112
Secretary of State,,Michael A. Mauro,,county,Jefferson,3340
Secretary of State,,Matt Schultz,,county,Jefferson,2829
Secretary of State,,Jake Porter,,county,Jefferson,269
Secretary of State,,Write-in,,county,Jefferson,5
Secretary of State,,Over Votes,,county,Jefferson,1
Secretary of State,,Under Votes,,county,Jefferson,411
Secretary of State,,Total,,county,Jefferson,6855
Secretary of State,,Michael A. Mauro,,county,Johnson,30437
Secretary of State,,Matt Schultz,,county,Johnson,16757
Secretary of State,,Jake Porter,,county,Johnson,1834
Secretary of State,,Write-in,,county,Johnson,66
Secretary of State,,Over Votes,,county,Johnson,22
Secretary of State,,Under Votes,,county,Johnson,4739
Secretary of State,,Total,,county,Johnson,53855
Secretary of State,,Michael A. Mauro,,county,Jones,3375
Secretary of State,,Matt Schultz,,county,Jones,3756
Secretary of State,,Jake Porter,,county,Jones,291
Secretary of State,,Write-in,,county,Jones,3
Secretary of State,,Over Votes,,county,Jones,2
Secretary of State,,Under Votes,,county,Jones,365
Secretary of State,,Total,,county,Jones,7792
Secretary of State,,Michael A. Mauro,,county,Keokuk,1395
Secretary of State,,Matt Schultz,,county,Keokuk,2074
Secretary of State,,Jake Porter,,county,Keokuk,129
Secretary of State,,Write-in,,county,Keokuk,3
Secretary of State,,Over Votes,,county,Keokuk,0
Secretary of State,,Under Votes,,county,Keokuk,363
Secretary of State,,Total,,county,Keokuk,3964
Secretary of State,,Michael A. Mauro,,county,Kossuth,2934
Secretary of State,,Matt Schultz,,county,Kossuth,3338
Secretary of State,,Jake Porter,,county,Kossuth,194
Secretary of State,,Write-in,,county,Kossuth,5
Secretary of State,,Over Votes,,county,Kossuth,0
Secretary of State,,Under Votes,,county,Kossuth,370
Secretary of State,,Total,,county,Kossuth,6841
Secretary of State,,Michael A. Mauro,,county,Lee,5670
Secretary of State,,Matt Schultz,,county,Lee,5360
Secretary of State,,Jake Porter,,county,Lee,505
Secretary of State,,Write-in,,county,Lee,15
Secretary of State,,Over Votes,,county,Lee,0
Secretary of State,,Under Votes,,county,Lee,396
Secretary of State,,Total,,county,Lee,11946
Secretary of State,,Michael A. Mauro,,county,Linn,39645
Secretary of State,,Matt Schultz,,county,Linn,34731
Secretary of State,,Jake Porter,,county,Linn,2482
Secretary of State,,Write-in,,county,Linn,54
Secretary of State,,Over Votes,,county,Linn,5
Secretary of State,,Under Votes,,county,Linn,3715
Secretary of State,,Total,,county,Linn,80632
Secretary of State,,Michael A. Mauro,,county,Louisa,1132
Secretary of State,,Matt Schultz,,county,Louisa,2030
Secretary of State,,Jake Porter,,county,Louisa,125
Secretary of State,,Write-in,,county,Louisa,3
Secretary of State,,Over Votes,,county,Louisa,0
Secretary of State,,Under Votes,,county,Louisa,129
Secretary of State,,Total,,county,Louisa,3419
Secretary of State,,Michael A. Mauro,,county,Lucas,1541
Secretary of State,,Matt Schultz,,county,Lucas,1812
Secretary of State,,Jake Porter,,county,Lucas,111
Secretary of State,,Write-in,,county,Lucas,2
Secretary of State,,Over Votes,,county,Lucas,0
Secretary of State,,Under Votes,,county,Lucas,155
Secretary of State,,Total,,county,Lucas,3621
Secretary of State,,Michael A. Mauro,,county,Lyon,816
Secretary of State,,Matt Schultz,,county,Lyon,3799
Secretary of State,,Jake Porter,,county,Lyon,141
Secretary of State,,Write-in,,county,Lyon,0
Secretary of State,,Over Votes,,county,Lyon,1
Secretary of State,,Under Votes,,county,Lyon,444
Secretary of State,,Total,,county,Lyon,5201
Secretary of State,,Michael A. Mauro,,county,Madison,2903
Secretary of State,,Matt Schultz,,county,Madison,3495
Secretary of State,,Jake Porter,,county,Madison,221
Secretary of State,,Write-in,,county,Madison,1
Secretary of State,,Over Votes,,county,Madison,0
Secretary of State,,Under Votes,,county,Madison,251
Secretary of State,,Total,,county,Madison,6871
Secretary of State,,Michael A. Mauro,,county,Mahaska,3003
Secretary of State,,Matt Schultz,,county,Mahaska,4961
Secretary of State,,Jake Porter,,county,Mahaska,196
Secretary of State,,Write-in,,county,Mahaska,1
Secretary of State,,Over Votes,,county,Mahaska,2
Secretary of State,,Under Votes,,county,Mahaska,342
Secretary of State,,Total,,county,Mahaska,8505
Secretary of State,,Michael A. Mauro,,county,Marion,5037
Secretary of State,,Matt Schultz,,county,Marion,7135
Secretary of State,,Jake Porter,,county,Marion,402
Secretary of State,,Write-in,,county,Marion,5
Secretary of State,,Over Votes,,county,Marion,1
Secretary of State,,Under Votes,,county,Marion,546
Secretary of State,,Total,,county,Marion,13126
Secretary of State,,Michael A. Mauro,,county,Marshall,6703
Secretary of State,,Matt Schultz,,county,Marshall,6782
Secretary of State,,Jake Porter,,county,Marshall,419
Secretary of State,,Write-in,,county,Marshall,12
Secretary of State,,Over Votes,,county,Marshall,2
Secretary of State,,Under Votes,,county,Marshall,532
Secretary of State,,Total,,county,Marshall,14450
Secretary of State,,Michael A. Mauro,,county,Mills,1294
Secretary of State,,Matt Schultz,,county,Mills,3183
Secretary of State,,Jake Porter,,county,Mills,189
Secretary of State,,Write-in,,county,Mills,0
Secretary of State,,Over Votes,,county,Mills,2
Secretary of State,,Under Votes,,county,Mills,288
Secretary of State,,Total,,county,Mills,4956
Secretary of State,,Michael A. Mauro,,county,Mitchell,1920
Secretary of State,,Matt Schultz,,county,Mitchell,2241
Secretary of State,,Jake Porter,,county,Mitchell,131
Secretary of State,,Write-in,,county,Mitchell,1
Secretary of State,,Over Votes,,county,Mitchell,0
Secretary of State,,Under Votes,,county,Mitchell,268
Secretary of State,,Total,,county,Mitchell,4561
Secretary of State,,Michael A. Mauro,,county,Monona,1299
Secretary of State,,Matt Schultz,,county,Monona,1996
Secretary of State,,Jake Porter,,county,Monona,106
Secretary of State,,Write-in,,county,Monona,0
Secretary of State,,Over Votes,,county,Monona,0
Secretary of State,,Under Votes,,county,Monona,204
Secretary of State,,Total,,county,Monona,3605
Secretary of State,,Michael A. Mauro,,county,Monroe,1266
Secretary of State,,Matt Schultz,,county,Monroe,1448
Secretary of State,,Jake Porter,,county,Monroe,89
Secretary of State,,Write-in,,county,Monroe,1
Secretary of State,,Over Votes,,county,Monroe,0
Secretary of State,,Under Votes,,county,Monroe,127
Secretary of State,,Total,,county,Monroe,2931
Secretary of State,,Michael A. Mauro,,county,Montgomery,966
Secretary of State,,Matt Schultz,,county,Montgomery,2380
Secretary of State,,Jake Porter,,county,Montgomery,145
Secretary of State,,Write-in,,county,Montgomery,1
Secretary of State,,Over Votes,,county,Montgomery,0
Secretary of State,,Under Votes,,county,Montgomery,219
Secretary of State,,Total,,county,Montgomery,3711
Secretary of State,,Michael A. Mauro,,county,Muscatine,5528
Secretary of State,,Matt Schultz,,county,Muscatine,6847
Secretary of State,,Jake Porter,,county,Muscatine,448
Secretary of State,,Write-in,,county,Muscatine,7
Secretary of State,,Over Votes,,county,Muscatine,6
Secretary of State,,Under Votes,,county,Muscatine,593
Secretary of State,,Total,,county,Muscatine,13429
Secretary of State,,Michael A. Mauro,,county,O'Brien,1135
Secretary of State,,Matt Schultz,,county,O'Brien,4059
Secretary of State,,Jake Porter,,county,O'Brien,121
Secretary of State,,Write-in,,county,O'Brien,0
Secretary of State,,Over Votes,,county,O'Brien,0
Secretary of State,,Under Votes,,county,O'Brien,239
Secretary of State,,Total,,county,O'Brien,5554
Secretary of State,,Michael A. Mauro,,county,Osceola,442
Secretary of State,,Matt Schultz,,county,Osceola,1750
Secretary of State,,Jake Porter,,county,Osceola,74
Secretary of State,,Write-in,,county,Osceola,2
Secretary of State,,Over Votes,,county,Osceola,0
Secretary of State,,Under Votes,,county,Osceola,228
Secretary of State,,Total,,county,Osceola,2496
Secretary of State,,Michael A. Mauro,,county,Page,1227
Secretary of State,,Matt Schultz,,county,Page,3378
Secretary of State,,Jake Porter,,county,Page,138
Secretary of State,,Write-in,,county,Page,0
Secretary of State,,Over Votes,,county,Page,1
Secretary of State,,Under Votes,,county,Page,111
Secretary of State,,Total,,county,Page,4855
Secretary of State,,Michael A. Mauro,,county,Palo Alto,1684
Secretary of State,,Matt Schultz,,county,Palo Alto,1844
Secretary of State,,Jake Porter,,county,Palo Alto,122
Secretary of State,,Write-in,,county,Palo Alto,1
Secretary of State,,Over Votes,,county,Palo Alto,0
Secretary of State,,Under Votes,,county,Palo Alto,335
Secretary of State,,Total,,county,Palo Alto,3986
Secretary of State,,Michael A. Mauro,,county,Plymouth,2229
Secretary of State,,Matt Schultz,,county,Plymouth,5986
Secretary of State,,Jake Porter,,county,Plymouth,221
Secretary of State,,Write-in,,county,Plymouth,1
Secretary of State,,Over Votes,,county,Plymouth,0
Secretary of State,,Under Votes,,county,Plymouth,458
Secretary of State,,Total,,county,Plymouth,8895
Secretary of State,,Michael A. Mauro,,county,Pocahontas,1112
Secretary of State,,Matt Schultz,,county,Pocahontas,1722
Secretary of State,,Jake Porter,,county,Pocahontas,92
Secretary of State,,Write-in,,county,Pocahontas,0
Secretary of State,,Over Votes,,county,Pocahontas,1
Secretary of State,,Under Votes,,county,Pocahontas,151
Secretary of State,,Total,,county,Pocahontas,3078
Secretary of State,,Michael A. Mauro,,county,Polk,90925
Secretary of State,,Matt Schultz,,county,Polk,62994
Secretary of State,,Jake Porter,,county,Polk,3775
Secretary of State,,Write-in,,county,Polk,84
Secretary of State,,Over Votes,,county,Polk,63
Secretary of State,,Under Votes,,county,Polk,4317
Secretary of State,,Total,,county,Polk,162158
Secretary of State,,Michael A. Mauro,,county,Pottawattamie,9274
Secretary of State,,Matt Schultz,,county,Pottawattamie,15722
Secretary of State,,Jake Porter,,county,Pottawattamie,921
Secretary of State,,Write-in,,county,Pottawattamie,16
Secretary of State,,Over Votes,,county,Pottawattamie,8
Secretary of State,,Under Votes,,county,Pottawattamie,982
Secretary of State,,Total,,county,Pottawattamie,26923
Secretary of State,,Michael A. Mauro,,county,Poweshiek,3791
Secretary of State,,Matt Schultz,,county,Poweshiek,3272
Secretary of State,,Jake Porter,,county,Poweshiek,188
Secretary of State,,Write-in,,county,Poweshiek,1
Secretary of State,,Over Votes,,county,Poweshiek,0
Secretary of State,,Under Votes,,county,Poweshiek,301
Secretary of State,,Total,,county,Poweshiek,7553
Secretary of State,,Michael A. Mauro,,county,Ringgold,926
Secretary of State,,Matt Schultz,,county,Ringgold,1060
