office,district,candidate,party,reporting_level,jurisdiction,votes
Secretary of State,,Chet Culver,Democratic,county,CRAWFORD,254
Secretary of State,,Write-In Votes,Democratic,county,CRAWFORD,0
Secretary of State,,Totals,Democratic,county,CRAWFORD,254
Secretary of State,,Chet Culver,Democratic,county,DALLAS,688
Secretary of State,,Write-In Votes,Democratic,county,DALLAS,0
Secretary of State,,Totals,Democratic,county,DALLAS,688
Secretary of State,,Chet Culver,Democratic,county,DAVIS,912
Secretary of State,,Write-In Votes,Democratic,county,DAVIS,3
Secretary of State,,Totals,Democratic,county,DAVIS,915
Secretary of State,,Chet Culver,Democratic,county,DECATUR,221
Secretary of State,,Write-In Votes,Democratic,county,DECATUR,0
Secretary of State,,Totals,Democratic,county,DECATUR,221
Secretary of State,,Chet Culver,Democratic,county,DELAWARE,255
Secretary of State,,Write-In Votes,Democratic,county,DELAWARE,0
Secretary of State,,Totals,Democratic,county,DELAWARE,255
Secretary of State,,Chet Culver,Democratic,county,DES MOINES,1564
Secretary of State,,Write-In Votes,Democratic,county,DES MOINES,2
Secretary of State,,Totals,Democratic,county,DES MOINES,1566
Secretary of State,,Chet Culver,Democratic,county,DICKINSON,729
Secretary of State,,Write-In Votes,Democratic,county,DICKINSON,0
Secretary of State,,Totals,Democratic,county,DICKINSON,729
Secretary of State,,Chet Culver,Democratic,county,DUBUQUE,4053
Secretary of State,,Write-In Votes,Democratic,county,DUBUQUE,8
Secretary of State,,Totals,Democratic,county,DUBUQUE,4061
Secretary of State,,Chet Culver,Democratic,county,EMMET,144
Secretary of State,,Write-In Votes,Democratic,county,EMMET,0
Secretary of State,,Totals,Democratic,county,EMMET,144
Secretary of State,,Chet Culver,Democratic,county,FAYETTE,539
Secretary of State,,Write-In Votes,Democratic,county,FAYETTE,0
Secretary of State,,Totals,Democratic,county,FAYETTE,539
Secretary of State,,Chet Culver,Democratic,county,FLOYD,162
Secretary of State,,Write-In Votes,Democratic,county,FLOYD,3
Secretary of State,,Totals,Democratic,county,FLOYD,165
Secretary of State,,Chet Culver,Democratic,county,FRANKLIN,213
Secretary of State,,Write-In Votes,Democratic,county,FRANKLIN,0
Secretary of State,,Totals,Democratic,county,FRANKLIN,213
Secretary of State,,Chet Culver,Democratic,county,FREMONT,152
Secretary of State,,Write-In Votes,Democratic,county,FREMONT,0
Secretary of State,,Totals,Democratic,county,FREMONT,152
Secretary of State,,Chet Culver,Democratic,county,GREENE,329
Secretary of State,,Write-In Votes,Democratic,county,GREENE,0
Secretary of State,,Totals,Democratic,county,GREENE,329
Secretary of State,,Chet Culver,Democratic,county,GRUNDY,118
Secretary of State,,Write-In Votes,Democratic,county,GRUNDY,0
Secretary of State,,Totals,Democratic,county,GRUNDY,118
Secretary of State,,Chet Culver,Democratic,county,GUTHRIE,193
Secretary of State,,Write-In Votes,Democratic,county,GUTHRIE,0
Secretary of State,,Totals,Democratic,county,GUTHRIE,193
Secretary of State,,Chet Culver,Democratic,county,HAMILTON,297
Secretary of State,,Write-In Votes,Democratic,county,HAMILTON,0
Secretary of State,,Totals,Democratic,county,HAMILTON,297
Secretary of State,,Chet Culver,Democratic,county,HANCOCK,165
Secretary of State,,Write-In Votes,Democratic,county,HANCOCK,0
Secretary of State,,Totals,Democratic,county,HANCOCK,165
Secretary of State,,Chet Culver,Democratic,county,HARDIN,260
Secretary of State,,Write-In Votes,Democratic,county,HARDIN,0
Secretary of State,,Totals,Democratic,county,HARDIN,260
Secretary of State,,Chet Culver,Democratic,county,HARRISON,210
Secretary of State,,Write-In Votes,Democratic,county,HARRISON,1
Secretary of State,,Totals,Democratic,county,HARRISON,211
Secretary of State,,Chet Culver,Democratic,county,HENRY,173
Secretary of State,,Write-In Votes,Democratic,county,HENRY,1
Secretary of State,,Totals,Democratic,county,HENRY,174
Secretary of State,,Chet Culver,Democratic,county,HOWARD,143
Secretary of State,,Write-In Votes,Democratic,county,HOWARD,0
Secretary of State,,Totals,Democratic,county,HOWARD,143
Secretary of State,,Chet Culver,Democratic,county,HUMBOLDT,146
Secretary of State,,Write-In Votes,Democratic,county,HUMBOLDT,0
Secretary of State,,Totals,Democratic,county,HUMBOLDT,146
Secretary of State,,Chet Culver,Democratic,county,IDA,119
Secretary of State,,Write-In Votes,Democratic,county,IDA,0
Secretary of State,,Totals,Democratic,county,IDA,119
Secretary of State,,Chet Culver,Democratic,county,IOWA,191
Secretary of State,,Write-In Votes,Democratic,county,IOWA,0
Secretary of State,,Totals,Democratic,county,IOWA,191
Secretary of State,,Chet Culver,Democratic,county,JACKSON,738
Secretary of State,,Write-In Votes,Democratic,county,JACKSON,1
Secretary of State,,Totals,Democratic,county,JACKSON,739
Secretary of State,,Chet Culver,Democratic,county,JASPER,2210
Secretary of State,,Write-In Votes,Democratic,county,JASPER,0
Secretary of State,,Totals,Democratic,county,JASPER,2210
Secretary of State,,Chet Culver,Democratic,county,JEFFERSON,156
Secretary of State,,Write-In Votes,Democratic,county,JEFFERSON,0
Secretary of State,,Totals,Democratic,county,JEFFERSON,156
Secretary of State,,Chet Culver,Democratic,county,JOHNSON,926
Secretary of State,,Write-In Votes,Democratic,county,JOHNSON,3
Secretary of State,,Totals,Democratic,county,JOHNSON,929
Secretary of State,,Chet Culver,Democratic,county,JONES,405
Secretary of State,,Write-In Votes,Democratic,county,JONES,1
Secretary of State,,Totals,Democratic,county,JONES,406
Secretary of State,,Chet Culver,Democratic,county,KEOKUK,233
Secretary of State,,Write-In Votes,Democratic,county,KEOKUK,0
Secretary of State,,Totals,Democratic,county,KEOKUK,233
Secretary of State,,Chet Culver,Democratic,county,KOSSUTH,1175
Secretary of State,,Write-In Votes,Democratic,county,KOSSUTH,2
Secretary of State,,Totals,Democratic,county,KOSSUTH,1177
Secretary of State,,Chet Culver,Democratic,county,LEE,2769
Secretary of State,,Write-In Votes,Democratic,county,LEE,6
Secretary of State,,Totals,Democratic,county,LEE,2775
Secretary of State,,Chet Culver,Democratic,county,LINN,3320
Secretary of State,,Write-In Votes,Democratic,county,LINN,7
Secretary of State,,Totals,Democratic,county,LINN,3327
Secretary of State,,Chet Culver,Democratic,county,LOUISA,124
Secretary of State,,Write-In Votes,Democratic,county,LOUISA,0
Secretary of State,,Totals,Democratic,county,LOUISA,124
Secretary of State,,Chet Culver,Democratic,county,LUCAS,113
Secretary of State,,Write-In Votes,Democratic,county,LUCAS,0
Secretary of State,,Totals,Democratic,county,LUCAS,113
Secretary of State,,Chet Culver,Democratic,county,LYON,128
Secretary of State,,Write-In Votes,Democratic,county,LYON,0
Secretary of State,,Totals,Democratic,county,LYON,128
Secretary of State,,Chet Culver,Democratic,county,MADISON,540
Secretary of State,,Write-In Votes,Democratic,county,MADISON,1
Secretary of State,,Totals,Democratic,county,MADISON,541
Secretary of State,,Chet Culver,Democratic,county,MAHASKA,196
Secretary of State,,Write-In Votes,Democratic,county,MAHASKA,0
Secretary of State,,Totals,Democratic,county,MAHASKA,196
Secretary of State,,Chet Culver,Democratic,county,MARION,729
Secretary of State,,Write-In Votes,Democratic,county,MARION,1
Secretary of State,,Totals,Democratic,county,MARION,730
Secretary of State,,Chet Culver,Democratic,county,MARSHALL,414
Secretary of State,,Write-In Votes,Democratic,county,MARSHALL,0
Secretary of State,,Totals,Democratic,county,MARSHALL,414
Secretary of State,,Chet Culver,Democratic,county,MILLS,161
Secretary of State,,Write-In Votes,Democratic,county,MILLS,1
Secretary of State,,Totals,Democratic,county,MILLS,162
Secretary of State,,Chet Culver,Democratic,county,MITCHELL,140
Secretary of State,,Write-In Votes,Democratic,county,MITCHELL,0
Secretary of State,,Totals,Democratic,county,MITCHELL,140
Secretary of State,,Chet Culver,Democratic,county,MONONA,190
Secretary of State,,Write-In Votes,Democratic,county,MONONA,0
Secretary of State,,Totals,Democratic,county,MONONA,190
Secretary of State,,Chet Culver,Democratic,county,MONROE,178
Secretary of State,,Write-In Votes,Democratic,county,MONROE,0
Secretary of State,,Totals,Democratic,county,MONROE,178
Secretary of State,,Chet Culver,Democratic,county,MONTGOMERY,130
Secretary of State,,Write-In Votes,Democratic,county,MONTGOMERY,0
Secretary of State,,Totals,Democratic,county,MONTGOMERY,130
Secretary of State,,Chet Culver,Democratic,county,MUSCATINE,305
Secretary of State,,Write-In Votes,Democratic,county,MUSCATINE,1
Secretary of State,,Totals,Democratic,county,MUSCATINE,306
Secretary of State,,Chet Culver,Democratic,county,O'BRIEN,139
Secretary of State,,Write-In Votes,Democratic,county,O'BRIEN,1
Secretary of State,,Totals,Democratic,county,O'BRIEN,140
Secretary of State,,Chet Culver,Democratic,county,OSCEOLA,70
Secretary of State,,Write-In Votes,Democratic,county,OSCEOLA,0
Secretary of State,,Totals,Democratic,county,OSCEOLA,70
Secretary of State,,Chet Culver,Democratic,county,PAGE,221
Secretary of State,,Write-In Votes,Democratic,county,PAGE,1
Secretary of State,,Totals,Democratic,county,PAGE,222
Secretary of State,,Chet Culver,Democratic,county,PALO ALTO,481
Secretary of State,,Write-In Votes,Democratic,county,PALO ALTO,0
Secretary of State,,Totals,Democratic,county,PALO ALTO,481
Secretary of State,,Chet Culver,Democratic,county,PLYMOUTH,110
Secretary of State,,Write-In Votes,Democratic,county,PLYMOUTH,0
Secretary of State,,Totals,Democratic,county,PLYMOUTH,110
Secretary of State,,Chet Culver,Democratic,county,POCAHONTAS,117
Secretary of State,,Write-In Votes,Democratic,county,POCAHONTAS,0
Secretary of State,,Totals,Democratic,county,POCAHONTAS,117
Secretary of State,,Chet Culver,Democratic,county,POLK,16533
Secretary of State,,Write-In Votes,Democratic,county,POLK,67
Secretary of State,,Totals,Democratic,county,POLK,16600
Secretary of State,,Chet Culver,Democratic,county,POTTAWATTAMIE,1055
Secretary of State,,Write-In Votes,Democratic,county,POTTAWATTAMIE,3
Secretary of State,,Totals,Democratic,county,POTTAWATTAMIE,1058
Secretary of State,,Chet Culver,Democratic,county,POWESHIEK,398
Secretary of State,,Write-In Votes,Democratic,county,POWESHIEK,1
Secretary of State,,Totals,Democratic,county,POWESHIEK,399
Secretary of State,,Chet Culver,Democratic,county,RINGGOLD,153
Secretary of State,,Write-In Votes,Democratic,county,RINGGOLD,0
Secretary of State,,Totals,Democratic,county,RINGGOLD,153
Secretary of State,,Chet Culver,Democratic,county,SAC,83
Secretary of State,,Write-In Votes,Democratic,county,SAC,0
Secretary of State,,Totals,Democratic,county,SAC,83
Secretary of State,,Chet Culver,Democratic,county,SCOTT,3400
Secretary of State,,Write-In Votes,Democratic,county,SCOTT,7
Secretary of State,,Totals,Democratic,county,SCOTT,3407
Secretary of State,,Chet Culver,Democratic,county,SHELBY,358
Secretary of State,,Write-In Votes,Democratic,county,SHELBY,0
Secretary of State,,Totals,Democratic,county,SHELBY,358
Secretary of State,,Chet Culver,Democratic,county,SIOUX,108
Secretary of State,,Write-In Votes,Democratic,county,SIOUX,0
Secretary of State,,Totals,Democratic,county,SIOUX,108
Secretary of State,,Chet Culver,Democratic,county,STORY,3089
Secretary of State,,Write-In Votes,Democratic,county,STORY,7
Secretary of State,,Totals,Democratic,county,STORY,3096
Secretary of State,,Chet Culver,Democratic,county,TAMA,223
Secretary of State,,Write-In Votes,Democratic,county,TAMA,0
Secretary of State,,Totals,Democratic,county,TAMA,223
Secretary of State,,Chet Culver,Democratic,county,TAYLOR,119
Secretary of State,,Write-In Votes,Democratic,county,TAYLOR,0
Secretary of State,,Totals,Democratic,county,TAYLOR,119
Secretary of State,,Chet Culver,Democratic,county,UNION,180
Secretary of State,,Write-In Votes,Democratic,county,UNION,0
Secretary of State,,Totals,Democratic,county,UNION,180
Secretary of State,,Chet Culver,Democratic,county,VAN BUREN,145
Secretary of State,,Write-In Votes,Democratic,county,VAN BUREN,0
Secretary of State,,Totals,Democratic,county,VAN BUREN,145
Secretary of State,,Chet Culver,Democratic,county,WAPELLO,3868
Secretary of State,,Write-In Votes,Democratic,county,WAPELLO,7
Secretary of State,,Totals,Democratic,county,WAPELLO,3875
Secretary of State,,Chet Culver,Democratic,county,WARREN,1323
Secretary of State,,Write-In Votes,Democratic,county,WARREN,1
Secretary of State,,Totals,Democratic,county,WARREN,1324
Secretary of State,,Chet Culver,Democratic,county,WASHINGTON,182
Secretary of State,,Write-In Votes,Democratic,county,WASHINGTON,0
Secretary of State,,Totals,Democratic,county,WASHINGTON,182
Secretary of State,,Chet Culver,Democratic,county,WAYNE,314
Secretary of State,,Write-In Votes,Democratic,county,WAYNE,5
Secretary of State,,Totals,Democratic,county,WAYNE,319
Secretary of State,,Chet Culver,Democratic,county,WEBSTER,1585
Secretary of State,,Write-In Votes,Democratic,county,WEBSTER,1
Secretary of State,,Totals,Democratic,county,WEBSTER,1586
Secretary of State,,Chet Culver,Democratic,county,WINNEBAGO,173
Secretary of State,,Write-In Votes,Democratic,county,WINNEBAGO,0
Secretary of State,,Totals,Democratic,county,WINNEBAGO,173
Secretary of State,,Chet Culver,Democratic,county,WINNESHIEK,258
Secretary of State,,Write-In Votes,Democratic,county,WINNESHIEK,1
Secretary of State,,Totals,Democratic,county,WINNESHIEK,259
Secretary of State,,Chet Culver,Democratic,county,WOODBURY,635
Secretary of State,,Write-In Votes,Democratic,county,WOODBURY,3
Secretary of State,,Totals,Democratic,county,WOODBURY,638
Secretary of State,,Chet Culver,Democratic,county,WORTH,177
Secretary of State,,Write-In Votes,Democratic,county,WORTH,0
Secretary of State,,Totals,Democratic,county,WORTH,177
Secretary of State,,Chet Culver,Democratic,county,WRIGHT,184
Secretary of State,,Write-In Votes,Democratic,county,WRIGHT,0
Secretary of State,,Totals,Democratic,county,WRIGHT,184
Secretary of State,,Chet Culver,Democratic,racewide,Totals,76559
Secretary of State,,Write-In Votes,Democratic,racewide,Totals,168
Secretary of State,,Totals,Democratic,racewide,Totals,76727
Secretary of State,,Write-In Votes,Iowa Green Party,county,ADAIR,0
Secretary of State,,Totals,Iowa Green Party,county,ADAIR,
Secretary of State,,Write-In Votes,Iowa Green Party,county,ADAMS,0
Secretary of State,,Totals,Iowa Green Party,county,ADAMS,
Secretary of State,,Write-In Votes,Iowa Green Party,county,ALLAMAKEE,0
Secretary of State,,Totals,Iowa Green Party,county,ALLAMAKEE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,APPANOOSE,0
Secretary of State,,Totals,Iowa Green Party,county,APPANOOSE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,AUDUBON,0
Secretary of State,,Totals,Iowa Green Party,county,AUDUBON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,BENTON,0
Secretary of State,,Totals,Iowa Green Party,county,BENTON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,BLACK HAWK,2
Secretary of State,,Totals,Iowa Green Party,county,BLACK HAWK,
Secretary of State,,Write-In Votes,Iowa Green Party,county,BOONE,0
Secretary of State,,Totals,Iowa Green Party,county,BOONE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,BREMER,0
Secretary of State,,Totals,Iowa Green Party,county,BREMER,
Secretary of State,,Write-In Votes,Iowa Green Party,county,BUCHANAN,0
Secretary of State,,Totals,Iowa Green Party,county,BUCHANAN,
Secretary of State,,Write-In Votes,Iowa Green Party,county,BUENA VISTA,0
Secretary of State,,Totals,Iowa Green Party,county,BUENA VISTA,
Secretary of State,,Write-In Votes,Iowa Green Party,county,BUTLER,0
Secretary of State,,Totals,Iowa Green Party,county,BUTLER,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CALHOUN,0
Secretary of State,,Totals,Iowa Green Party,county,CALHOUN,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CARROLL,0
Secretary of State,,Totals,Iowa Green Party,county,CARROLL,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CASS,0
Secretary of State,,Totals,Iowa Green Party,county,CASS,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CEDAR,0
Secretary of State,,Totals,Iowa Green Party,county,CEDAR,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CERRO GORDO,1
Secretary of State,,Totals,Iowa Green Party,county,CERRO GORDO,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CHEROKEE,0
Secretary of State,,Totals,Iowa Green Party,county,CHEROKEE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CHICKASAW,0
Secretary of State,,Totals,Iowa Green Party,county,CHICKASAW,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CLARKE,0
Secretary of State,,Totals,Iowa Green Party,county,CLARKE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CLAY,0
Secretary of State,,Totals,Iowa Green Party,county,CLAY,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CLAYTON,1
Secretary of State,,Totals,Iowa Green Party,county,CLAYTON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CLINTON,0
Secretary of State,,Totals,Iowa Green Party,county,CLINTON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,CRAWFORD,0
Secretary of State,,Totals,Iowa Green Party,county,CRAWFORD,
Secretary of State,,Write-In Votes,Iowa Green Party,county,DALLAS,0
Secretary of State,,Totals,Iowa Green Party,county,DALLAS,
Secretary of State,,Write-In Votes,Iowa Green Party,county,DAVIS,0
Secretary of State,,Totals,Iowa Green Party,county,DAVIS,
Secretary of State,,Write-In Votes,Iowa Green Party,county,DECATUR,0
Secretary of State,,Totals,Iowa Green Party,county,DECATUR,
Secretary of State,,Write-In Votes,Iowa Green Party,county,DELAWARE,0
Secretary of State,,Totals,Iowa Green Party,county,DELAWARE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,DES MOINES,0
Secretary of State,,Totals,Iowa Green Party,county,DES MOINES,
Secretary of State,,Write-In Votes,Iowa Green Party,county,DICKINSON,0
Secretary of State,,Totals,Iowa Green Party,county,DICKINSON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,DUBUQUE,1
Secretary of State,,Totals,Iowa Green Party,county,DUBUQUE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,EMMET,0
Secretary of State,,Totals,Iowa Green Party,county,EMMET,
Secretary of State,,Write-In Votes,Iowa Green Party,county,FAYETTE,0
Secretary of State,,Totals,Iowa Green Party,county,FAYETTE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,FLOYD,0
Secretary of State,,Totals,Iowa Green Party,county,FLOYD,
Secretary of State,,Write-In Votes,Iowa Green Party,county,FRANKLIN,0
Secretary of State,,Totals,Iowa Green Party,county,FRANKLIN,
Secretary of State,,Write-In Votes,Iowa Green Party,county,FREMONT,0
Secretary of State,,Totals,Iowa Green Party,county,FREMONT,
Secretary of State,,Write-In Votes,Iowa Green Party,county,GREENE,0
Secretary of State,,Totals,Iowa Green Party,county,GREENE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,GRUNDY,0
Secretary of State,,Totals,Iowa Green Party,county,GRUNDY,
Secretary of State,,Write-In Votes,Iowa Green Party,county,GUTHRIE,0
Secretary of State,,Totals,Iowa Green Party,county,GUTHRIE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,HAMILTON,0
Secretary of State,,Totals,Iowa Green Party,county,HAMILTON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,HANCOCK,0
Secretary of State,,Totals,Iowa Green Party,county,HANCOCK,
Secretary of State,,Write-In Votes,Iowa Green Party,county,HARDIN,0
Secretary of State,,Totals,Iowa Green Party,county,HARDIN,
Secretary of State,,Write-In Votes,Iowa Green Party,county,HARRISON,0
Secretary of State,,Totals,Iowa Green Party,county,HARRISON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,HENRY,0
Secretary of State,,Totals,Iowa Green Party,county,HENRY,
Secretary of State,,Write-In Votes,Iowa Green Party,county,HOWARD,0
Secretary of State,,Totals,Iowa Green Party,county,HOWARD,
Secretary of State,,Write-In Votes,Iowa Green Party,county,HUMBOLDT,0
Secretary of State,,Totals,Iowa Green Party,county,HUMBOLDT,
Secretary of State,,Write-In Votes,Iowa Green Party,county,IDA,0
Secretary of State,,Totals,Iowa Green Party,county,IDA,
Secretary of State,,Write-In Votes,Iowa Green Party,county,IOWA,1
Secretary of State,,Totals,Iowa Green Party,county,IOWA,
Secretary of State,,Write-In Votes,Iowa Green Party,county,JACKSON,0
Secretary of State,,Totals,Iowa Green Party,county,JACKSON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,JASPER,1
Secretary of State,,Totals,Iowa Green Party,county,JASPER,
Secretary of State,,Write-In Votes,Iowa Green Party,county,JEFFERSON,1
Secretary of State,,Totals,Iowa Green Party,county,JEFFERSON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,JOHNSON,5
Secretary of State,,Totals,Iowa Green Party,county,JOHNSON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,JONES,0
Secretary of State,,Totals,Iowa Green Party,county,JONES,
Secretary of State,,Write-In Votes,Iowa Green Party,county,KEOKUK,0
Secretary of State,,Totals,Iowa Green Party,county,KEOKUK,
Secretary of State,,Write-In Votes,Iowa Green Party,county,KOSSUTH,1
Secretary of State,,Totals,Iowa Green Party,county,KOSSUTH,
Secretary of State,,Write-In Votes,Iowa Green Party,county,LEE,0
Secretary of State,,Totals,Iowa Green Party,county,LEE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,LINN,7
Secretary of State,,Totals,Iowa Green Party,county,LINN,
Secretary of State,,Write-In Votes,Iowa Green Party,county,LOUISA,0
Secretary of State,,Totals,Iowa Green Party,county,LOUISA,
Secretary of State,,Write-In Votes,Iowa Green Party,county,LUCAS,0
Secretary of State,,Totals,Iowa Green Party,county,LUCAS,
Secretary of State,,Write-In Votes,Iowa Green Party,county,LYON,0
Secretary of State,,Totals,Iowa Green Party,county,LYON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,MADISON,0
Secretary of State,,Totals,Iowa Green Party,county,MADISON,
Secretary of State,,Write-In Votes,Iowa Green Party,county,MAHASKA,1
Secretary of State,,Totals,Iowa Green Party,county,MAHASKA,
Secretary of State,,Write-In Votes,Iowa Green Party,county,MARION,0
Secretary of State,,Totals,Iowa Green Party,county,MARION,
Secretary of State,,Write-In Votes,Iowa Green Party,county,MARSHALL,1
Secretary of State,,Totals,Iowa Green Party,county,MARSHALL,
Secretary of State,,Write-In Votes,Iowa Green Party,county,MILLS,0
Secretary of State,,Totals,Iowa Green Party,county,MILLS,
Secretary of State,,Write-In Votes,Iowa Green Party,county,MITCHELL,0
Secretary of State,,Totals,Iowa Green Party,county,MITCHELL,
Secretary of State,,Write-In Votes,Iowa Green Party,county,MONONA,0
Secretary of State,,Totals,Iowa Green Party,county,MONONA,
Secretary of State,,Write-In Votes,Iowa Green Party,county,MONROE,0
Secretary of State,,Totals,Iowa Green Party,county,MONROE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,MONTGOMERY,0
Secretary of State,,Totals,Iowa Green Party,county,MONTGOMERY,
Secretary of State,,Write-In Votes,Iowa Green Party,county,MUSCATINE,1
Secretary of State,,Totals,Iowa Green Party,county,MUSCATINE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,O'BRIEN,0
Secretary of State,,Totals,Iowa Green Party,county,O'BRIEN,
Secretary of State,,Write-In Votes,Iowa Green Party,county,OSCEOLA,0
Secretary of State,,Totals,Iowa Green Party,county,OSCEOLA,
Secretary of State,,Write-In Votes,Iowa Green Party,county,PAGE,0
Secretary of State,,Totals,Iowa Green Party,county,PAGE,
Secretary of State,,Write-In Votes,Iowa Green Party,county,PALO ALTO,0
Secretary of State,,Totals,Iowa Green Party,county,PALO ALTO,
Secretary of State,,Write-In Votes,Iowa Green Party,county,PLYMOUTH,0
Secretary of State,,Totals,Iowa Green Party,county,PLYMOUTH,
