office,candidate,party,county,votes
President/Vice President,Anderson / Lucey,Nominated by Petition,HOWARD,336
President/Vice President,McReynolds / Drufenbrock,Socialist,HUMBOLDT,0
President/Vice President,Clark / Koch,Libertarian,HUMBOLDT,77
President/Vice President,Greaves / Varnum,American,HUMBOLDT,2
President/Vice President,Carter / Mondale,Democratic,HUMBOLDT,1840
President/Vice President,De Berry / Zimmerman,Socialist Workers,HUMBOLDT,1
President/Vice President,Reagan / Bush,Republican,HUMBOLDT,3575
President/Vice President,Hall / Davis,Communist,HUMBOLDT,0
President/Vice President,Commoner / Harris,Citizens,HUMBOLDT,7
President/Vice President,Bubar / Dodge,Statesman,HUMBOLDT,1
President/Vice President,Anderson / Lucey,Nominated by Petition,HUMBOLDT,394
President/Vice President,McReynolds / Drufenbrock,Socialist,IDA,0
President/Vice President,Clark / Koch,Libertarian,IDA,37
President/Vice President,Greaves / Varnum,American,IDA,0
President/Vice President,Carter / Mondale,Democratic,IDA,1235
President/Vice President,De Berry / Zimmerman,Socialist Workers,IDA,1
President/Vice President,Reagan / Bush,Republican,IDA,2825
President/Vice President,Hall / Davis,Communist,IDA,0
President/Vice President,Commoner / Harris,Citizens,IDA,1
President/Vice President,Bubar / Dodge,Statesman,IDA,0
President/Vice President,Anderson / Lucey,Nominated by Petition,IDA,254
President/Vice President,McReynolds / Drufenbrock,Socialist,IOWA,0
President/Vice President,Clark / Koch,Libertarian,IOWA,84
President/Vice President,Greaves / Varnum,American,IOWA,1
President/Vice President,Carter / Mondale,Democratic,IOWA,2606
President/Vice President,De Berry / Zimmerman,Socialist Workers,IOWA,2
President/Vice President,Reagan / Bush,Republican,IOWA,4153
President/Vice President,Hall / Davis,Communist,IOWA,0
President/Vice President,Commoner / Harris,Citizens,IOWA,5
President/Vice President,Bubar / Dodge,Statesman,IOWA,4
President/Vice President,Anderson / Lucey,Nominated by Petition,IOWA,667
President/Vice President,McReynolds / Drufenbrock,Socialist,JACKSON,1
President/Vice President,Clark / Koch,Libertarian,JACKSON,106
President/Vice President,Greaves / Varnum,American,JACKSON,2
President/Vice President,Carter / Mondale,Democratic,JACKSON,3518
President/Vice President,De Berry / Zimmerman,Socialist Workers,JACKSON,1
President/Vice President,Reagan / Bush,Republican,JACKSON,4479
President/Vice President,Hall / Davis,Communist,JACKSON,3
President/Vice President,Commoner / Harris,Citizens,JACKSON,16
President/Vice President,Bubar / Dodge,Statesman,JACKSON,1
President/Vice President,Anderson / Lucey,Nominated by Petition,JACKSON,622
President/Vice President,McReynolds / Drufenbrock,Socialist,JASPER,3
President/Vice President,Clark / Koch,Libertarian,JASPER,152
President/Vice President,Greaves / Varnum,American,JASPER,0
President/Vice President,Carter / Mondale,Democratic,JASPER,7258
President/Vice President,De Berry / Zimmerman,Socialist Workers,JASPER,1
President/Vice President,Reagan / Bush,Republican,JASPER,8286
President/Vice President,Hall / Davis,Communist,JASPER,3
President/Vice President,Commoner / Harris,Citizens,JASPER,28
President/Vice President,Bubar / Dodge,Statesman,JASPER,5
President/Vice President,Anderson / Lucey,Nominated by Petition,JASPER,1221
President/Vice President,McReynolds / Drufenbrock,Socialist,JEFFERSON,0
President/Vice President,Clark / Koch,Libertarian,JEFFERSON,99
President/Vice President,Greaves / Varnum,American,JEFFERSON,1
President/Vice President,Carter / Mondale,Democratic,JEFFERSON,2577
President/Vice President,De Berry / Zimmerman,Socialist Workers,JEFFERSON,0
President/Vice President,Reagan / Bush,Republican,JEFFERSON,4099
President/Vice President,Hall / Davis,Communist,JEFFERSON,1
President/Vice President,Commoner / Harris,Citizens,JEFFERSON,9
President/Vice President,Bubar / Dodge,Statesman,JEFFERSON,1
President/Vice President,Anderson / Lucey,Nominated by Petition,JEFFERSON,505
President/Vice President,McReynolds / Drufenbrock,Socialist,JOHNSON,111
President/Vice President,Clark / Koch,Libertarian,JOHNSON,508
President/Vice President,Greaves / Varnum,American,JOHNSON,10
President/Vice President,Carter / Mondale,Democratic,JOHNSON,20122
President/Vice President,De Berry / Zimmerman,Socialist Workers,JOHNSON,21
President/Vice President,Reagan / Bush,Republican,JOHNSON,13642
President/Vice President,Hall / Davis,Communist,JOHNSON,61
President/Vice President,Commoner / Harris,Citizens,JOHNSON,403
President/Vice President,Bubar / Dodge,Statesman,JOHNSON,5
President/Vice President,Anderson / Lucey,Nominated by Petition,JOHNSON,8101
President/Vice President,McReynolds / Drufenbrock,Socialist,JONES,0
President/Vice President,Clark / Koch,Libertarian,JONES,114
President/Vice President,Greaves / Varnum,American,JONES,2
President/Vice President,Carter / Mondale,Democratic,JONES,3521
President/Vice President,De Berry / Zimmerman,Socialist Workers,JONES,5
President/Vice President,Reagan / Bush,Republican,JONES,4506
President/Vice President,Hall / Davis,Communist,JONES,2
President/Vice President,Commoner / Harris,Citizens,JONES,4
President/Vice President,Bubar / Dodge,Statesman,JONES,0
President/Vice President,Anderson / Lucey,Nominated by Petition,JONES,759
President/Vice President,McReynolds / Drufenbrock,Socialist,KEOKUK,2
President/Vice President,Clark / Koch,Libertarian,KEOKUK,62
President/Vice President,Greaves / Varnum,American,KEOKUK,2
President/Vice President,Carter / Mondale,Democratic,KEOKUK,2390
President/Vice President,De Berry / Zimmerman,Socialist Workers,KEOKUK,0
President/Vice President,Reagan / Bush,Republican,KEOKUK,3145
President/Vice President,Hall / Davis,Communist,KEOKUK,1
President/Vice President,Commoner / Harris,Citizens,KEOKUK,1
President/Vice President,Bubar / Dodge,Statesman,KEOKUK,1
President/Vice President,Anderson / Lucey,Nominated by Petition,KEOKUK,369
President/Vice President,McReynolds / Drufenbrock,Socialist,KOSSUTH,1
President/Vice President,Clark / Koch,Libertarian,KOSSUTH,94
President/Vice President,Greaves / Varnum,American,KOSSUTH,0
President/Vice President,Carter / Mondale,Democratic,KOSSUTH,3810
President/Vice President,De Berry / Zimmerman,Socialist Workers,KOSSUTH,0
President/Vice President,Reagan / Bush,Republican,KOSSUTH,5568
President/Vice President,Hall / Davis,Communist,KOSSUTH,2
President/Vice President,Commoner / Harris,Citizens,KOSSUTH,10
President/Vice President,Bubar / Dodge,Statesman,KOSSUTH,1
President/Vice President,Anderson / Lucey,Nominated by Petition,KOSSUTH,775
President/Vice President,McReynolds / Drufenbrock,Socialist,LEE,1
President/Vice President,Clark / Koch,Libertarian,LEE,183
President/Vice President,Greaves / Varnum,American,LEE,4
President/Vice President,Carter / Mondale,Democratic,LEE,8204
President/Vice President,De Berry / Zimmerman,Socialist Workers,LEE,9
President/Vice President,Reagan / Bush,Republican,LEE,8793
President/Vice President,Hall / Davis,Communist,LEE,3
President/Vice President,Commoner / Harris,Citizens,LEE,21
President/Vice President,Bubar / Dodge,Statesman,LEE,0
President/Vice President,Anderson / Lucey,Nominated by Petition,LEE,1047
President/Vice President,McReynolds / Drufenbrock,Socialist,LINN,23
President/Vice President,Clark / Koch,Libertarian,LINN,994
President/Vice President,Greaves / Varnum,American,LINN,5
President/Vice President,Carter / Mondale,Democratic,LINN,31950
President/Vice President,De Berry / Zimmerman,Socialist Workers,LINN,27
President/Vice President,Reagan / Bush,Republican,LINN,36254
President/Vice President,Hall / Davis,Communist,LINN,15
President/Vice President,Commoner / Harris,Citizens,LINN,107
President/Vice President,Bubar / Dodge,Statesman,LINN,12
President/Vice President,Anderson / Lucey,Nominated by Petition,LINN,8773
President/Vice President,McReynolds / Drufenbrock,Socialist,LOUISA,0
President/Vice President,Clark / Koch,Libertarian,LOUISA,57
President/Vice President,Greaves / Varnum,American,LOUISA,0
President/Vice President,Carter / Mondale,Democratic,LOUISA,1700
President/Vice President,De Berry / Zimmerman,Socialist Workers,LOUISA,0
President/Vice President,Reagan / Bush,Republican,LOUISA,2530
President/Vice President,Hall / Davis,Communist,LOUISA,0
President/Vice President,Commoner / Harris,Citizens,LOUISA,4
President/Vice President,Bubar / Dodge,Statesman,LOUISA,0
President/Vice President,Anderson / Lucey,Nominated by Petition,LOUISA,291
President/Vice President,McReynolds / Drufenbrock,Socialist,LUCAS,0
President/Vice President,Clark / Koch,Libertarian,LUCAS,49
President/Vice President,Greaves / Varnum,American,LUCAS,1
President/Vice President,Carter / Mondale,Democratic,LUCAS,1989
President/Vice President,De Berry / Zimmerman,Socialist Workers,LUCAS,0
President/Vice President,Reagan / Bush,Republican,LUCAS,2593
President/Vice President,Hall / Davis,Communist,LUCAS,0
President/Vice President,Commoner / Harris,Citizens,LUCAS,6
President/Vice President,Bubar / Dodge,Statesman,LUCAS,0
President/Vice President,Anderson / Lucey,Nominated by Petition,LUCAS,291
President/Vice President,McReynolds / Drufenbrock,Socialist,LYON,0
President/Vice President,Clark / Koch,Libertarian,LYON,48
President/Vice President,Greaves / Varnum,American,LYON,1
President/Vice President,Carter / Mondale,Democratic,LYON,1431
President/Vice President,De Berry / Zimmerman,Socialist Workers,LYON,1
President/Vice President,Reagan / Bush,Republican,LYON,4349
President/Vice President,Hall / Davis,Communist,LYON,0
President/Vice President,Commoner / Harris,Citizens,LYON,2
President/Vice President,Bubar / Dodge,Statesman,LYON,1
President/Vice President,Anderson / Lucey,Nominated by Petition,LYON,375
President/Vice President,McReynolds / Drufenbrock,Socialist,MADISON,0
President/Vice President,Clark / Koch,Libertarian,MADISON,72
President/Vice President,Greaves / Varnum,American,MADISON,1
President/Vice President,Carter / Mondale,Democratic,MADISON,2496
President/Vice President,De Berry / Zimmerman,Socialist Workers,MADISON,2
President/Vice President,Reagan / Bush,Republican,MADISON,3320
President/Vice President,Hall / Davis,Communist,MADISON,1
President/Vice President,Commoner / Harris,Citizens,MADISON,7
President/Vice President,Bubar / Dodge,Statesman,MADISON,2
President/Vice President,Anderson / Lucey,Nominated by Petition,MADISON,505
President/Vice President,McReynolds / Drufenbrock,Socialist,MAHASKA,5
President/Vice President,Clark / Koch,Libertarian,MAHASKA,106
President/Vice President,Greaves / Varnum,American,MAHASKA,2
President/Vice President,Carter / Mondale,Democratic,MAHASKA,3968
President/Vice President,De Berry / Zimmerman,Socialist Workers,MAHASKA,1
President/Vice President,Reagan / Bush,Republican,MAHASKA,5650
President/Vice President,Hall / Davis,Communist,MAHASKA,2
President/Vice President,Commoner / Harris,Citizens,MAHASKA,21
President/Vice President,Bubar / Dodge,Statesman,MAHASKA,4
President/Vice President,Anderson / Lucey,Nominated by Petition,MAHASKA,603
President/Vice President,McReynolds / Drufenbrock,Socialist,MARION,1
President/Vice President,Clark / Koch,Libertarian,MARION,108
President/Vice President,Greaves / Varnum,American,MARION,2
President/Vice President,Carter / Mondale,Democratic,MARION,5490
President/Vice President,De Berry / Zimmerman,Socialist Workers,MARION,1
President/Vice President,Reagan / Bush,Republican,MARION,6665
President/Vice President,Hall / Davis,Communist,MARION,0
President/Vice President,Commoner / Harris,Citizens,MARION,10
President/Vice President,Bubar / Dodge,Statesman,MARION,4
President/Vice President,Anderson / Lucey,Nominated by Petition,MARION,1232
President/Vice President,McReynolds / Drufenbrock,Socialist,MARSHALL,3
President/Vice President,Clark / Koch,Libertarian,MARSHALL,188
President/Vice President,Greaves / Varnum,American,MARSHALL,7
President/Vice President,Carter / Mondale,Democratic,MARSHALL,7114
President/Vice President,De Berry / Zimmerman,Socialist Workers,MARSHALL,5
President/Vice President,Reagan / Bush,Republican,MARSHALL,10707
President/Vice President,Hall / Davis,Communist,MARSHALL,6
President/Vice President,Commoner / Harris,Citizens,MARSHALL,37
President/Vice President,Bubar / Dodge,Statesman,MARSHALL,1
President/Vice President,Anderson / Lucey,Nominated by Petition,MARSHALL,1541
President/Vice President,McReynolds / Drufenbrock,Socialist,MILLS,1
President/Vice President,Clark / Koch,Libertarian,MILLS,60
President/Vice President,Greaves / Varnum,American,MILLS,7
President/Vice President,Carter / Mondale,Democratic,MILLS,1244
President/Vice President,De Berry / Zimmerman,Socialist Workers,MILLS,0
President/Vice President,Reagan / Bush,Republican,MILLS,3581
President/Vice President,Hall / Davis,Communist,MILLS,0
President/Vice President,Commoner / Harris,Citizens,MILLS,6
President/Vice President,Bubar / Dodge,Statesman,MILLS,0
President/Vice President,Anderson / Lucey,Nominated by Petition,MILLS,281
President/Vice President,McReynolds / Drufenbrock,Socialist,MITCHELL,3
President/Vice President,Clark / Koch,Libertarian,MITCHELL,49
President/Vice President,Greaves / Varnum,American,MITCHELL,1
President/Vice President,Carter / Mondale,Democratic,MITCHELL,2040
President/Vice President,De Berry / Zimmerman,Socialist Workers,MITCHELL,2
President/Vice President,Reagan / Bush,Republican,MITCHELL,3401
President/Vice President,Hall / Davis,Communist,MITCHELL,1
President/Vice President,Commoner / Harris,Citizens,MITCHELL,5
President/Vice President,Bubar / Dodge,Statesman,MITCHELL,1
President/Vice President,Anderson / Lucey,Nominated by Petition,MITCHELL,361
President/Vice President,McReynolds / Drufenbrock,Socialist,MONONA,1
President/Vice President,Clark / Koch,Libertarian,MONONA,69
President/Vice President,Greaves / Varnum,American,MONONA,2
President/Vice President,Carter / Mondale,Democratic,MONONA,1660
President/Vice President,De Berry / Zimmerman,Socialist Workers,MONONA,0
President/Vice President,Reagan / Bush,Republican,MONONA,3268
President/Vice President,Hall / Davis,Communist,MONONA,1
President/Vice President,Commoner / Harris,Citizens,MONONA,6
President/Vice President,Bubar / Dodge,Statesman,MONONA,0
President/Vice President,Anderson / Lucey,Nominated by Petition,MONONA,275
President/Vice President,McReynolds / Drufenbrock,Socialist,MONROE,2
President/Vice President,Clark / Koch,Libertarian,MONROE,22
President/Vice President,Greaves / Varnum,American,MONROE,0
President/Vice President,Carter / Mondale,Democratic,MONROE,1866
President/Vice President,De Berry / Zimmerman,Socialist Workers,MONROE,0
President/Vice President,Reagan / Bush,Republican,MONROE,2003
President/Vice President,Hall / Davis,Communist,MONROE,0
President/Vice President,Commoner / Harris,Citizens,MONROE,4
President/Vice President,Bubar / Dodge,Statesman,MONROE,0
President/Vice President,Anderson / Lucey,Nominated by Petition,MONROE,216
President/Vice President,McReynolds / Drufenbrock,Socialist,MONTGOMERY,0
President/Vice President,Clark / Koch,Libertarian,MONTGOMERY,65
President/Vice President,Greaves / Varnum,American,MONTGOMERY,1
President/Vice President,Carter / Mondale,Democratic,MONTGOMERY,1556
President/Vice President,De Berry / Zimmerman,Socialist Workers,MONTGOMERY,2
President/Vice President,Reagan / Bush,Republican,MONTGOMERY,4115
President/Vice President,Hall / Davis,Communist,MONTGOMERY,1
President/Vice President,Commoner / Harris,Citizens,MONTGOMERY,5
President/Vice President,Bubar / Dodge,Statesman,MONTGOMERY,0
President/Vice President,Anderson / Lucey,Nominated by Petition,MONTGOMERY,301
President/Vice President,McReynolds / Drufenbrock,Socialist,MUSCATINE,8
President/Vice President,Clark / Koch,Libertarian,MUSCATINE,160
President/Vice President,Greaves / Varnum,American,MUSCATINE,0
President/Vice President,Carter / Mondale,Democratic,MUSCATINE,5597
President/Vice President,De Berry / Zimmerman,Socialist Workers,MUSCATINE,4
President/Vice President,Reagan / Bush,Republican,MUSCATINE,7829
President/Vice President,Hall / Davis,Communist,MUSCATINE,0
President/Vice President,Commoner / Harris,Citizens,MUSCATINE,21
President/Vice President,Bubar / Dodge,Statesman,MUSCATINE,1
President/Vice President,Anderson / Lucey,Nominated by Petition,MUSCATINE,1522
President/Vice President,McReynolds / Drufenbrock,Socialist,O’BRIEN,0
President/Vice President,Clark / Koch,Libertarian,O’BRIEN,63
President/Vice President,Greaves / Varnum,American,O’BRIEN,0
President/Vice President,Carter / Mondale,Democratic,O’BRIEN,2210
President/Vice President,De Berry / Zimmerman,Socialist Workers,O’BRIEN,3
President/Vice President,Reagan / Bush,Republican,O’BRIEN,4937
President/Vice President,Hall / Davis,Communist,O’BRIEN,0
President/Vice President,Commoner / Harris,Citizens,O’BRIEN,8
President/Vice President,Bubar / Dodge,Statesman,O’BRIEN,2
President/Vice President,Anderson / Lucey,Nominated by Petition,O’BRIEN,536
President/Vice President,McReynolds / Drufenbrock,Socialist,OSCEOLA,0
President/Vice President,Clark / Koch,Libertarian,OSCEOLA,20
President/Vice President,Greaves / Varnum,American,OSCEOLA,0
President/Vice President,Carter / Mondale,Democratic,OSCEOLA,1051
President/Vice President,De Berry / Zimmerman,Socialist Workers,OSCEOLA,1
President/Vice President,Reagan / Bush,Republican,OSCEOLA,2177
President/Vice President,Hall / Davis,Communist,OSCEOLA,1
President/Vice President,Commoner / Harris,Citizens,OSCEOLA,2
President/Vice President,Bubar / Dodge,Statesman,OSCEOLA,0
President/Vice President,Anderson / Lucey,Nominated by Petition,OSCEOLA,234
President/Vice President,McReynolds / Drufenbrock,Socialist,PAGE,2
President/Vice President,Clark / Koch,Libertarian,PAGE,49
President/Vice President,Greaves / Varnum,American,PAGE,0
President/Vice President,Carter / Mondale,Democratic,PAGE,1772
President/Vice President,De Berry / Zimmerman,Socialist Workers,PAGE,3
President/Vice President,Reagan / Bush,Republican,PAGE,5618
President/Vice President,Hall / Davis,Communist,PAGE,2
President/Vice President,Commoner / Harris,Citizens,PAGE,5
President/Vice President,Bubar / Dodge,Statesman,PAGE,2
President/Vice President,Anderson / Lucey,Nominated by Petition,PAGE,356
President/Vice President,McReynolds / Drufenbrock,Socialist,PALO ALTO,0
President/Vice President,Clark / Koch,Libertarian,PALO ALTO,60
President/Vice President,Greaves / Varnum,American,PALO ALTO,1
President/Vice President,Carter / Mondale,Democratic,PALO ALTO,2463
President/Vice President,De Berry / Zimmerman,Socialist Workers,PALO ALTO,3
President/Vice President,Reagan / Bush,Republican,PALO ALTO,3025
President/Vice President,Hall / Davis,Communist,PALO ALTO,0
President/Vice President,Commoner / Harris,Citizens,PALO ALTO,4
President/Vice President,Bubar / Dodge,Statesman,PALO ALTO,0
President/Vice President,Anderson / Lucey,Nominated by Petition,PALO ALTO,412
President/Vice President,McReynolds / Drufenbrock,Socialist,PLYMOUTH,6
President/Vice President,Clark / Koch,Libertarian,PLYMOUTH,92
President/Vice President,Greaves / Varnum,American,PLYMOUTH,1
President/Vice President,Carter / Mondale,Democratic,PLYMOUTH,2965
President/Vice President,De Berry / Zimmerman,Socialist Workers,PLYMOUTH,0
President/Vice President,Reagan / Bush,Republican,PLYMOUTH,6515
President/Vice President,Hall / Davis,Communist,PLYMOUTH,3
President/Vice President,Commoner / Harris,Citizens,PLYMOUTH,8
President/Vice President,Bubar / Dodge,Statesman,PLYMOUTH,0
President/Vice President,Anderson / Lucey,Nominated by Petition,PLYMOUTH,756
President/Vice President,McReynolds / Drufenbrock,Socialist,POCAHONTAS,1
President/Vice President,Clark / Koch,Libertarian,POCAHONTAS,113
President/Vice President,Greaves / Varnum,American,POCAHONTAS,3
President/Vice President,Carter / Mondale,Democratic,POCAHONTAS,1959
President/Vice President,De Berry / Zimmerman,Socialist Workers,POCAHONTAS,1
President/Vice President,Reagan / Bush,Republican,POCAHONTAS,3194
President/Vice President,Hall / Davis,Communist,POCAHONTAS,1
President/Vice President,Commoner / Harris,Citizens,POCAHONTAS,7
President/Vice President,Bubar / Dodge,Statesman,POCAHONTAS,3
President/Vice President,Anderson / Lucey,Nominated by Petition,POCAHONTAS,397
President/Vice President,McReynolds / Drufenbrock,Socialist,POLK,47
President/Vice President,Clark / Koch,Libertarian,POLK,1301
President/Vice President,Greaves / Varnum,American,POLK,18
President/Vice President,Carter / Mondale,Democratic,POLK,61984
President/Vice President,De Berry / Zimmerman,Socialist Workers,POLK,26
President/Vice President,Reagan / Bush,Republican,POLK,64156
President/Vice President,Hall / Davis,Communist,POLK,27
President/Vice President,Commoner / Harris,Citizens,POLK,309
President/Vice President,Bubar / Dodge,Statesman,POLK,8
President/Vice President,Anderson / Lucey,Nominated by Petition,POLK,15819
President/Vice President,McReynolds / Drufenbrock,Socialist,POTTAWATTAMIE,8
President/Vice President,Clark / Koch,Libertarian,POTTAWATTAMIE,319
President/Vice President,Greaves / Varnum,American,POTTAWATTAMIE,3
President/Vice President,Carter / Mondale,Democratic,POTTAWATTAMIE,10709
President/Vice President,De Berry / Zimmerman,Socialist Workers,POTTAWATTAMIE,5
President/Vice President,Reagan / Bush,Republican,POTTAWATTAMIE,20222
President/Vice President,Hall / Davis,Communist,POTTAWATTAMIE,4
President/Vice President,Commoner / Harris,Citizens,POTTAWATTAMIE,17
President/Vice President,Bubar / Dodge,Statesman,POTTAWATTAMIE,5
President/Vice President,Anderson / Lucey,Nominated by Petition,POTTAWATTAMIE,1870
President/Vice President,McReynolds / Drufenbrock,Socialist,POWESHIEK,7
President/Vice President,Clark / Koch,Libertarian,POWESHIEK,72
President/Vice President,Greaves / Varnum,American,POWESHIEK,1
President/Vice President,Carter / Mondale,Democratic,POWESHIEK,3529
President/Vice President,De Berry / Zimmerman,Socialist Workers,POWESHIEK,1
President/Vice President,Reagan / Bush,Republican,POWESHIEK,4598
President/Vice President,Hall / Davis,Communist,POWESHIEK,2
President/Vice President,Commoner / Harris,Citizens,POWESHIEK,66
President/Vice President,Bubar / Dodge,Statesman,POWESHIEK,1
President/Vice President,Anderson / Lucey,Nominated by Petition,POWESHIEK,821
President/Vice President,McReynolds / Drufenbrock,Socialist,RINGGOLD,0
President/Vice President,Clark / Koch,Libertarian,RINGGOLD,25
President/Vice President,Greaves / Varnum,American,RINGGOLD,0
President/Vice President,Carter / Mondale,Democratic,RINGGOLD,1150
President/Vice President,De Berry / Zimmerman,Socialist Workers,RINGGOLD,0
President/Vice President,Reagan / Bush,Republican,RINGGOLD,1884
President/Vice President,Hall / Davis,Communist,RINGGOLD,0
President/Vice President,Commoner / Harris,Citizens,RINGGOLD,0
President/Vice President,Bubar / Dodge,Statesman,RINGGOLD,1
President/Vice President,Anderson / Lucey,Nominated by Petition,RINGGOLD,191
President/Vice President,McReynolds / Drufenbrock,Socialist,SAC,3
President/Vice President,Clark / Koch,Libertarian,SAC,89
President/Vice President,Greaves / Varnum,American,SAC,0
President/Vice President,Carter / Mondale,Democratic,SAC,1976
President/Vice President,De Berry / Zimmerman,Socialist Workers,SAC,1
President/Vice President,Reagan / Bush,Republican,SAC,3725
President/Vice President,Hall / Davis,Communist,SAC,0
President/Vice President,Commoner / Harris,Citizens,SAC,1
President/Vice President,Bubar / Dodge,Statesman,SAC,2
President/Vice President,Anderson / Lucey,Nominated by Petition,SAC,467
President/Vice President,McReynolds / Drufenbrock,Socialist,SCOTT,18
President/Vice President,Clark / Koch,Libertarian,SCOTT,832
President/Vice President,Greaves / Varnum,American,SCOTT,8
President/Vice President,Carter / Mondale,Democratic,SCOTT,26391
President/Vice President,De Berry / Zimmerman,Socialist Workers,SCOTT,5
President/Vice President,Reagan / Bush,Republican,SCOTT,34701
President/Vice President,Hall / Davis,Communist,SCOTT,28
President/Vice President,Commoner / Harris,Citizens,SCOTT,143
President/Vice President,Bubar / Dodge,Statesman,SCOTT,6
President/Vice President,Anderson / Lucey,Nominated by Petition,SCOTT,5760
President/Vice President,McReynolds / Drufenbrock,Socialist,SHELBY,3
President/Vice President,Clark / Koch,Libertarian,SHELBY,54
President/Vice President,Greaves / Varnum,American,SHELBY,0
President/Vice President,Carter / Mondale,Democratic,SHELBY,1892
President/Vice President,De Berry / Zimmerman,Socialist Workers,SHELBY,1
President/Vice President,Reagan / Bush,Republican,SHELBY,4147
President/Vice President,Hall / Davis,Communist,SHELBY,0
President/Vice President,Commoner / Harris,Citizens,SHELBY,7
President/Vice President,Bubar / Dodge,Statesman,SHELBY,0
President/Vice President,Anderson / Lucey,Nominated by Petition,SHELBY,372
President/Vice President,McReynolds / Drufenbrock,Socialist,SIOUX,5
President/Vice President,Clark / Koch,Libertarian,SIOUX,64
President/Vice President,Greaves / Varnum,American,SIOUX,1
President/Vice President,Carter / Mondale,Democratic,SIOUX,2698
President/Vice President,De Berry / Zimmerman,Socialist Workers,SIOUX,0
President/Vice President,Reagan / Bush,Republican,SIOUX,10768
President/Vice President,Hall / Davis,Communist,SIOUX,1
President/Vice President,Commoner / Harris,Citizens,SIOUX,17
President/Vice President,Bubar / Dodge,Statesman,SIOUX,3
President/Vice President,Anderson / Lucey,Nominated by Petition,SIOUX,610
President/Vice President,McReynolds / Drufenbrock,Socialist,STORY,36
President/Vice President,Clark / Koch,Libertarian,STORY,503
President/Vice President,Greaves / Varnum,American,STORY,7
President/Vice President,Carter / Mondale,Democratic,STORY,13529
President/Vice President,De Berry / Zimmerman,Socialist Workers,STORY,10
President/Vice President,Reagan / Bush,Republican,STORY,15829
President/Vice President,Hall / Davis,Communist,STORY,5
President/Vice President,Commoner / Harris,Citizens,STORY,184
President/Vice President,Bubar / Dodge,Statesman,STORY,4
President/Vice President,Anderson / Lucey,Nominated by Petition,STORY,7252
President/Vice President,McReynolds / Drufenbrock,Socialist,TAMA,2
President/Vice President,Clark / Koch,Libertarian,TAMA,98
President/Vice President,Greaves / Varnum,American,TAMA,1
President/Vice President,Carter / Mondale,Democratic,TAMA,3049
President/Vice President,De Berry / Zimmerman,Socialist Workers,TAMA,3
President/Vice President,Reagan / Bush,Republican,TAMA,4840
President/Vice President,Hall / Davis,Communist,TAMA,0
President/Vice President,Commoner / Harris,Citizens,TAMA,8
President/Vice President,Bubar / Dodge,Statesman,TAMA,3
President/Vice President,Anderson / Lucey,Nominated by Petition,TAMA,593
President/Vice President,McReynolds / Drufenbrock,Socialist,TAYLOR,0
President/Vice President,Clark / Koch,Libertarian,TAYLOR,28
President/Vice President,Greaves / Varnum,American,TAYLOR,0
President/Vice President,Carter / Mondale,Democratic,TAYLOR,1226
President/Vice President,De Berry / Zimmerman,Socialist Workers,TAYLOR,0
President/Vice President,Reagan / Bush,Republican,TAYLOR,2715
President/Vice President,Hall / Davis,Communist,TAYLOR,3
President/Vice President,Commoner / Harris,Citizens,TAYLOR,1
President/Vice President,Bubar / Dodge,Statesman,TAYLOR,0
President/Vice President,Anderson / Lucey,Nominated by Petition,TAYLOR,240
President/Vice President,McReynolds / Drufenbrock,Socialist,UNION,5
President/Vice President,Clark / Koch,Libertarian,UNION,46
President/Vice President,Greaves / Varnum,American,UNION,0
President/Vice President,Carter / Mondale,Democratic,UNION,2182
President/Vice President,De Berry / Zimmerman,Socialist Workers,UNION,1
President/Vice President,Reagan / Bush,Republican,UNION,3372
President/Vice President,Hall / Davis,Communist,UNION,0
President/Vice President,Commoner / Harris,Citizens,UNION,3
President/Vice President,Bubar / Dodge,Statesman,UNION,0
President/Vice President,Anderson / Lucey,Nominated by Petition,UNION,368
President/Vice President,McReynolds / Drufenbrock,Socialist,VAN BUREN,0
President/Vice President,Clark / Koch,Libertarian,VAN BUREN,36
President/Vice President,Greaves / Varnum,American,VAN BUREN,0
President/Vice President,Carter / Mondale,Democratic,VAN BUREN,1311
President/Vice President,De Berry / Zimmerman,Socialist Workers,VAN BUREN,0
President/Vice President,Reagan / Bush,Republican,VAN BUREN,2142
President/Vice President,Hall / Davis,Communist,VAN BUREN,0
President/Vice President,Commoner / Harris,Citizens,VAN BUREN,2
President/Vice President,Bubar / Dodge,Statesman,VAN BUREN,0
President/Vice President,Anderson / Lucey,Nominated by Petition,VAN BUREN,183
President/Vice President,McReynolds / Drufenbrock,Socialist,WAPELLO,1
President/Vice President,Clark / Koch,Libertarian,WAPELLO,176
President/Vice President,Greaves / Varnum,American,WAPELLO,1
President/Vice President,Carter / Mondale,Democratic,WAPELLO,8923
President/Vice President,De Berry / Zimmerman,Socialist Workers,WAPELLO,4
President/Vice President,Reagan / Bush,Republican,WAPELLO,7475
President/Vice President,Hall / Davis,Communist,WAPELLO,5
President/Vice President,Commoner / Harris,Citizens,WAPELLO,27
President/Vice President,Bubar / Dodge,Statesman,WAPELLO,1
President/Vice President,Anderson / Lucey,Nominated by Petition,WAPELLO,1050
President/Vice President,McReynolds / Drufenbrock,Socialist,WARREN,3
President/Vice President,Clark / Koch,Libertarian,WARREN,131
President/Vice President,Greaves / Varnum,American,WARREN,7
