county,precinct,office,district,party,candidate,votes,election_day_total_votes
Hardin,Hardin-Ellis-Jackson,Secretary of State,,,Write-in,0,0
Hardin,Iowa Falls #1,Secretary of State,,,Write-in,0,0
Hardin,Iowa Falls #2,Secretary of State,,,Write-in,0,0
Hardin,Etna-Clay,Secretary of State,,,Write-in,1,1
Hardin,Concord-Sherman-Grant-Tipton,Secretary of State,,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,Secretary of State,,,Write-in,0,0
Hardin,Eldora City,Secretary of State,,,Write-in,0,0
Hardin,Alden-Buckeye,Secretary of State,,DEM,Deidre DeJear,17,17
Hardin,Hardin-Ellis-Jackson,Secretary of State,,DEM,Deidre DeJear,26,26
Hardin,Iowa Falls #1,Secretary of State,,DEM,Deidre DeJear,46,46
Hardin,Iowa Falls #2,Secretary of State,,DEM,Deidre DeJear,36,36
Hardin,Etna-Clay,Secretary of State,,DEM,Deidre DeJear,18,18
Hardin,Concord-Sherman-Grant-Tipton,Secretary of State,,DEM,Deidre DeJear,23,23
Hardin,Eldora-Pleasant-Providence-Union,Secretary of State,,DEM,Deidre DeJear,17,17
Hardin,Eldora City,Secretary of State,,DEM,Deidre DeJear,33,33
Hardin,Alden-Buckeye,Secretary of State,,DEM,Jim Mowrer,31,31
Hardin,Hardin-Ellis-Jackson,Secretary of State,,DEM,Jim Mowrer,50,50
Hardin,Iowa Falls #1,Secretary of State,,DEM,Jim Mowrer,78,78
Hardin,Iowa Falls #2,Secretary of State,,DEM,Jim Mowrer,99,99
Hardin,Etna-Clay,Secretary of State,,DEM,Jim Mowrer,61,61
Hardin,Concord-Sherman-Grant-Tipton,Secretary of State,,DEM,Jim Mowrer,42,42
Hardin,Eldora-Pleasant-Providence-Union,Secretary of State,,DEM,Jim Mowrer,31,31
Hardin,Eldora City,Secretary of State,,DEM,Jim Mowrer,65,65
Hardin,Alden-Buckeye,Auditor of State,,REP,Mary Mosiman,54,54
Hardin,Hardin-Ellis-Jackson,Auditor of State,,REP,Mary Mosiman,88,88
Hardin,Iowa Falls #1,Auditor of State,,REP,Mary Mosiman,58,58
Hardin,Iowa Falls #2,Auditor of State,,REP,Mary Mosiman,167,167
Hardin,Etna-Clay,Auditor of State,,REP,Mary Mosiman,150,150
Hardin,Concord-Sherman-Grant-Tipton,Auditor of State,,REP,Mary Mosiman,182,182
Hardin,Eldora-Pleasant-Providence-Union,Auditor of State,,REP,Mary Mosiman,130,130
Hardin,Eldora City,Auditor of State,,REP,Mary Mosiman,154,154
Hardin,Alden-Buckeye,Auditor of State,,,Write-in,0,0
Hardin,Hardin-Ellis-Jackson,Auditor of State,,,Write-in,0,0
Hardin,Iowa Falls #1,Auditor of State,,,Write-in,0,0
Hardin,Iowa Falls #2,Auditor of State,,,Write-in,0,0
Hardin,Etna-Clay,Auditor of State,,,Write-in,0,0
Hardin,Concord-Sherman-Grant-Tipton,Auditor of State,,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,Auditor of State,,,Write-in,0,0
Hardin,Eldora City,Auditor of State,,,Write-in,0,0
Hardin,Alden-Buckeye,Auditor of State,,DEM,Rob Sand,44,44
Hardin,Hardin-Ellis-Jackson,Auditor of State,,DEM,Rob Sand,67,67
Hardin,Iowa Falls #1,Auditor of State,,DEM,Rob Sand,114,114
Hardin,Iowa Falls #2,Auditor of State,,DEM,Rob Sand,124,124
Hardin,Etna-Clay,Auditor of State,,DEM,Rob Sand,70,70
Hardin,Concord-Sherman-Grant-Tipton,Auditor of State,,DEM,Rob Sand,61,61
Hardin,Eldora-Pleasant-Providence-Union,Auditor of State,,DEM,Rob Sand,45,45
Hardin,Eldora City,Auditor of State,,DEM,Rob Sand,88,88
Hardin,Alden-Buckeye,Treasurer of State,,,Write-in,0,0
Hardin,Hardin-Ellis-Jackson,Treasurer of State,,,Write-in,0,0
Hardin,Iowa Falls #1,Treasurer of State,,,Write-in,0,0
Hardin,Iowa Falls #2,Treasurer of State,,,Write-in,0,0
Hardin,Etna-Clay,Treasurer of State,,,Write-in,0,0
Hardin,Concord-Sherman-Grant-Tipton,Treasurer of State,,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,Treasurer of State,,,Write-in,0,0
Hardin,Eldora City,Treasurer of State,,,Write-in,0,0
Hardin,Alden-Buckeye,Treasurer of State,,DEM,Michael L. Fitzgerald,47,47
Hardin,Hardin-Ellis-Jackson,Treasurer of State,,DEM,Michael L. Fitzgerald,72,72
Hardin,Iowa Falls #1,Treasurer of State,,DEM,Michael L. Fitzgerald,120,120
Hardin,Iowa Falls #2,Treasurer of State,,DEM,Michael L. Fitzgerald,134,134
Hardin,Etna-Clay,Treasurer of State,,DEM,Michael L. Fitzgerald,76,76
Hardin,Concord-Sherman-Grant-Tipton,Treasurer of State,,DEM,Michael L. Fitzgerald,62,62
Hardin,Eldora-Pleasant-Providence-Union,Treasurer of State,,DEM,Michael L. Fitzgerald,46,46
Hardin,Eldora City,Treasurer of State,,DEM,Michael L. Fitzgerald,94,94
Hardin,Alden-Buckeye,Secretary of Agriculture,,REP,Ray Gaesser,5,5
Hardin,Hardin-Ellis-Jackson,Secretary of Agriculture,,REP,Ray Gaesser,8,8
Hardin,Iowa Falls #1,Secretary of Agriculture,,REP,Ray Gaesser,10,10
Hardin,Iowa Falls #2,Secretary of Agriculture,,REP,Ray Gaesser,26,26
Hardin,Etna-Clay,Secretary of Agriculture,,REP,Ray Gaesser,23,23
Hardin,Concord-Sherman-Grant-Tipton,Secretary of Agriculture,,REP,Ray Gaesser,47,47
Hardin,Eldora-Pleasant-Providence-Union,Secretary of Agriculture,,REP,Ray Gaesser,20,20
Hardin,Eldora City,Secretary of Agriculture,,REP,Ray Gaesser,35,35
Hardin,Alden-Buckeye,Secretary of Agriculture,,REP,Chad Ingels,4,4
Hardin,Hardin-Ellis-Jackson,Secretary of Agriculture,,REP,Chad Ingels,6,6
Hardin,Iowa Falls #1,Secretary of Agriculture,,REP,Chad Ingels,3,3
Hardin,Iowa Falls #2,Secretary of Agriculture,,REP,Chad Ingels,15,15
Hardin,Etna-Clay,Secretary of Agriculture,,REP,Chad Ingels,27,27
Hardin,Concord-Sherman-Grant-Tipton,Secretary of Agriculture,,REP,Chad Ingels,4,4
Hardin,Eldora-Pleasant-Providence-Union,Secretary of Agriculture,,REP,Chad Ingels,13,13
Hardin,Eldora City,Secretary of Agriculture,,REP,Chad Ingels,15,15
Hardin,Alden-Buckeye,Secretary of Agriculture,,REP,Craig Lang,3,3
Hardin,Hardin-Ellis-Jackson,Secretary of Agriculture,,REP,Craig Lang,14,14
Hardin,Iowa Falls #1,Secretary of Agriculture,,REP,Craig Lang,13,13
Hardin,Iowa Falls #2,Secretary of Agriculture,,REP,Craig Lang,26,26
Hardin,Etna-Clay,Secretary of Agriculture,,REP,Craig Lang,29,29
Hardin,Concord-Sherman-Grant-Tipton,Secretary of Agriculture,,REP,Craig Lang,23,23
Hardin,Eldora-Pleasant-Providence-Union,Secretary of Agriculture,,REP,Craig Lang,25,25
Hardin,Eldora City,Secretary of Agriculture,,REP,Craig Lang,29,29
Hardin,Alden-Buckeye,Secretary of Agriculture,,REP,Mike Naig,30,30
Hardin,Hardin-Ellis-Jackson,Secretary of Agriculture,,REP,Mike Naig,61,61
Hardin,Iowa Falls #1,Secretary of Agriculture,,REP,Mike Naig,19,19
Hardin,Iowa Falls #2,Secretary of Agriculture,,REP,Mike Naig,85,85
Hardin,Etna-Clay,Secretary of Agriculture,,REP,Mike Naig,48,48
Hardin,Concord-Sherman-Grant-Tipton,Secretary of Agriculture,,REP,Mike Naig,89,89
Hardin,Eldora-Pleasant-Providence-Union,Secretary of Agriculture,,REP,Mike Naig,67,67
Hardin,Eldora City,Secretary of Agriculture,,REP,Mike Naig,61,61
Hardin,Alden-Buckeye,Secretary of Agriculture,,REP,Dan Zumbach,14,14
Hardin,Hardin-Ellis-Jackson,Secretary of Agriculture,,REP,Dan Zumbach,5,5
Hardin,Iowa Falls #1,Secretary of Agriculture,,REP,Dan Zumbach,8,8
Hardin,Iowa Falls #2,Secretary of Agriculture,,REP,Dan Zumbach,17,17
Hardin,Etna-Clay,Secretary of Agriculture,,REP,Dan Zumbach,25,25
Hardin,Concord-Sherman-Grant-Tipton,Secretary of Agriculture,,REP,Dan Zumbach,14,14
Hardin,Eldora-Pleasant-Providence-Union,Secretary of Agriculture,,REP,Dan Zumbach,12,12
Hardin,Eldora City,Secretary of Agriculture,,REP,Dan Zumbach,14,14
Hardin,Alden-Buckeye,Secretary of Agriculture,,,Write-in,0,0
Hardin,Hardin-Ellis-Jackson,Secretary of Agriculture,,,Write-in,0,0
Hardin,Iowa Falls #1,Secretary of Agriculture,,,Write-in,0,0
Hardin,Iowa Falls #2,Secretary of Agriculture,,,Write-in,0,0
Hardin,Etna-Clay,Secretary of Agriculture,,,Write-in,0,0
Hardin,Concord-Sherman-Grant-Tipton,Secretary of Agriculture,,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,Secretary of Agriculture,,,Write-in,0,0
Hardin,Eldora City,Secretary of Agriculture,,,Write-in,0,0
Hardin,Alden-Buckeye,Secretary of Agriculture,,DEM,Tim Gannon,43,43
Hardin,Hardin-Ellis-Jackson,Secretary of Agriculture,,DEM,Tim Gannon,70,70
Hardin,Iowa Falls #1,Secretary of Agriculture,,DEM,Tim Gannon,114,114
Hardin,Iowa Falls #2,Secretary of Agriculture,,DEM,Tim Gannon,122,122
Hardin,Etna-Clay,Secretary of Agriculture,,DEM,Tim Gannon,75,75
Hardin,Concord-Sherman-Grant-Tipton,Secretary of Agriculture,,DEM,Tim Gannon,61,61
Hardin,Eldora-Pleasant-Providence-Union,Secretary of Agriculture,,DEM,Tim Gannon,47,47
Hardin,Eldora City,Secretary of Agriculture,,DEM,Tim Gannon,90,90
Hardin,Alden-Buckeye,Attorney General,,,Write-in,0,0
Hardin,Hardin-Ellis-Jackson,Attorney General,,,Write-in,0,0
Hardin,Iowa Falls #1,Attorney General,,,Write-in,0,0
Hardin,Iowa Falls #2,Attorney General,,,Write-in,0,0
Hardin,Etna-Clay,Attorney General,,,Write-in,0,0
Hardin,Concord-Sherman-Grant-Tipton,Attorney General,,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,Attorney General,,,Write-in,0,0
Hardin,Eldora City,Attorney General,,,Write-in,0,0
Hardin,Alden-Buckeye,Attorney General,,DEM,Tom Miller,47,47
Hardin,Hardin-Ellis-Jackson,Attorney General,,DEM,Tom Miller,73,73
Hardin,Iowa Falls #1,Attorney General,,DEM,Tom Miller,119,119
Hardin,Iowa Falls #2,Attorney General,,DEM,Tom Miller,132,132
Hardin,Etna-Clay,Attorney General,,DEM,Tom Miller,76,76
Hardin,Concord-Sherman-Grant-Tipton,Attorney General,,DEM,Tom Miller,64,64
Hardin,Eldora-Pleasant-Providence-Union,Attorney General,,DEM,Tom Miller,45,45
Hardin,Eldora City,Attorney General,,DEM,Tom Miller,96,96
Hardin,Alden-Buckeye,State Senate,25,REP,Chad J. Buss,1,1
Hardin,Hardin-Ellis-Jackson,State Senate,25,REP,Chad J. Buss,6,6
Hardin,Iowa Falls #1,State Senate,25,REP,Chad J. Buss,6,6
Hardin,Iowa Falls #2,State Senate,25,REP,Chad J. Buss,16,16
Hardin,Etna-Clay,State Senate,25,REP,Chad J. Buss,29,29
Hardin,Concord-Sherman-Grant-Tipton,State Senate,25,REP,Chad J. Buss,15,15
Hardin,Eldora-Pleasant-Providence-Union,State Senate,25,REP,Chad J. Buss,12,12
Hardin,Eldora City,State Senate,25,REP,Chad J. Buss,13,13
Hardin,Alden-Buckeye,State Senate,25,REP,Annette Sweeney,69,69
Hardin,Hardin-Ellis-Jackson,State Senate,25,REP,Annette Sweeney,96,96
Hardin,Iowa Falls #1,State Senate,25,REP,Annette Sweeney,68,68
Hardin,Iowa Falls #2,State Senate,25,REP,Annette Sweeney,192,192
Hardin,Etna-Clay,State Senate,25,REP,Annette Sweeney,154,154
Hardin,Concord-Sherman-Grant-Tipton,State Senate,25,REP,Annette Sweeney,182,182
Hardin,Eldora-Pleasant-Providence-Union,State Senate,25,REP,Annette Sweeney,147,147
Hardin,Eldora City,State Senate,25,REP,Annette Sweeney,176,176
Hardin,Alden-Buckeye,State Senate,25,,Write-in,0,0
Hardin,Hardin-Ellis-Jackson,State Senate,25,,Write-in,0,0
Hardin,Iowa Falls #1,State Senate,25,,Write-in,0,0
Hardin,Iowa Falls #2,State Senate,25,,Write-in,0,0
Hardin,Etna-Clay,State Senate,25,,Write-in,1,1
Hardin,Concord-Sherman-Grant-Tipton,State Senate,25,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,State Senate,25,,Write-in,0,0
Hardin,Eldora City,State Senate,25,,Write-in,0,0
Hardin,Alden-Buckeye,State Senate,25,DEM,Tracy Freese,41,41
Hardin,Hardin-Ellis-Jackson,State Senate,25,DEM,Tracy Freese,73,73
Hardin,Iowa Falls #1,State Senate,25,DEM,Tracy Freese,116,116
Hardin,Iowa Falls #2,State Senate,25,DEM,Tracy Freese,126,126
Hardin,Etna-Clay,State Senate,25,DEM,Tracy Freese,79,79
Hardin,Concord-Sherman-Grant-Tipton,State Senate,25,DEM,Tracy Freese,64,64
Hardin,Eldora-Pleasant-Providence-Union,State Senate,25,DEM,Tracy Freese,49,49
Hardin,Eldora City,State Senate,25,DEM,Tracy Freese,97,97
Hardin,Concord-Sherman-Grant-Tipton,State House,49,REP,Dave Deyoe,174,174
Hardin,Eldora-Pleasant-Providence-Union,State House,49,REP,Dave Deyoe,129,129
Hardin,Eldora City,State House,49,REP,Dave Deyoe,149,149
Hardin,Concord-Sherman-Grant-Tipton,State House,49,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,State House,49,,Write-in,0,0
Hardin,Eldora City,State House,49,,Write-in,0,0
Hardin,Concord-Sherman-Grant-Tipton,State House,49,DEM,Brenda Brink,62,62
Hardin,Eldora-Pleasant-Providence-Union,State House,49,DEM,Brenda Brink,47,47
Hardin,Eldora City,State House,49,DEM,Brenda Brink,91,91
Hardin,Concord-Sherman-Grant-Tipton,State House,49,LIB,John Evans,2,2
Hardin,Eldora-Pleasant-Providence-Union,State House,49,LIB,John Evans,1,1
Hardin,Eldora City,State House,49,LIB,John Evans,3,3
Hardin,Alden-Buckeye,State House,50,REP,Pat Grassley,55,55
Hardin,Hardin-Ellis-Jackson,State House,50,REP,Pat Grassley,89,89
Hardin,Iowa Falls #1,State House,50,REP,Pat Grassley,68,68
Hardin,Iowa Falls #2,State House,50,REP,Pat Grassley,174,174
Hardin,Etna-Clay,State House,50,REP,Pat Grassley,169,169
Hardin,Alden-Buckeye,State House,50,,Write-in,0,0
Hardin,Hardin-Ellis-Jackson,State House,50,,Write-in,0,0
Hardin,Iowa Falls #1,State House,50,,Write-in,0,0
Hardin,Iowa Falls #2,State House,50,,Write-in,0,0
Hardin,Etna-Clay,State House,50,,Write-in,0,0
Hardin,Alden-Buckeye,State House,50,DEM,Dennis Evans,41,41
Hardin,Hardin-Ellis-Jackson,State House,50,DEM,Dennis Evans,74,74
Hardin,Iowa Falls #1,State House,50,DEM,Dennis Evans,115,115
Hardin,Iowa Falls #2,State House,50,DEM,Dennis Evans,121,121
Hardin,Etna-Clay,State House,50,DEM,Dennis Evans,72,72
Hardin,Alden-Buckeye,County Board of Supervisors,,REP,Lance Granzow,47,47
Hardin,Hardin-Ellis-Jackson,County Board of Supervisors,,REP,Lance Granzow,88,88
Hardin,Iowa Falls #1,County Board of Supervisors,,REP,Lance Granzow,53,53
Hardin,Iowa Falls #2,County Board of Supervisors,,REP,Lance Granzow,137,137
Hardin,Etna-Clay,County Board of Supervisors,,REP,Lance Granzow,124,124
Hardin,Concord-Sherman-Grant-Tipton,County Board of Supervisors,,REP,Lance Granzow,161,161
Hardin,Eldora-Pleasant-Providence-Union,County Board of Supervisors,,REP,Lance Granzow,127,127
Hardin,Eldora City,County Board of Supervisors,,REP,Lance Granzow,151,151
Hardin,Alden-Buckeye,County Board of Supervisors,,REP,Reneé McClellan,54,54
Hardin,Hardin-Ellis-Jackson,County Board of Supervisors,,REP,Reneé McClellan,65,65
Hardin,Iowa Falls #1,County Board of Supervisors,,REP,Reneé McClellan,57,57
Hardin,Iowa Falls #2,County Board of Supervisors,,REP,Reneé McClellan,162,162
Hardin,Etna-Clay,County Board of Supervisors,,REP,Reneé McClellan,145,145
Hardin,Concord-Sherman-Grant-Tipton,County Board of Supervisors,,REP,Reneé McClellan,131,131
