county,precinct,office,district,party,candidate,votes,election_day_total_votes
Appanoose,Johns-Independence,Governor,,REP,Kim Reynolds,44,44
Appanoose,Pleasant-Franklin,Governor,,REP,Kim Reynolds,21,21
Appanoose,Taylor-Chariton,Governor,,REP,Kim Reynolds,48,48
Appanoose,Union-Udell,Governor,,REP,Kim Reynolds,40,40
Appanoose,Vermillion-Douglas-Sharon,Governor,,REP,Kim Reynolds,64,64
Appanoose,Walnut,Governor,,REP,Kim Reynolds,39,39
Appanoose,Washington-Wells,Governor,,REP,Kim Reynolds,64,64
Appanoose,Bellair-Lincoln,Governor,,,Write-in,0,0
Appanoose,Centerville W1,Governor,,,Write-in,0,0
Appanoose,Centerville W2,Governor,,,Write-in,0,0
Appanoose,Centerville W3,Governor,,,Write-in,1,1
Appanoose,Caldwell,Governor,,,Write-in,0,0
Appanoose,Johns-Independence,Governor,,,Write-in,0,0
Appanoose,Pleasant-Franklin,Governor,,,Write-in,0,0
Appanoose,Taylor-Chariton,Governor,,,Write-in,0,0
Appanoose,Union-Udell,Governor,,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,Governor,,,Write-in,0,0
Appanoose,Walnut,Governor,,,Write-in,0,0
Appanoose,Washington-Wells,Governor,,,Write-in,0,0
Appanoose,Bellair-Lincoln,Governor,,DEM,Nate Boulton,1,1
Appanoose,Centerville W1,Governor,,DEM,Nate Boulton,6,6
Appanoose,Centerville W2,Governor,,DEM,Nate Boulton,2,2
Appanoose,Centerville W3,Governor,,DEM,Nate Boulton,3,3
Appanoose,Caldwell,Governor,,DEM,Nate Boulton,0,0
Appanoose,Johns-Independence,Governor,,DEM,Nate Boulton,3,3
Appanoose,Pleasant-Franklin,Governor,,DEM,Nate Boulton,1,1
Appanoose,Taylor-Chariton,Governor,,DEM,Nate Boulton,4,4
Appanoose,Union-Udell,Governor,,DEM,Nate Boulton,0,0
Appanoose,Vermillion-Douglas-Sharon,Governor,,DEM,Nate Boulton,1,1
Appanoose,Walnut,Governor,,DEM,Nate Boulton,4,4
Appanoose,Washington-Wells,Governor,,DEM,Nate Boulton,1,1
Appanoose,Bellair-Lincoln,Governor,,DEM,Cathy Glasson,5,5
Appanoose,Centerville W1,Governor,,DEM,Cathy Glasson,18,18
Appanoose,Centerville W2,Governor,,DEM,Cathy Glasson,14,14
Appanoose,Centerville W3,Governor,,DEM,Cathy Glasson,7,7
Appanoose,Caldwell,Governor,,DEM,Cathy Glasson,2,2
Appanoose,Johns-Independence,Governor,,DEM,Cathy Glasson,6,6
Appanoose,Pleasant-Franklin,Governor,,DEM,Cathy Glasson,7,7
Appanoose,Taylor-Chariton,Governor,,DEM,Cathy Glasson,3,3
Appanoose,Union-Udell,Governor,,DEM,Cathy Glasson,7,7
Appanoose,Vermillion-Douglas-Sharon,Governor,,DEM,Cathy Glasson,3,3
Appanoose,Walnut,Governor,,DEM,Cathy Glasson,4,4
Appanoose,Washington-Wells,Governor,,DEM,Cathy Glasson,1,1
Appanoose,Bellair-Lincoln,Governor,,DEM,Fred Hubbell,23,23
Appanoose,Centerville W1,Governor,,DEM,Fred Hubbell,60,60
Appanoose,Centerville W2,Governor,,DEM,Fred Hubbell,40,40
Appanoose,Centerville W3,Governor,,DEM,Fred Hubbell,49,49
Appanoose,Caldwell,Governor,,DEM,Fred Hubbell,15,15
Appanoose,Johns-Independence,Governor,,DEM,Fred Hubbell,20,20
Appanoose,Pleasant-Franklin,Governor,,DEM,Fred Hubbell,15,15
Appanoose,Taylor-Chariton,Governor,,DEM,Fred Hubbell,40,40
Appanoose,Union-Udell,Governor,,DEM,Fred Hubbell,17,17
Appanoose,Vermillion-Douglas-Sharon,Governor,,DEM,Fred Hubbell,32,32
Appanoose,Walnut,Governor,,DEM,Fred Hubbell,23,23
Appanoose,Washington-Wells,Governor,,DEM,Fred Hubbell,12,12
Appanoose,Bellair-Lincoln,Governor,,DEM,Andrea Andy McGuire,2,2
Appanoose,Centerville W1,Governor,,DEM,Andrea Andy McGuire,2,2
Appanoose,Centerville W2,Governor,,DEM,Andrea Andy McGuire,8,8
Appanoose,Centerville W3,Governor,,DEM,Andrea Andy McGuire,3,3
Appanoose,Caldwell,Governor,,DEM,Andrea Andy McGuire,1,1
Appanoose,Johns-Independence,Governor,,DEM,Andrea Andy McGuire,0,0
Appanoose,Pleasant-Franklin,Governor,,DEM,Andrea Andy McGuire,2,2
Appanoose,Taylor-Chariton,Governor,,DEM,Andrea Andy McGuire,0,0
Appanoose,Union-Udell,Governor,,DEM,Andrea Andy McGuire,3,3
Appanoose,Vermillion-Douglas-Sharon,Governor,,DEM,Andrea Andy McGuire,0,0
Appanoose,Walnut,Governor,,DEM,Andrea Andy McGuire,1,1
Appanoose,Washington-Wells,Governor,,DEM,Andrea Andy McGuire,0,0
Appanoose,Bellair-Lincoln,Governor,,DEM,John Norris,10,10
Appanoose,Centerville W1,Governor,,DEM,John Norris,7,7
Appanoose,Centerville W2,Governor,,DEM,John Norris,3,3
Appanoose,Centerville W3,Governor,,DEM,John Norris,3,3
Appanoose,Caldwell,Governor,,DEM,John Norris,1,1
Appanoose,Johns-Independence,Governor,,DEM,John Norris,1,1
Appanoose,Pleasant-Franklin,Governor,,DEM,John Norris,4,4
Appanoose,Taylor-Chariton,Governor,,DEM,John Norris,1,1
Appanoose,Union-Udell,Governor,,DEM,John Norris,5,5
Appanoose,Vermillion-Douglas-Sharon,Governor,,DEM,John Norris,1,1
Appanoose,Walnut,Governor,,DEM,John Norris,5,5
Appanoose,Washington-Wells,Governor,,DEM,John Norris,6,6
Appanoose,Bellair-Lincoln,Governor,,DEM,Ross Wilburn,0,0
Appanoose,Centerville W1,Governor,,DEM,Ross Wilburn,0,0
Appanoose,Centerville W2,Governor,,DEM,Ross Wilburn,0,0
Appanoose,Centerville W3,Governor,,DEM,Ross Wilburn,0,0
Appanoose,Caldwell,Governor,,DEM,Ross Wilburn,0,0
Appanoose,Johns-Independence,Governor,,DEM,Ross Wilburn,0,0
Appanoose,Pleasant-Franklin,Governor,,DEM,Ross Wilburn,1,1
Appanoose,Taylor-Chariton,Governor,,DEM,Ross Wilburn,1,1
Appanoose,Union-Udell,Governor,,DEM,Ross Wilburn,0,0
Appanoose,Vermillion-Douglas-Sharon,Governor,,DEM,Ross Wilburn,0,0
Appanoose,Walnut,Governor,,DEM,Ross Wilburn,0,0
Appanoose,Washington-Wells,Governor,,DEM,Ross Wilburn,1,1
Appanoose,Bellair-Lincoln,Governor,,LIB,Marco Battaglia,0,0
Appanoose,Centerville W1,Governor,,LIB,Marco Battaglia,0,0
Appanoose,Centerville W2,Governor,,LIB,Marco Battaglia,0,0
Appanoose,Centerville W3,Governor,,LIB,Marco Battaglia,0,0
Appanoose,Caldwell,Governor,,LIB,Marco Battaglia,0,0
Appanoose,Johns-Independence,Governor,,LIB,Marco Battaglia,0,0
Appanoose,Pleasant-Franklin,Governor,,LIB,Marco Battaglia,2,2
Appanoose,Taylor-Chariton,Governor,,LIB,Marco Battaglia,0,0
Appanoose,Union-Udell,Governor,,LIB,Marco Battaglia,0,0
Appanoose,Vermillion-Douglas-Sharon,Governor,,LIB,Marco Battaglia,0,0
Appanoose,Walnut,Governor,,LIB,Marco Battaglia,1,1
Appanoose,Washington-Wells,Governor,,LIB,Marco Battaglia,0,0
Appanoose,Bellair-Lincoln,Governor,,LIB,Jake Porter,0,0
Appanoose,Centerville W1,Governor,,LIB,Jake Porter,0,0
Appanoose,Centerville W2,Governor,,LIB,Jake Porter,1,1
Appanoose,Centerville W3,Governor,,LIB,Jake Porter,0,0
Appanoose,Caldwell,Governor,,LIB,Jake Porter,0,0
Appanoose,Johns-Independence,Governor,,LIB,Jake Porter,0,0
Appanoose,Pleasant-Franklin,Governor,,LIB,Jake Porter,0,0
Appanoose,Taylor-Chariton,Governor,,LIB,Jake Porter,0,0
Appanoose,Union-Udell,Governor,,LIB,Jake Porter,0,0
Appanoose,Vermillion-Douglas-Sharon,Governor,,LIB,Jake Porter,1,1
Appanoose,Walnut,Governor,,LIB,Jake Porter,0,0
Appanoose,Washington-Wells,Governor,,LIB,Jake Porter,0,0
Appanoose,Bellair-Lincoln,Secretary of State,,REP,Paul D. Pate,26,26
Appanoose,Centerville W1,Secretary of State,,REP,Paul D. Pate,89,89
Appanoose,Centerville W2,Secretary of State,,REP,Paul D. Pate,72,72
Appanoose,Centerville W3,Secretary of State,,REP,Paul D. Pate,86,86
Appanoose,Caldwell,Secretary of State,,REP,Paul D. Pate,37,37
Appanoose,Johns-Independence,Secretary of State,,REP,Paul D. Pate,42,42
Appanoose,Pleasant-Franklin,Secretary of State,,REP,Paul D. Pate,17,17
Appanoose,Taylor-Chariton,Secretary of State,,REP,Paul D. Pate,49,49
Appanoose,Union-Udell,Secretary of State,,REP,Paul D. Pate,37,37
Appanoose,Vermillion-Douglas-Sharon,Secretary of State,,REP,Paul D. Pate,56,56
Appanoose,Walnut,Secretary of State,,REP,Paul D. Pate,36,36
Appanoose,Washington-Wells,Secretary of State,,REP,Paul D. Pate,56,56
Appanoose,Bellair-Lincoln,Secretary of State,,,Write-in,0,0
Appanoose,Centerville W1,Secretary of State,,,Write-in,0,0
Appanoose,Centerville W2,Secretary of State,,,Write-in,0,0
Appanoose,Centerville W3,Secretary of State,,,Write-in,0,0
Appanoose,Caldwell,Secretary of State,,,Write-in,0,0
Appanoose,Johns-Independence,Secretary of State,,,Write-in,0,0
Appanoose,Pleasant-Franklin,Secretary of State,,,Write-in,0,0
Appanoose,Taylor-Chariton,Secretary of State,,,Write-in,0,0
Appanoose,Union-Udell,Secretary of State,,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,Secretary of State,,,Write-in,0,0
Appanoose,Walnut,Secretary of State,,,Write-in,0,0
Appanoose,Washington-Wells,Secretary of State,,,Write-in,0,0
Appanoose,Bellair-Lincoln,Secretary of State,,DEM,Deidre DeJear,15,15
Appanoose,Centerville W1,Secretary of State,,DEM,Deidre DeJear,23,23
Appanoose,Centerville W2,Secretary of State,,DEM,Deidre DeJear,24,24
Appanoose,Centerville W3,Secretary of State,,DEM,Deidre DeJear,27,27
Appanoose,Caldwell,Secretary of State,,DEM,Deidre DeJear,6,6
Appanoose,Johns-Independence,Secretary of State,,DEM,Deidre DeJear,8,8
Appanoose,Pleasant-Franklin,Secretary of State,,DEM,Deidre DeJear,13,13
Appanoose,Taylor-Chariton,Secretary of State,,DEM,Deidre DeJear,16,16
Appanoose,Union-Udell,Secretary of State,,DEM,Deidre DeJear,14,14
Appanoose,Vermillion-Douglas-Sharon,Secretary of State,,DEM,Deidre DeJear,15,15
Appanoose,Walnut,Secretary of State,,DEM,Deidre DeJear,19,19
Appanoose,Washington-Wells,Secretary of State,,DEM,Deidre DeJear,6,6
Appanoose,Bellair-Lincoln,Secretary of State,,DEM,Jim Mowrer,18,18
Appanoose,Centerville W1,Secretary of State,,DEM,Jim Mowrer,64,64
Appanoose,Centerville W2,Secretary of State,,DEM,Jim Mowrer,34,34
Appanoose,Centerville W3,Secretary of State,,DEM,Jim Mowrer,35,35
Appanoose,Caldwell,Secretary of State,,DEM,Jim Mowrer,11,11
Appanoose,Johns-Independence,Secretary of State,,DEM,Jim Mowrer,19,19
Appanoose,Pleasant-Franklin,Secretary of State,,DEM,Jim Mowrer,11,11
Appanoose,Taylor-Chariton,Secretary of State,,DEM,Jim Mowrer,28,28
Appanoose,Union-Udell,Secretary of State,,DEM,Jim Mowrer,15,15
Appanoose,Vermillion-Douglas-Sharon,Secretary of State,,DEM,Jim Mowrer,20,20
Appanoose,Walnut,Secretary of State,,DEM,Jim Mowrer,17,17
Appanoose,Washington-Wells,Secretary of State,,DEM,Jim Mowrer,15,15
Appanoose,Bellair-Lincoln,Auditor of State,,REP,Mary Mosiman,26,26
Appanoose,Centerville W1,Auditor of State,,REP,Mary Mosiman,82,82
Appanoose,Centerville W2,Auditor of State,,REP,Mary Mosiman,69,69
Appanoose,Centerville W3,Auditor of State,,REP,Mary Mosiman,81,81
Appanoose,Caldwell,Auditor of State,,REP,Mary Mosiman,33,33
Appanoose,Johns-Independence,Auditor of State,,REP,Mary Mosiman,40,40
Appanoose,Pleasant-Franklin,Auditor of State,,REP,Mary Mosiman,16,16
Appanoose,Taylor-Chariton,Auditor of State,,REP,Mary Mosiman,47,47
Appanoose,Union-Udell,Auditor of State,,REP,Mary Mosiman,35,35
Appanoose,Vermillion-Douglas-Sharon,Auditor of State,,REP,Mary Mosiman,54,54
Appanoose,Walnut,Auditor of State,,REP,Mary Mosiman,36,36
Appanoose,Washington-Wells,Auditor of State,,REP,Mary Mosiman,54,54
Appanoose,Bellair-Lincoln,Auditor of State,,,Write-in,0,0
Appanoose,Centerville W1,Auditor of State,,,Write-in,0,0
Appanoose,Centerville W2,Auditor of State,,,Write-in,0,0
Appanoose,Centerville W3,Auditor of State,,,Write-in,0,0
Appanoose,Caldwell,Auditor of State,,,Write-in,0,0
Appanoose,Johns-Independence,Auditor of State,,,Write-in,0,0
Appanoose,Pleasant-Franklin,Auditor of State,,,Write-in,0,0
Appanoose,Taylor-Chariton,Auditor of State,,,Write-in,0,0
Appanoose,Union-Udell,Auditor of State,,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,Auditor of State,,,Write-in,0,0
Appanoose,Walnut,Auditor of State,,,Write-in,0,0
Appanoose,Washington-Wells,Auditor of State,,,Write-in,0,0
Appanoose,Bellair-Lincoln,Auditor of State,,DEM,Rob Sand,31,31
Appanoose,Centerville W1,Auditor of State,,DEM,Rob Sand,82,82
Appanoose,Centerville W2,Auditor of State,,DEM,Rob Sand,57,57
Appanoose,Centerville W3,Auditor of State,,DEM,Rob Sand,61,61
Appanoose,Caldwell,Auditor of State,,DEM,Rob Sand,13,13
Appanoose,Johns-Independence,Auditor of State,,DEM,Rob Sand,25,25
Appanoose,Pleasant-Franklin,Auditor of State,,DEM,Rob Sand,24,24
Appanoose,Taylor-Chariton,Auditor of State,,DEM,Rob Sand,40,40
Appanoose,Union-Udell,Auditor of State,,DEM,Rob Sand,28,28
Appanoose,Vermillion-Douglas-Sharon,Auditor of State,,DEM,Rob Sand,32,32
Appanoose,Walnut,Auditor of State,,DEM,Rob Sand,33,33
Appanoose,Washington-Wells,Auditor of State,,DEM,Rob Sand,20,20
Appanoose,Bellair-Lincoln,Treasurer of State,,,Write-in,0,0
Appanoose,Centerville W1,Treasurer of State,,,Write-in,0,0
Appanoose,Centerville W2,Treasurer of State,,,Write-in,0,0
Appanoose,Centerville W3,Treasurer of State,,,Write-in,0,0
Appanoose,Caldwell,Treasurer of State,,,Write-in,0,0
Appanoose,Johns-Independence,Treasurer of State,,,Write-in,0,0
Appanoose,Pleasant-Franklin,Treasurer of State,,,Write-in,0,0
Appanoose,Taylor-Chariton,Treasurer of State,,,Write-in,0,0
Appanoose,Union-Udell,Treasurer of State,,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,Treasurer of State,,,Write-in,0,0
Appanoose,Walnut,Treasurer of State,,,Write-in,0,0
Appanoose,Washington-Wells,Treasurer of State,,,Write-in,0,0
Appanoose,Bellair-Lincoln,Treasurer of State,,DEM,Michael L. Fitzgerald,35,35
Appanoose,Centerville W1,Treasurer of State,,DEM,Michael L. Fitzgerald,84,84
Appanoose,Centerville W2,Treasurer of State,,DEM,Michael L. Fitzgerald,61,61
Appanoose,Centerville W3,Treasurer of State,,DEM,Michael L. Fitzgerald,63,63
Appanoose,Caldwell,Treasurer of State,,DEM,Michael L. Fitzgerald,17,17
Appanoose,Johns-Independence,Treasurer of State,,DEM,Michael L. Fitzgerald,28,28
Appanoose,Pleasant-Franklin,Treasurer of State,,DEM,Michael L. Fitzgerald,26,26
Appanoose,Taylor-Chariton,Treasurer of State,,DEM,Michael L. Fitzgerald,46,46
Appanoose,Union-Udell,Treasurer of State,,DEM,Michael L. Fitzgerald,29,29
Appanoose,Vermillion-Douglas-Sharon,Treasurer of State,,DEM,Michael L. Fitzgerald,34,34
Appanoose,Walnut,Treasurer of State,,DEM,Michael L. Fitzgerald,35,35
Appanoose,Washington-Wells,Treasurer of State,,DEM,Michael L. Fitzgerald,21,21
Appanoose,Bellair-Lincoln,Secretary of Agriculture,,REP,Ray Gaesser,5,5
Appanoose,Centerville W1,Secretary of Agriculture,,REP,Ray Gaesser,20,20
Appanoose,Centerville W2,Secretary of Agriculture,,REP,Ray Gaesser,9,9
Appanoose,Centerville W3,Secretary of Agriculture,,REP,Ray Gaesser,12,12
Appanoose,Caldwell,Secretary of Agriculture,,REP,Ray Gaesser,5,5
Appanoose,Johns-Independence,Secretary of Agriculture,,REP,Ray Gaesser,12,12
Appanoose,Pleasant-Franklin,Secretary of Agriculture,,REP,Ray Gaesser,4,4
Appanoose,Taylor-Chariton,Secretary of Agriculture,,REP,Ray Gaesser,4,4
Appanoose,Union-Udell,Secretary of Agriculture,,REP,Ray Gaesser,11,11
Appanoose,Vermillion-Douglas-Sharon,Secretary of Agriculture,,REP,Ray Gaesser,6,6
Appanoose,Walnut,Secretary of Agriculture,,REP,Ray Gaesser,5,5
Appanoose,Washington-Wells,Secretary of Agriculture,,REP,Ray Gaesser,6,6
Appanoose,Bellair-Lincoln,Secretary of Agriculture,,REP,Chad Ingels,1,1
Appanoose,Centerville W1,Secretary of Agriculture,,REP,Chad Ingels,11,11
Appanoose,Centerville W2,Secretary of Agriculture,,REP,Chad Ingels,5,5
Appanoose,Centerville W3,Secretary of Agriculture,,REP,Chad Ingels,13,13
Appanoose,Caldwell,Secretary of Agriculture,,REP,Chad Ingels,3,3
Appanoose,Johns-Independence,Secretary of Agriculture,,REP,Chad Ingels,1,1
Appanoose,Pleasant-Franklin,Secretary of Agriculture,,REP,Chad Ingels,0,0
Appanoose,Taylor-Chariton,Secretary of Agriculture,,REP,Chad Ingels,4,4
Appanoose,Union-Udell,Secretary of Agriculture,,REP,Chad Ingels,4,4
Appanoose,Vermillion-Douglas-Sharon,Secretary of Agriculture,,REP,Chad Ingels,9,9
Appanoose,Walnut,Secretary of Agriculture,,REP,Chad Ingels,5,5
Appanoose,Washington-Wells,Secretary of Agriculture,,REP,Chad Ingels,6,6
Appanoose,Bellair-Lincoln,Secretary of Agriculture,,REP,Craig Lang,4,4
Appanoose,Centerville W1,Secretary of Agriculture,,REP,Craig Lang,15,15
Appanoose,Centerville W2,Secretary of Agriculture,,REP,Craig Lang,18,18
Appanoose,Centerville W3,Secretary of Agriculture,,REP,Craig Lang,17,17
Appanoose,Caldwell,Secretary of Agriculture,,REP,Craig Lang,3,3
Appanoose,Johns-Independence,Secretary of Agriculture,,REP,Craig Lang,8,8
Appanoose,Pleasant-Franklin,Secretary of Agriculture,,REP,Craig Lang,0,0
Appanoose,Taylor-Chariton,Secretary of Agriculture,,REP,Craig Lang,12,12
Appanoose,Union-Udell,Secretary of Agriculture,,REP,Craig Lang,5,5
Appanoose,Vermillion-Douglas-Sharon,Secretary of Agriculture,,REP,Craig Lang,9,9
Appanoose,Walnut,Secretary of Agriculture,,REP,Craig Lang,6,6
Appanoose,Washington-Wells,Secretary of Agriculture,,REP,Craig Lang,6,6
Appanoose,Bellair-Lincoln,Secretary of Agriculture,,REP,Mike Naig,7,7
Appanoose,Centerville W1,Secretary of Agriculture,,REP,Mike Naig,19,19
Appanoose,Centerville W2,Secretary of Agriculture,,REP,Mike Naig,19,19
Appanoose,Centerville W3,Secretary of Agriculture,,REP,Mike Naig,21,21
Appanoose,Caldwell,Secretary of Agriculture,,REP,Mike Naig,14,14
Appanoose,Johns-Independence,Secretary of Agriculture,,REP,Mike Naig,17,17
Appanoose,Pleasant-Franklin,Secretary of Agriculture,,REP,Mike Naig,9,9
Appanoose,Taylor-Chariton,Secretary of Agriculture,,REP,Mike Naig,22,22
Appanoose,Union-Udell,Secretary of Agriculture,,REP,Mike Naig,16,16
Appanoose,Vermillion-Douglas-Sharon,Secretary of Agriculture,,REP,Mike Naig,11,11
Appanoose,Walnut,Secretary of Agriculture,,REP,Mike Naig,11,11
Appanoose,Washington-Wells,Secretary of Agriculture,,REP,Mike Naig,19,19
Appanoose,Bellair-Lincoln,Secretary of Agriculture,,REP,Dan Zumbach,10,10
Appanoose,Centerville W1,Secretary of Agriculture,,REP,Dan Zumbach,11,11
Appanoose,Centerville W2,Secretary of Agriculture,,REP,Dan Zumbach,15,15
Appanoose,Centerville W3,Secretary of Agriculture,,REP,Dan Zumbach,13,13
Appanoose,Caldwell,Secretary of Agriculture,,REP,Dan Zumbach,18,18
Appanoose,Johns-Independence,Secretary of Agriculture,,REP,Dan Zumbach,7,7
Appanoose,Pleasant-Franklin,Secretary of Agriculture,,REP,Dan Zumbach,6,6
Appanoose,Taylor-Chariton,Secretary of Agriculture,,REP,Dan Zumbach,10,10
Appanoose,Union-Udell,Secretary of Agriculture,,REP,Dan Zumbach,6,6
Appanoose,Vermillion-Douglas-Sharon,Secretary of Agriculture,,REP,Dan Zumbach,14,14
Appanoose,Walnut,Secretary of Agriculture,,REP,Dan Zumbach,8,8
Appanoose,Washington-Wells,Secretary of Agriculture,,REP,Dan Zumbach,18,18
Appanoose,Bellair-Lincoln,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Centerville W1,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Centerville W2,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Centerville W3,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Caldwell,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Johns-Independence,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Pleasant-Franklin,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Taylor-Chariton,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Union-Udell,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Walnut,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Washington-Wells,Secretary of Agriculture,,,Write-in,0,0
Appanoose,Bellair-Lincoln,Secretary of Agriculture,,DEM,Tim Gannon,31,31
Appanoose,Centerville W1,Secretary of Agriculture,,DEM,Tim Gannon,80,80
Appanoose,Centerville W2,Secretary of Agriculture,,DEM,Tim Gannon,59,59
Appanoose,Centerville W3,Secretary of Agriculture,,DEM,Tim Gannon,60,60
Appanoose,Caldwell,Secretary of Agriculture,,DEM,Tim Gannon,16,16
Appanoose,Johns-Independence,Secretary of Agriculture,,DEM,Tim Gannon,26,26
Appanoose,Pleasant-Franklin,Secretary of Agriculture,,DEM,Tim Gannon,25,25
Appanoose,Taylor-Chariton,Secretary of Agriculture,,DEM,Tim Gannon,40,40
Appanoose,Union-Udell,Secretary of Agriculture,,DEM,Tim Gannon,28,28
Appanoose,Vermillion-Douglas-Sharon,Secretary of Agriculture,,DEM,Tim Gannon,32,32
Appanoose,Walnut,Secretary of Agriculture,,DEM,Tim Gannon,36,36
Appanoose,Washington-Wells,Secretary of Agriculture,,DEM,Tim Gannon,18,18
Appanoose,Bellair-Lincoln,Attorney General,,,Write-in,0,0
Appanoose,Centerville W1,Attorney General,,,Write-in,0,0
Appanoose,Centerville W2,Attorney General,,,Write-in,0,0
Appanoose,Centerville W3,Attorney General,,,Write-in,0,0
Appanoose,Caldwell,Attorney General,,,Write-in,0,0
Appanoose,Johns-Independence,Attorney General,,,Write-in,0,0
Appanoose,Pleasant-Franklin,Attorney General,,,Write-in,0,0
Appanoose,Taylor-Chariton,Attorney General,,,Write-in,0,0
Appanoose,Union-Udell,Attorney General,,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,Attorney General,,,Write-in,0,0
Appanoose,Walnut,Attorney General,,,Write-in,0,0
Appanoose,Washington-Wells,Attorney General,,,Write-in,0,0
Appanoose,Bellair-Lincoln,Attorney General,,DEM,Tom Miller,35,35
Appanoose,Centerville W1,Attorney General,,DEM,Tom Miller,85,85
Appanoose,Centerville W2,Attorney General,,DEM,Tom Miller,64,64
Appanoose,Centerville W3,Attorney General,,DEM,Tom Miller,61,61
Appanoose,Caldwell,Attorney General,,DEM,Tom Miller,17,17
Appanoose,Johns-Independence,Attorney General,,DEM,Tom Miller,29,29
Appanoose,Pleasant-Franklin,Attorney General,,DEM,Tom Miller,26,26
Appanoose,Taylor-Chariton,Attorney General,,DEM,Tom Miller,46,46
Appanoose,Union-Udell,Attorney General,,DEM,Tom Miller,31,31
Appanoose,Vermillion-Douglas-Sharon,Attorney General,,DEM,Tom Miller,34,34
Appanoose,Walnut,Attorney General,,DEM,Tom Miller,36,36
Appanoose,Washington-Wells,Attorney General,,DEM,Tom Miller,20,20
Appanoose,Bellair-Lincoln,State House,80,REP,Holly Brink,13,13
Appanoose,Centerville W1,State House,80,REP,Holly Brink,25,25
