county,precinct,office,district,party,candidate,votes,av_counting_board,election_day
Cedar,LINN-PIONEER,Secretary of State,,DEM,Jim Mowrer,32,0,32
Cedar,MASSILLON-SPRINGFIELD,Secretary of State,,DEM,Jim Mowrer,23,0,23
Cedar,TIPTON 1,Secretary of State,,DEM,Jim Mowrer,11,0,11
Cedar,TIPTON 2,Secretary of State,,DEM,Jim Mowrer,24,0,24
Cedar,TIPTON 3,Secretary of State,,DEM,Jim Mowrer,26,0,26
Cedar,WEST BRANCH 1,Secretary of State,,DEM,Jim Mowrer,83,0,83
Cedar,CASS-CENTER-IOWA-ROCHESTER,Auditor of State,,REP,Mary Mosiman,22,0,22
Cedar,DAYTON-FAIRFIELD,Auditor of State,,REP,Mary Mosiman,40,0,40
Cedar,FARMINGTON-SUGAR CREEK,Auditor of State,,REP,Mary Mosiman,59,0,59
Cedar,FREMONT-RED OAK,Auditor of State,,REP,Mary Mosiman,26,0,26
Cedar,GOWER-SPRINGDALE,Auditor of State,,REP,Mary Mosiman,29,0,29
Cedar,INLAND,Auditor of State,,REP,Mary Mosiman,16,0,16
Cedar,LINN-PIONEER,Auditor of State,,REP,Mary Mosiman,28,0,28
Cedar,MASSILLON-SPRINGFIELD,Auditor of State,,REP,Mary Mosiman,42,0,42
Cedar,TIPTON 1,Auditor of State,,REP,Mary Mosiman,22,0,22
Cedar,TIPTON 2,Auditor of State,,REP,Mary Mosiman,20,0,20
Cedar,TIPTON 3,Auditor of State,,REP,Mary Mosiman,41,0,41
Cedar,WEST BRANCH 1,Auditor of State,,REP,Mary Mosiman,43,0,43
Cedar,CASS-CENTER-IOWA-ROCHESTER,Auditor of State,,,Write-in,0,0,0
Cedar,DAYTON-FAIRFIELD,Auditor of State,,,Write-in,0,0,0
Cedar,FARMINGTON-SUGAR CREEK,Auditor of State,,,Write-in,0,0,0
Cedar,FREMONT-RED OAK,Auditor of State,,,Write-in,0,0,0
Cedar,GOWER-SPRINGDALE,Auditor of State,,,Write-in,0,0,0
Cedar,INLAND,Auditor of State,,,Write-in,0,0,0
Cedar,LINN-PIONEER,Auditor of State,,,Write-in,0,0,0
Cedar,MASSILLON-SPRINGFIELD,Auditor of State,,,Write-in,0,0,0
Cedar,TIPTON 1,Auditor of State,,,Write-in,0,0,0
Cedar,TIPTON 2,Auditor of State,,,Write-in,0,0,0
Cedar,TIPTON 3,Auditor of State,,,Write-in,0,0,0
Cedar,WEST BRANCH 1,Auditor of State,,,Write-in,0,0,0
Cedar,CASS-CENTER-IOWA-ROCHESTER,Auditor of State,,DEM,Rob Sand,79,0,79
Cedar,DAYTON-FAIRFIELD,Auditor of State,,DEM,Rob Sand,42,0,42
Cedar,FARMINGTON-SUGAR CREEK,Auditor of State,,DEM,Rob Sand,64,0,64
Cedar,FREMONT-RED OAK,Auditor of State,,DEM,Rob Sand,36,0,36
Cedar,GOWER-SPRINGDALE,Auditor of State,,DEM,Rob Sand,109,0,109
Cedar,INLAND,Auditor of State,,DEM,Rob Sand,13,0,13
Cedar,LINN-PIONEER,Auditor of State,,DEM,Rob Sand,81,0,81
Cedar,MASSILLON-SPRINGFIELD,Auditor of State,,DEM,Rob Sand,43,0,43
Cedar,TIPTON 1,Auditor of State,,DEM,Rob Sand,23,0,23
Cedar,TIPTON 2,Auditor of State,,DEM,Rob Sand,51,0,51
Cedar,TIPTON 3,Auditor of State,,DEM,Rob Sand,65,0,65
Cedar,WEST BRANCH 1,Auditor of State,,DEM,Rob Sand,223,0,223
Cedar,CASS-CENTER-IOWA-ROCHESTER,Treasurer of State,,,Write-in,0,0,0
Cedar,DAYTON-FAIRFIELD,Treasurer of State,,,Write-in,0,0,0
Cedar,FARMINGTON-SUGAR CREEK,Treasurer of State,,,Write-in,0,0,0
Cedar,FREMONT-RED OAK,Treasurer of State,,,Write-in,0,0,0
Cedar,GOWER-SPRINGDALE,Treasurer of State,,,Write-in,0,0,0
Cedar,INLAND,Treasurer of State,,,Write-in,0,0,0
Cedar,LINN-PIONEER,Treasurer of State,,,Write-in,0,0,0
Cedar,MASSILLON-SPRINGFIELD,Treasurer of State,,,Write-in,0,0,0
Cedar,TIPTON 1,Treasurer of State,,,Write-in,0,0,0
Cedar,TIPTON 2,Treasurer of State,,,Write-in,0,0,0
Cedar,TIPTON 3,Treasurer of State,,,Write-in,0,0,0
Cedar,WEST BRANCH 1,Treasurer of State,,,Write-in,0,0,0
Cedar,CASS-CENTER-IOWA-ROCHESTER,Treasurer of State,,DEM,Michael L. Fitzgerald,90,0,90
Cedar,DAYTON-FAIRFIELD,Treasurer of State,,DEM,Michael L. Fitzgerald,45,0,45
Cedar,FARMINGTON-SUGAR CREEK,Treasurer of State,,DEM,Michael L. Fitzgerald,61,0,61
Cedar,FREMONT-RED OAK,Treasurer of State,,DEM,Michael L. Fitzgerald,37,0,37
Cedar,GOWER-SPRINGDALE,Treasurer of State,,DEM,Michael L. Fitzgerald,118,0,118
Cedar,INLAND,Treasurer of State,,DEM,Michael L. Fitzgerald,13,0,13
Cedar,LINN-PIONEER,Treasurer of State,,DEM,Michael L. Fitzgerald,88,0,88
Cedar,MASSILLON-SPRINGFIELD,Treasurer of State,,DEM,Michael L. Fitzgerald,43,0,43
Cedar,TIPTON 1,Treasurer of State,,DEM,Michael L. Fitzgerald,28,0,28
Cedar,TIPTON 2,Treasurer of State,,DEM,Michael L. Fitzgerald,53,0,53
Cedar,TIPTON 3,Treasurer of State,,DEM,Michael L. Fitzgerald,68,0,68
Cedar,WEST BRANCH 1,Treasurer of State,,DEM,Michael L. Fitzgerald,232,0,232
Cedar,CASS-CENTER-IOWA-ROCHESTER,Secretary of Agriculture,,REP,Ray Gaesser,4,0,4
Cedar,DAYTON-FAIRFIELD,Secretary of Agriculture,,REP,Ray Gaesser,7,0,7
Cedar,FARMINGTON-SUGAR CREEK,Secretary of Agriculture,,REP,Ray Gaesser,4,0,4
Cedar,FREMONT-RED OAK,Secretary of Agriculture,,REP,Ray Gaesser,2,0,2
Cedar,GOWER-SPRINGDALE,Secretary of Agriculture,,REP,Ray Gaesser,2,0,2
Cedar,INLAND,Secretary of Agriculture,,REP,Ray Gaesser,1,0,1
Cedar,LINN-PIONEER,Secretary of Agriculture,,REP,Ray Gaesser,3,0,3
Cedar,MASSILLON-SPRINGFIELD,Secretary of Agriculture,,REP,Ray Gaesser,3,0,3
Cedar,TIPTON 1,Secretary of Agriculture,,REP,Ray Gaesser,4,0,4
Cedar,TIPTON 2,Secretary of Agriculture,,REP,Ray Gaesser,5,0,5
Cedar,TIPTON 3,Secretary of Agriculture,,REP,Ray Gaesser,7,0,7
Cedar,WEST BRANCH 1,Secretary of Agriculture,,REP,Ray Gaesser,6,0,6
Cedar,CASS-CENTER-IOWA-ROCHESTER,Secretary of Agriculture,,REP,Chad Ingels,0,0,0
Cedar,DAYTON-FAIRFIELD,Secretary of Agriculture,,REP,Chad Ingels,4,0,4
Cedar,FARMINGTON-SUGAR CREEK,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Cedar,FREMONT-RED OAK,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Cedar,GOWER-SPRINGDALE,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Cedar,INLAND,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Cedar,LINN-PIONEER,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Cedar,MASSILLON-SPRINGFIELD,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Cedar,TIPTON 1,Secretary of Agriculture,,REP,Chad Ingels,0,0,0
Cedar,TIPTON 2,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Cedar,TIPTON 3,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Cedar,WEST BRANCH 1,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Cedar,CASS-CENTER-IOWA-ROCHESTER,Secretary of Agriculture,,REP,Craig Lang,5,0,5
Cedar,DAYTON-FAIRFIELD,Secretary of Agriculture,,REP,Craig Lang,15,0,15
Cedar,FARMINGTON-SUGAR CREEK,Secretary of Agriculture,,REP,Craig Lang,11,0,11
Cedar,FREMONT-RED OAK,Secretary of Agriculture,,REP,Craig Lang,4,0,4
Cedar,GOWER-SPRINGDALE,Secretary of Agriculture,,REP,Craig Lang,11,0,11
Cedar,INLAND,Secretary of Agriculture,,REP,Craig Lang,3,0,3
Cedar,LINN-PIONEER,Secretary of Agriculture,,REP,Craig Lang,2,0,2
Cedar,MASSILLON-SPRINGFIELD,Secretary of Agriculture,,REP,Craig Lang,11,0,11
Cedar,TIPTON 1,Secretary of Agriculture,,REP,Craig Lang,3,0,3
Cedar,TIPTON 2,Secretary of Agriculture,,REP,Craig Lang,2,0,2
Cedar,TIPTON 3,Secretary of Agriculture,,REP,Craig Lang,3,0,3
Cedar,WEST BRANCH 1,Secretary of Agriculture,,REP,Craig Lang,4,0,4
Cedar,CASS-CENTER-IOWA-ROCHESTER,Secretary of Agriculture,,REP,Mike Naig,5,0,5
Cedar,DAYTON-FAIRFIELD,Secretary of Agriculture,,REP,Mike Naig,13,0,13
Cedar,FARMINGTON-SUGAR CREEK,Secretary of Agriculture,,REP,Mike Naig,19,0,19
Cedar,FREMONT-RED OAK,Secretary of Agriculture,,REP,Mike Naig,10,0,10
Cedar,GOWER-SPRINGDALE,Secretary of Agriculture,,REP,Mike Naig,9,0,9
Cedar,INLAND,Secretary of Agriculture,,REP,Mike Naig,9,0,9
Cedar,LINN-PIONEER,Secretary of Agriculture,,REP,Mike Naig,4,0,4
Cedar,MASSILLON-SPRINGFIELD,Secretary of Agriculture,,REP,Mike Naig,13,0,13
Cedar,TIPTON 1,Secretary of Agriculture,,REP,Mike Naig,8,0,8
Cedar,TIPTON 2,Secretary of Agriculture,,REP,Mike Naig,5,0,5
Cedar,TIPTON 3,Secretary of Agriculture,,REP,Mike Naig,14,0,14
Cedar,WEST BRANCH 1,Secretary of Agriculture,,REP,Mike Naig,11,0,11
Cedar,CASS-CENTER-IOWA-ROCHESTER,Secretary of Agriculture,,REP,Dan Zumbach,11,0,11
Cedar,DAYTON-FAIRFIELD,Secretary of Agriculture,,REP,Dan Zumbach,6,0,6
Cedar,FARMINGTON-SUGAR CREEK,Secretary of Agriculture,,REP,Dan Zumbach,21,0,21
Cedar,FREMONT-RED OAK,Secretary of Agriculture,,REP,Dan Zumbach,8,0,8
Cedar,GOWER-SPRINGDALE,Secretary of Agriculture,,REP,Dan Zumbach,7,0,7
Cedar,INLAND,Secretary of Agriculture,,REP,Dan Zumbach,4,0,4
Cedar,LINN-PIONEER,Secretary of Agriculture,,REP,Dan Zumbach,19,0,19
Cedar,MASSILLON-SPRINGFIELD,Secretary of Agriculture,,REP,Dan Zumbach,10,0,10
Cedar,TIPTON 1,Secretary of Agriculture,,REP,Dan Zumbach,8,0,8
Cedar,TIPTON 2,Secretary of Agriculture,,REP,Dan Zumbach,8,0,8
Cedar,TIPTON 3,Secretary of Agriculture,,REP,Dan Zumbach,17,0,17
Cedar,WEST BRANCH 1,Secretary of Agriculture,,REP,Dan Zumbach,18,0,18
Cedar,CASS-CENTER-IOWA-ROCHESTER,Secretary of Agriculture,,,Write-in,0,0,0
Cedar,DAYTON-FAIRFIELD,Secretary of Agriculture,,,Write-in,0,0,0
Cedar,FARMINGTON-SUGAR CREEK,Secretary of Agriculture,,,Write-in,0,0,0
Cedar,FREMONT-RED OAK,Secretary of Agriculture,,,Write-in,0,0,0
