county,precinct,office,district,party,candidate,absentee_votes,polling_votes,votes
Dubuque,Summit Church,U.S. House,1,REP,Rod Blum,0,24,24
Dubuque,Summit Church,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Summit Church,State Senate,50,DEM,Pam Jochum,0,138,138
Dubuque,Summit Church,State Senate,50,DEM,Write-in,0,1,1
Dubuque,Summit Church,State Senate,50,REP,John Hulsizer Jr.,0,19,19
Dubuque,Summit Church,State Senate,50,REP,Write-in,0,0,0
Dubuque,Summit Church,State House,100,DEM,Charles Isenhart,0,132,132
Dubuque,Summit Church,State House,100,DEM,Write-in,0,1,1
Dubuque,Summit Church,State House,100,REP,Write-in,0,1,1
Dubuque,Swiss Valley Nature Center,U.S. Senate,,DEM,Thomas L. Fiegen,0,3,3
Dubuque,Swiss Valley Nature Center,U.S. Senate,,DEM,Robert M. Hogg,0,15,15
Dubuque,Swiss Valley Nature Center,U.S. Senate,,DEM,Patty Judge,0,52,52
Dubuque,Swiss Valley Nature Center,U.S. Senate,,DEM,Bob Krause,0,11,11
Dubuque,Swiss Valley Nature Center,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Swiss Valley Nature Center,U.S. Senate,,REP,Charles E. Grassley,0,10,10
Dubuque,Swiss Valley Nature Center,U.S. Senate,,REP,Write-in,0,1,1
Dubuque,Swiss Valley Nature Center,U.S. House,1,DEM,Pat Murphy,0,38,38
Dubuque,Swiss Valley Nature Center,U.S. House,1,DEM,Monica Vernon,0,47,47
Dubuque,Swiss Valley Nature Center,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Swiss Valley Nature Center,U.S. House,1,REP,Rod Blum,0,10,10
Dubuque,Swiss Valley Nature Center,U.S. House,1,REP,Write-in,0,1,1
Dubuque,Swiss Valley Nature Center,State House,57,DEM,Tom Stecher,0,65,65
Dubuque,Swiss Valley Nature Center,State House,57,DEM,Write-in,0,0,0
Dubuque,Swiss Valley Nature Center,State House,57,REP,Shannon Lundgren,0,10,10
Dubuque,Swiss Valley Nature Center,State House,57,REP,Write-in,0,1,1
Dubuque,The Journey Church,U.S. Senate,,DEM,Thomas L. Fiegen,0,12,12
Dubuque,The Journey Church,U.S. Senate,,DEM,Robert M. Hogg,0,24,24
Dubuque,The Journey Church,U.S. Senate,,DEM,Patty Judge,0,73,73
Dubuque,The Journey Church,U.S. Senate,,DEM,Bob Krause,0,10,10
Dubuque,The Journey Church,U.S. Senate,,DEM,Write-in,0,1,1
Dubuque,The Journey Church,U.S. Senate,,REP,Charles E. Grassley,0,8,8
Dubuque,The Journey Church,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,The Journey Church,U.S. House,1,DEM,Pat Murphy,0,72,72
Dubuque,The Journey Church,U.S. House,1,DEM,Monica Vernon,0,60,60
Dubuque,The Journey Church,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,The Journey Church,U.S. House,1,REP,Rod Blum,0,9,9
Dubuque,The Journey Church,U.S. House,1,REP,Write-in,0,0,0
Dubuque,The Journey Church,State Senate,50,DEM,Pam Jochum,0,115,115
Dubuque,The Journey Church,State Senate,50,DEM,Write-in,0,2,2
Dubuque,The Journey Church,State Senate,50,REP,John Hulsizer Jr.,0,9,9
Dubuque,The Journey Church,State Senate,50,REP,Write-in,0,0,0
Dubuque,The Journey Church,State House,99,DEM,Abby Finkenauer,0,111,111
Dubuque,The Journey Church,State House,99,DEM,Write-in,0,1,1
Dubuque,The Journey Church,State House,99,REP,Write-in,0,1,1
Dubuque,Theisens,U.S. Senate,,DEM,Thomas L. Fiegen,0,15,15
Dubuque,Theisens,U.S. Senate,,DEM,Robert M. Hogg,0,53,53
Dubuque,Theisens,U.S. Senate,,DEM,Patty Judge,0,148,148
Dubuque,Theisens,U.S. Senate,,DEM,Bob Krause,0,6,6
Dubuque,Theisens,U.S. Senate,,DEM,Write-in,0,1,1
Dubuque,Theisens,U.S. Senate,,REP,Charles E. Grassley,0,13,13
Dubuque,Theisens,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Theisens,U.S. House,1,DEM,Pat Murphy,0,113,113
Dubuque,Theisens,U.S. House,1,DEM,Monica Vernon,0,115,115
Dubuque,Theisens,U.S. House,1,DEM,Write-in,0,1,1
Dubuque,Theisens,U.S. House,1,REP,Rod Blum,0,14,14
Dubuque,Theisens,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Theisens,State Senate,50,DEM,Pam Jochum,0,207,207
Dubuque,Theisens,State Senate,50,DEM,Write-in,0,2,2
Dubuque,Theisens,State Senate,50,REP,John Hulsizer Jr.,0,14,14
Dubuque,Theisens,State Senate,50,REP,Write-in,0,0,0
Dubuque,Theisens,State House,99,DEM,Abby Finkenauer,0,191,191
Dubuque,Theisens,State House,99,DEM,Write-in,0,3,3
Dubuque,Theisens,State House,99,REP,Write-in,0,1,1
Dubuque,Tri-State Blind Five,U.S. Senate,,DEM,Thomas L. Fiegen,0,7,7
Dubuque,Tri-State Blind Five,U.S. Senate,,DEM,Robert M. Hogg,0,42,42
Dubuque,Tri-State Blind Five,U.S. Senate,,DEM,Patty Judge,0,109,109
Dubuque,Tri-State Blind Five,U.S. Senate,,DEM,Bob Krause,0,9,9
Dubuque,Tri-State Blind Five,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Tri-State Blind Five,U.S. Senate,,REP,Charles E. Grassley,0,23,23
Dubuque,Tri-State Blind Five,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Tri-State Blind Five,U.S. House,1,DEM,Pat Murphy,0,94,94
Dubuque,Tri-State Blind Five,U.S. House,1,DEM,Monica Vernon,0,87,87
Dubuque,Tri-State Blind Five,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Tri-State Blind Five,U.S. House,1,REP,Rod Blum,0,23,23
Dubuque,Tri-State Blind Five,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Tri-State Blind Five,State Senate,50,DEM,Pam Jochum,0,160,160
Dubuque,Tri-State Blind Five,State Senate,50,DEM,Write-in,0,3,3
Dubuque,Tri-State Blind Five,State Senate,50,REP,John Hulsizer Jr.,0,18,18
Dubuque,Tri-State Blind Five,State Senate,50,REP,Write-in,0,0,0
Dubuque,Tri-State Blind Five,State House,99,DEM,Abby Finkenauer,0,158,158
Dubuque,Tri-State Blind Five,State House,99,DEM,Write-in,0,0,0
Dubuque,Tri-State Blind Five,State House,99,REP,Write-in,0,0,0
Dubuque,Tri-State Blind Seven,U.S. Senate,,DEM,Thomas L. Fiegen,0,9,9
Dubuque,Tri-State Blind Seven,U.S. Senate,,DEM,Robert M. Hogg,0,48,48
Dubuque,Tri-State Blind Seven,U.S. Senate,,DEM,Patty Judge,0,146,146
Dubuque,Tri-State Blind Seven,U.S. Senate,,DEM,Bob Krause,0,15,15
Dubuque,Tri-State Blind Seven,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Tri-State Blind Seven,U.S. Senate,,REP,Charles E. Grassley,0,18,18
Dubuque,Tri-State Blind Seven,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Tri-State Blind Seven,U.S. House,1,DEM,Pat Murphy,0,124,124
Dubuque,Tri-State Blind Seven,U.S. House,1,DEM,Monica Vernon,0,105,105
Dubuque,Tri-State Blind Seven,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Tri-State Blind Seven,U.S. House,1,REP,Rod Blum,0,20,20
Dubuque,Tri-State Blind Seven,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Tri-State Blind Seven,State Senate,50,DEM,Pam Jochum,0,204,204
Dubuque,Tri-State Blind Seven,State Senate,50,DEM,Write-in,0,0,0
Dubuque,Tri-State Blind Seven,State Senate,50,REP,John Hulsizer Jr.,0,18,18
Dubuque,Tri-State Blind Seven,State Senate,50,REP,Write-in,0,0,0
Dubuque,Tri-State Blind Seven,State House,99,DEM,Abby Finkenauer,0,194,194
Dubuque,Tri-State Blind Seven,State House,99,DEM,Write-in,0,0,0
Dubuque,Tri-State Blind Seven,State House,99,REP,Write-in,0,0,0
Dubuque,U.A.W. Local 94 Hall,U.S. Senate,,DEM,Thomas L. Fiegen,0,10,10
Dubuque,U.A.W. Local 94 Hall,U.S. Senate,,DEM,Robert M. Hogg,0,31,31
Dubuque,U.A.W. Local 94 Hall,U.S. Senate,,DEM,Patty Judge,0,74,74
Dubuque,U.A.W. Local 94 Hall,U.S. Senate,,DEM,Bob Krause,0,7,7
Dubuque,U.A.W. Local 94 Hall,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,U.A.W. Local 94 Hall,U.S. Senate,,REP,Charles E. Grassley,0,19,19
Dubuque,U.A.W. Local 94 Hall,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,U.A.W. Local 94 Hall,U.S. House,1,DEM,Pat Murphy,0,85,85
Dubuque,U.A.W. Local 94 Hall,U.S. House,1,DEM,Monica Vernon,0,53,53
Dubuque,U.A.W. Local 94 Hall,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,U.A.W. Local 94 Hall,U.S. House,1,REP,Rod Blum,0,20,20
Dubuque,U.A.W. Local 94 Hall,U.S. House,1,REP,Write-in,0,0,0
Dubuque,U.A.W. Local 94 Hall,State Senate,50,DEM,Pam Jochum,0,115,115
Dubuque,U.A.W. Local 94 Hall,State Senate,50,DEM,Write-in,0,0,0
Dubuque,U.A.W. Local 94 Hall,State Senate,50,REP,John Hulsizer Jr.,0,18,18
Dubuque,U.A.W. Local 94 Hall,State Senate,50,REP,Write-in,0,0,0
Dubuque,U.A.W. Local 94 Hall,State House,100,DEM,Charles Isenhart,0,109,109
Dubuque,U.A.W. Local 94 Hall,State House,100,DEM,Write-in,0,0,0
Dubuque,U.A.W. Local 94 Hall,State House,100,REP,Write-in,0,1,1
Dubuque,Westminster Church Nine,U.S. Senate,,DEM,Thomas L. Fiegen,0,9,9
Dubuque,Westminster Church Nine,U.S. Senate,,DEM,Robert M. Hogg,0,15,15
Dubuque,Westminster Church Nine,U.S. Senate,,DEM,Patty Judge,0,62,62
Dubuque,Westminster Church Nine,U.S. Senate,,DEM,Bob Krause,0,9,9
Dubuque,Westminster Church Nine,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Westminster Church Nine,U.S. Senate,,REP,Charles E. Grassley,0,11,11
Dubuque,Westminster Church Nine,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Westminster Church Nine,U.S. House,1,DEM,Pat Murphy,0,52,52
Dubuque,Westminster Church Nine,U.S. House,1,DEM,Monica Vernon,0,47,47
Dubuque,Westminster Church Nine,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Westminster Church Nine,U.S. House,1,REP,Rod Blum,0,11,11
Dubuque,Westminster Church Nine,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Westminster Church Nine,State Senate,50,DEM,Pam Jochum,0,91,91
Dubuque,Westminster Church Nine,State Senate,50,DEM,Write-in,0,0,0
Dubuque,Westminster Church Nine,State Senate,50,REP,John Hulsizer Jr.,0,8,8
Dubuque,Westminster Church Nine,State Senate,50,REP,Write-in,0,0,0
Dubuque,Westminster Church Nine,State House,100,DEM,Charles Isenhart,0,87,87
Dubuque,Westminster Church Nine,State House,100,DEM,Write-in,0,0,0
Dubuque,Westminster Church Nine,State House,100,REP,Write-in,0,0,0
Dubuque,Westminster Church Ten,U.S. Senate,,DEM,Thomas L. Fiegen,0,13,13
Dubuque,Westminster Church Ten,U.S. Senate,,DEM,Robert M. Hogg,0,32,32
Dubuque,Westminster Church Ten,U.S. Senate,,DEM,Patty Judge,0,84,84
Dubuque,Westminster Church Ten,U.S. Senate,,DEM,Bob Krause,0,14,14
Dubuque,Westminster Church Ten,U.S. Senate,,DEM,Write-in,0,1,1
Dubuque,Westminster Church Ten,U.S. Senate,,REP,Charles E. Grassley,0,2,2
Dubuque,Westminster Church Ten,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Westminster Church Ten,U.S. House,1,DEM,Pat Murphy,0,106,106
Dubuque,Westminster Church Ten,U.S. House,1,DEM,Monica Vernon,0,50,50
Dubuque,Westminster Church Ten,U.S. House,1,DEM,Write-in,0,1,1
Dubuque,Westminster Church Ten,U.S. House,1,REP,Rod Blum,0,2,2
Dubuque,Westminster Church Ten,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Westminster Church Ten,State Senate,50,DEM,Pam Jochum,0,136,136
Dubuque,Westminster Church Ten,State Senate,50,DEM,Write-in,0,1,1
Dubuque,Westminster Church Ten,State Senate,50,REP,John Hulsizer Jr.,0,3,3
Dubuque,Westminster Church Ten,State Senate,50,REP,Write-in,0,0,0
Dubuque,Westminster Church Ten,State House,99,DEM,Abby Finkenauer,0,127,127
Dubuque,Westminster Church Ten,State House,99,DEM,Write-in,0,2,2
Dubuque,Westminster Church Ten,State House,99,REP,Write-in,0,0,0
Dubuque,Windsor Park,U.S. Senate,,DEM,Thomas L. Fiegen,0,12,12
Dubuque,Windsor Park,U.S. Senate,,DEM,Robert M. Hogg,0,42,42
Dubuque,Windsor Park,U.S. Senate,,DEM,Patty Judge,0,115,115
Dubuque,Windsor Park,U.S. Senate,,DEM,Bob Krause,0,11,11
Dubuque,Windsor Park,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Windsor Park,U.S. Senate,,REP,Charles E. Grassley,0,16,16
Dubuque,Windsor Park,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Windsor Park,U.S. House,1,DEM,Pat Murphy,0,96,96
Dubuque,Windsor Park,U.S. House,1,DEM,Monica Vernon,0,96,96
Dubuque,Windsor Park,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Windsor Park,U.S. House,1,REP,Rod Blum,0,17,17
Dubuque,Windsor Park,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Windsor Park,State Senate,50,DEM,Pam Jochum,0,172,172
Dubuque,Windsor Park,State Senate,50,DEM,Write-in,0,3,3
Dubuque,Windsor Park,State Senate,50,REP,John Hulsizer Jr.,0,15,15
Dubuque,Windsor Park,State Senate,50,REP,Write-in,0,0,0
Dubuque,Windsor Park,State House,100,DEM,Charles Isenhart,0,165,165
Dubuque,Windsor Park,State House,100,DEM,Write-in,0,0,0
Dubuque,Windsor Park,State House,100,REP,Write-in,0,0,0
Dubuque,Y Building,U.S. Senate,,DEM,Thomas L. Fiegen,0,14,14
Dubuque,Y Building,U.S. Senate,,DEM,Robert M. Hogg,0,37,37
Dubuque,Y Building,U.S. Senate,,DEM,Patty Judge,0,72,72
Dubuque,Y Building,U.S. Senate,,DEM,Bob Krause,0,10,10
Dubuque,Y Building,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Y Building,U.S. Senate,,REP,Charles E. Grassley,0,8,8
Dubuque,Y Building,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Y Building,U.S. House,1,DEM,Pat Murphy,0,90,90
Dubuque,Y Building,U.S. House,1,DEM,Monica Vernon,0,46,46
Dubuque,Y Building,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Y Building,U.S. House,1,REP,Rod Blum,0,8,8
Dubuque,Y Building,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Y Building,State Senate,50,DEM,Pam Jochum,0,121,121
Dubuque,Y Building,State Senate,50,DEM,Write-in,0,1,1
Dubuque,Y Building,State Senate,50,REP,John Hulsizer Jr.,0,8,8
Dubuque,Y Building,State Senate,50,REP,Write-in,0,0,0
Dubuque,Y Building,State House,99,DEM,Abby Finkenauer,0,120,120
Dubuque,Y Building,State House,99,DEM,Write-in,0,1,1
Dubuque,Y Building,State House,99,REP,Write-in,0,0,0
Emmet,ABSENTEE,U.S. Senate,,DEM,Thomas L. Fiegen,1,0,1
Emmet,ABSENTEE,U.S. Senate,,DEM,Robert M. Hogg,8,0,8
Emmet,ABSENTEE,U.S. Senate,,DEM,Patty Judge,12,0,12
Emmet,ABSENTEE,U.S. Senate,,DEM,Bob Krause,3,0,3
Emmet,ABSENTEE,U.S. Senate,,DEM,Write-in,0,0,0
Emmet,ABSENTEE,U.S. Senate,,REP,Charles E. Grassley,34,0,34
Emmet,ABSENTEE,U.S. Senate,,REP,Write-in,1,0,1
Emmet,ABSENTEE,U.S. House,4,DEM,Kim Weaver,25,0,25
Emmet,ABSENTEE,U.S. House,4,DEM,Write-in,0,0,0
Emmet,ABSENTEE,U.S. House,4,REP,Rick Bertrand,7,0,7
Emmet,ABSENTEE,U.S. House,4,REP,Steve King,27,0,27
Emmet,ABSENTEE,U.S. House,4,REP,Write-in,0,0,0
Emmet,ABSENTEE,State Senate,4,DEM,Write-in,2,0,2
Emmet,ABSENTEE,State Senate,4,REP,Dennis Guth,30,0,30
Emmet,ABSENTEE,State Senate,4,REP,Write-in,0,0,0
Emmet,ABSENTEE,State House,7,DEM,Dave Grussing,23,0,23
Emmet,ABSENTEE,State House,7,DEM,Write-in,0,0,0
Emmet,ABSENTEE,State House,7,REP,Tedd Gassman,30,0,30
Emmet,ABSENTEE,State House,7,REP,Write-in,0,0,0
Emmet,AG-IL-ARMSTRONG,U.S. Senate,,DEM,Thomas L. Fiegen,0,2,2
Emmet,AG-IL-ARMSTRONG,U.S. Senate,,DEM,Robert M. Hogg,0,11,11
Emmet,AG-IL-ARMSTRONG,U.S. Senate,,DEM,Patty Judge,0,7,7
Emmet,AG-IL-ARMSTRONG,U.S. Senate,,DEM,Bob Krause,0,5,5
Emmet,AG-IL-ARMSTRONG,U.S. Senate,,DEM,Write-in,0,0,0
Emmet,AG-IL-ARMSTRONG,U.S. Senate,,REP,Charles E. Grassley,0,28,28
Emmet,AG-IL-ARMSTRONG,U.S. Senate,,REP,Write-in,0,1,1
Emmet,AG-IL-ARMSTRONG,U.S. House,4,DEM,Kim Weaver,0,22,22
Emmet,AG-IL-ARMSTRONG,U.S. House,4,DEM,Write-in,0,0,0
Emmet,AG-IL-ARMSTRONG,U.S. House,4,REP,Rick Bertrand,0,11,11
Emmet,AG-IL-ARMSTRONG,U.S. House,4,REP,Steve King,0,24,24
Emmet,AG-IL-ARMSTRONG,U.S. House,4,REP,Write-in,0,0,0
Emmet,AG-IL-ARMSTRONG,State Senate,4,DEM,Write-in,0,2,2
Emmet,AG-IL-ARMSTRONG,State Senate,4,REP,Dennis Guth,0,27,27
Emmet,AG-IL-ARMSTRONG,State Senate,4,REP,Write-in,0,0,0
Emmet,AG-IL-ARMSTRONG,State House,7,DEM,Dave Grussing,0,24,24
Emmet,AG-IL-ARMSTRONG,State House,7,DEM,Write-in,0,0,0
Emmet,AG-IL-ARMSTRONG,State House,7,REP,Tedd Gassman,0,29,29
Emmet,AG-IL-ARMSTRONG,State House,7,REP,Write-in,0,0,0
Emmet,CN-SL-GRUVER,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Emmet,CN-SL-GRUVER,U.S. Senate,,DEM,Robert M. Hogg,0,1,1
Emmet,CN-SL-GRUVER,U.S. Senate,,DEM,Patty Judge,0,5,5
Emmet,CN-SL-GRUVER,U.S. Senate,,DEM,Bob Krause,0,0,0
Emmet,CN-SL-GRUVER,U.S. Senate,,DEM,Write-in,0,0,0
Emmet,CN-SL-GRUVER,U.S. Senate,,REP,Charles E. Grassley,0,14,14
Emmet,CN-SL-GRUVER,U.S. Senate,,REP,Write-in,0,1,1
Emmet,CN-SL-GRUVER,U.S. House,4,DEM,Kim Weaver,0,5,5
Emmet,CN-SL-GRUVER,U.S. House,4,DEM,Write-in,0,0,0
Emmet,CN-SL-GRUVER,U.S. House,4,REP,Rick Bertrand,0,3,3
Emmet,CN-SL-GRUVER,U.S. House,4,REP,Steve King,0,12,12
Emmet,CN-SL-GRUVER,U.S. House,4,REP,Write-in,0,0,0
Emmet,CN-SL-GRUVER,State Senate,4,DEM,Write-in,0,1,1
Emmet,CN-SL-GRUVER,State Senate,4,REP,Dennis Guth,0,9,9
Emmet,CN-SL-GRUVER,State Senate,4,REP,Write-in,0,0,0
Emmet,CN-SL-GRUVER,State House,7,DEM,Dave Grussing,0,4,4
Emmet,CN-SL-GRUVER,State House,7,DEM,Write-in,0,0,0
Emmet,CN-SL-GRUVER,State House,7,REP,Tedd Gassman,0,12,12
Emmet,CN-SL-GRUVER,State House,7,REP,Write-in,0,0,0
Emmet,DM-JC-RINGSTED,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Emmet,DM-JC-RINGSTED,U.S. Senate,,DEM,Robert M. Hogg,0,4,4
Emmet,DM-JC-RINGSTED,U.S. Senate,,DEM,Patty Judge,0,5,5
Emmet,DM-JC-RINGSTED,U.S. Senate,,DEM,Bob Krause,0,8,8
Emmet,DM-JC-RINGSTED,U.S. Senate,,DEM,Write-in,0,0,0
Emmet,DM-JC-RINGSTED,U.S. Senate,,REP,Charles E. Grassley,0,15,15
Emmet,DM-JC-RINGSTED,U.S. Senate,,REP,Write-in,0,0,0
Emmet,DM-JC-RINGSTED,U.S. House,4,DEM,Kim Weaver,0,15,15
Emmet,DM-JC-RINGSTED,U.S. House,4,DEM,Write-in,0,0,0
Emmet,DM-JC-RINGSTED,U.S. House,4,REP,Rick Bertrand,0,4,4
Emmet,DM-JC-RINGSTED,U.S. House,4,REP,Steve King,0,12,12
Emmet,DM-JC-RINGSTED,U.S. House,4,REP,Write-in,0,0,0
Emmet,DM-JC-RINGSTED,State Senate,4,DEM,Write-in,0,0,0
Emmet,DM-JC-RINGSTED,State Senate,4,REP,Dennis Guth,0,15,15
Emmet,DM-JC-RINGSTED,State Senate,4,REP,Write-in,0,0,0
Emmet,DM-JC-RINGSTED,State House,7,DEM,Dave Grussing,0,16,16
Emmet,DM-JC-RINGSTED,State House,7,DEM,Write-in,0,0,0
Emmet,DM-JC-RINGSTED,State House,7,REP,Tedd Gassman,0,14,14
Emmet,DM-JC-RINGSTED,State House,7,REP,Write-in,0,0,0
Emmet,EL-LN-DOLLIVER,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Emmet,EL-LN-DOLLIVER,U.S. Senate,,DEM,Robert M. Hogg,0,2,2
Emmet,EL-LN-DOLLIVER,U.S. Senate,,DEM,Patty Judge,0,1,1
Emmet,EL-LN-DOLLIVER,U.S. Senate,,DEM,Bob Krause,0,2,2
Emmet,EL-LN-DOLLIVER,U.S. Senate,,DEM,Write-in,0,0,0
Emmet,EL-LN-DOLLIVER,U.S. Senate,,REP,Charles E. Grassley,0,5,5
Emmet,EL-LN-DOLLIVER,U.S. Senate,,REP,Write-in,0,0,0
Emmet,EL-LN-DOLLIVER,U.S. House,4,DEM,Kim Weaver,0,5,5
Emmet,EL-LN-DOLLIVER,U.S. House,4,DEM,Write-in,0,0,0
Emmet,EL-LN-DOLLIVER,U.S. House,4,REP,Rick Bertrand,0,0,0
Emmet,EL-LN-DOLLIVER,U.S. House,4,REP,Steve King,0,5,5
Emmet,EL-LN-DOLLIVER,U.S. House,4,REP,Write-in,0,0,0
Emmet,EL-LN-DOLLIVER,State Senate,4,DEM,Write-in,0,0,0
Emmet,EL-LN-DOLLIVER,State Senate,4,REP,Dennis Guth,0,4,4
Emmet,EL-LN-DOLLIVER,State Senate,4,REP,Write-in,0,0,0
Emmet,EL-LN-DOLLIVER,State House,7,DEM,Dave Grussing,0,4,4
Emmet,EL-LN-DOLLIVER,State House,7,DEM,Write-in,0,0,0
Emmet,EL-LN-DOLLIVER,State House,7,REP,Tedd Gassman,0,5,5
Emmet,EL-LN-DOLLIVER,State House,7,REP,Write-in,0,0,0
Emmet,EM-ES,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Emmet,EM-ES,U.S. Senate,,DEM,Robert M. Hogg,0,2,2
Emmet,EM-ES,U.S. Senate,,DEM,Patty Judge,0,4,4
Emmet,EM-ES,U.S. Senate,,DEM,Bob Krause,0,1,1
Emmet,EM-ES,U.S. Senate,,DEM,Write-in,0,0,0
Emmet,EM-ES,U.S. Senate,,REP,Charles E. Grassley,0,18,18
Emmet,EM-ES,U.S. Senate,,REP,Write-in,0,0,0
Emmet,EM-ES,U.S. House,4,DEM,Kim Weaver,0,6,6
Emmet,EM-ES,U.S. House,4,DEM,Write-in,0,0,0
Emmet,EM-ES,U.S. House,4,REP,Rick Bertrand,0,4,4
Emmet,EM-ES,U.S. House,4,REP,Steve King,0,16,16
Emmet,EM-ES,U.S. House,4,REP,Write-in,0,0,0
Emmet,EM-ES,State Senate,4,DEM,Write-in,0,0,0
Emmet,EM-ES,State Senate,4,REP,Dennis Guth,0,16,16
Emmet,EM-ES,State Senate,4,REP,Write-in,0,0,0
Emmet,EM-ES,State House,7,DEM,Dave Grussing,0,4,4
Emmet,EM-ES,State House,7,DEM,Write-in,0,0,0
Emmet,EM-ES,State House,7,REP,Tedd Gassman,0,17,17
Emmet,EM-ES,State House,7,REP,Write-in,0,0,0
Emmet,E'VILLE WARD 1,U.S. Senate,,DEM,Thomas L. Fiegen,0,4,4
Emmet,E'VILLE WARD 1,U.S. Senate,,DEM,Robert M. Hogg,0,2,2
Emmet,E'VILLE WARD 1,U.S. Senate,,DEM,Patty Judge,0,11,11
Emmet,E'VILLE WARD 1,U.S. Senate,,DEM,Bob Krause,0,1,1
Emmet,E'VILLE WARD 1,U.S. Senate,,DEM,Write-in,0,0,0
Emmet,E'VILLE WARD 1,U.S. Senate,,REP,Charles E. Grassley,0,35,35
Emmet,E'VILLE WARD 1,U.S. Senate,,REP,Write-in,0,1,1
Emmet,E'VILLE WARD 1,U.S. House,4,DEM,Kim Weaver,0,15,15
Emmet,E'VILLE WARD 1,U.S. House,4,DEM,Write-in,0,0,0
Emmet,E'VILLE WARD 1,U.S. House,4,REP,Rick Bertrand,0,11,11
Emmet,E'VILLE WARD 1,U.S. House,4,REP,Steve King,0,31,31
Emmet,E'VILLE WARD 1,U.S. House,4,REP,Write-in,0,0,0
Emmet,E'VILLE WARD 1,State Senate,4,DEM,Write-in,0,0,0
Emmet,E'VILLE WARD 1,State Senate,4,REP,Dennis Guth,0,32,32
Emmet,E'VILLE WARD 1,State Senate,4,REP,Write-in,0,0,0
Emmet,E'VILLE WARD 1,State House,7,DEM,Dave Grussing,0,13,13
Emmet,E'VILLE WARD 1,State House,7,DEM,Write-in,0,0,0
Emmet,E'VILLE WARD 1,State House,7,REP,Tedd Gassman,0,31,31
Emmet,E'VILLE WARD 1,State House,7,REP,Write-in,0,0,0
Emmet,E'VILLE WARD 2,U.S. Senate,,DEM,Thomas L. Fiegen,0,1,1
Emmet,E'VILLE WARD 2,U.S. Senate,,DEM,Robert M. Hogg,0,6,6
Emmet,E'VILLE WARD 2,U.S. Senate,,DEM,Patty Judge,0,6,6
Emmet,E'VILLE WARD 2,U.S. Senate,,DEM,Bob Krause,0,5,5
Emmet,E'VILLE WARD 2,U.S. Senate,,DEM,Write-in,0,0,0
Emmet,E'VILLE WARD 2,U.S. Senate,,REP,Charles E. Grassley,0,21,21
Emmet,E'VILLE WARD 2,U.S. Senate,,REP,Write-in,0,0,0
Emmet,E'VILLE WARD 2,U.S. House,4,DEM,Kim Weaver,0,18,18
Emmet,E'VILLE WARD 2,U.S. House,4,DEM,Write-in,0,0,0
Emmet,E'VILLE WARD 2,U.S. House,4,REP,Rick Bertrand,0,7,7
Emmet,E'VILLE WARD 2,U.S. House,4,REP,Steve King,0,15,15
Emmet,E'VILLE WARD 2,U.S. House,4,REP,Write-in,0,0,0
Emmet,E'VILLE WARD 2,State Senate,4,DEM,Write-in,0,1,1
Emmet,E'VILLE WARD 2,State Senate,4,REP,Dennis Guth,0,20,20
Emmet,E'VILLE WARD 2,State Senate,4,REP,Write-in,0,0,0
Emmet,E'VILLE WARD 2,State House,7,DEM,Dave Grussing,0,17,17
Emmet,E'VILLE WARD 2,State House,7,DEM,Write-in,0,0,0
Emmet,E'VILLE WARD 2,State House,7,REP,Tedd Gassman,0,19,19
