county,precinct,office,district,candidate,party,votes,absentee,election_day
Greene,Jefferson 3 Precinct,President,,Kanye West and Michelle Tidball,,1,1,0
Greene,North Precinct,President,,Kanye West and Michelle Tidball,,0,0,0
Greene,West Precinct,President,,Kanye West and Michelle Tidball,,0,0,0
Greene,Central Precinct,President,,Write-in,,0,0,0
Greene,East Precinct,President,,Write-in,,1,0,1
Greene,Jefferson 1 Precinct,President,,Write-in,,1,0,1
Greene,Jefferson 2 Precinct,President,,Write-in,,3,2,1
Greene,Jefferson 3 Precinct,President,,Write-in,,0,0,0
Greene,North Precinct,President,,Write-in,,0,0,0
Greene,West Precinct,President,,Write-in,,1,0,1
Greene,Central Precinct,U.S. Senate,,Joni Ernst,REP,467,278,189
Greene,East Precinct,U.S. Senate,,Joni Ernst,REP,457,185,272
Greene,Jefferson 1 Precinct,U.S. Senate,,Joni Ernst,REP,408,259,149
Greene,Jefferson 2 Precinct,U.S. Senate,,Joni Ernst,REP,420,262,158
Greene,Jefferson 3 Precinct,U.S. Senate,,Joni Ernst,REP,482,306,176
Greene,North Precinct,U.S. Senate,,Joni Ernst,REP,424,203,221
Greene,West Precinct,U.S. Senate,,Joni Ernst,REP,405,155,250
Greene,Central Precinct,U.S. Senate,,Theresa Greenfield,DEM,214,166,48
Greene,East Precinct,U.S. Senate,,Theresa Greenfield,DEM,243,165,78
Greene,Jefferson 1 Precinct,U.S. Senate,,Theresa Greenfield,DEM,298,244,54
Greene,Jefferson 2 Precinct,U.S. Senate,,Theresa Greenfield,DEM,292,252,40
Greene,Jefferson 3 Precinct,U.S. Senate,,Theresa Greenfield,DEM,378,319,59
Greene,North Precinct,U.S. Senate,,Theresa Greenfield,DEM,198,143,55
Greene,West Precinct,U.S. Senate,,Theresa Greenfield,DEM,161,110,51
Greene,Central Precinct,U.S. Senate,,Rick Stewart,LIB,12,5,7
Greene,East Precinct,U.S. Senate,,Rick Stewart,LIB,30,8,22
Greene,Jefferson 1 Precinct,U.S. Senate,,Rick Stewart,LIB,10,8,2
Greene,Jefferson 2 Precinct,U.S. Senate,,Rick Stewart,LIB,20,16,4
Greene,Jefferson 3 Precinct,U.S. Senate,,Rick Stewart,LIB,14,9,5
Greene,North Precinct,U.S. Senate,,Rick Stewart,LIB,13,4,9
Greene,West Precinct,U.S. Senate,,Rick Stewart,LIB,5,1,4
Greene,Central Precinct,U.S. Senate,,Suzanne Herzog,,5,1,4
Greene,East Precinct,U.S. Senate,,Suzanne Herzog,,6,2,4
Greene,Jefferson 1 Precinct,U.S. Senate,,Suzanne Herzog,,4,3,1
Greene,Jefferson 2 Precinct,U.S. Senate,,Suzanne Herzog,,6,5,1
Greene,Jefferson 3 Precinct,U.S. Senate,,Suzanne Herzog,,7,4,3
Greene,North Precinct,U.S. Senate,,Suzanne Herzog,,6,1,5
Greene,West Precinct,U.S. Senate,,Suzanne Herzog,,5,1,4
Greene,Central Precinct,U.S. Senate,,Write-in,,0,0,0
Greene,East Precinct,U.S. Senate,,Write-in,,1,1,0
Greene,Jefferson 1 Precinct,U.S. Senate,,Write-in,,0,0,0
Greene,Jefferson 2 Precinct,U.S. Senate,,Write-in,,0,0,0
Greene,Jefferson 3 Precinct,U.S. Senate,,Write-in,,0,0,0
Greene,North Precinct,U.S. Senate,,Write-in,,0,0,0
Greene,West Precinct,U.S. Senate,,Write-in,,1,0,1
Greene,Central Precinct,U.S. House,4,Randy Feenstra,REP,445,258,187
Greene,East Precinct,U.S. House,4,Randy Feenstra,REP,446,187,259
Greene,Jefferson 1 Precinct,U.S. House,4,Randy Feenstra,REP,394,256,138
Greene,Jefferson 2 Precinct,U.S. House,4,Randy Feenstra,REP,411,256,155
Greene,Jefferson 3 Precinct,U.S. House,4,Randy Feenstra,REP,463,299,164
Greene,North Precinct,U.S. House,4,Randy Feenstra,REP,401,201,200
Greene,West Precinct,U.S. House,4,Randy Feenstra,REP,392,147,245
Greene,Central Precinct,U.S. House,4,J.D. Scholten,DEM,229,178,51
Greene,East Precinct,U.S. House,4,J.D. Scholten,DEM,256,158,98
Greene,Jefferson 1 Precinct,U.S. House,4,J.D. Scholten,DEM,289,233,56
Greene,Jefferson 2 Precinct,U.S. House,4,J.D. Scholten,DEM,303,258,45
Greene,Jefferson 3 Precinct,U.S. House,4,J.D. Scholten,DEM,390,323,67
Greene,North Precinct,U.S. House,4,J.D. Scholten,DEM,220,143,77
Greene,West Precinct,U.S. House,4,J.D. Scholten,DEM,161,109,52
Greene,Central Precinct,U.S. House,4,Write-in,,2,2,0
Greene,East Precinct,U.S. House,4,Write-in,,2,1,1
Greene,Jefferson 1 Precinct,U.S. House,4,Write-in,,4,3,1
Greene,Jefferson 2 Precinct,U.S. House,4,Write-in,,0,0,0
Greene,Jefferson 3 Precinct,U.S. House,4,Write-in,,0,0,0
Greene,North Precinct,U.S. House,4,Write-in,,1,1,0
Greene,West Precinct,U.S. House,4,Write-in,,3,1,2
Greene,Central Precinct,State Senate,24,Jesse Green,REP,491,287,204
Greene,East Precinct,State Senate,24,Jesse Green,REP,493,205,288
Greene,Jefferson 1 Precinct,State Senate,24,Jesse Green,REP,453,295,158
Greene,Jefferson 2 Precinct,State Senate,24,Jesse Green,REP,452,282,170
Greene,Jefferson 3 Precinct,State Senate,24,Jesse Green,REP,524,349,175
Greene,North Precinct,State Senate,24,Jesse Green,REP,471,232,239
Greene,West Precinct,State Senate,24,Jesse Green,REP,427,161,266
Greene,Central Precinct,State Senate,24,Cynthia Oppedal Paschen,DEM,157,128,29
Greene,East Precinct,State Senate,24,Cynthia Oppedal Paschen,DEM,203,134,69
Greene,Jefferson 1 Precinct,State Senate,24,Cynthia Oppedal Paschen,DEM,212,178,34
Greene,Jefferson 2 Precinct,State Senate,24,Cynthia Oppedal Paschen,DEM,237,208,29
Greene,Jefferson 3 Precinct,State Senate,24,Cynthia Oppedal Paschen,DEM,295,247,48
Greene,North Precinct,State Senate,24,Cynthia Oppedal Paschen,DEM,150,107,43
Greene,West Precinct,State Senate,24,Cynthia Oppedal Paschen,DEM,121,89,32
Greene,Central Precinct,State Senate,24,Write-in,,0,0,0
Greene,East Precinct,State Senate,24,Write-in,,0,0,0
Greene,Jefferson 1 Precinct,State Senate,24,Write-in,,0,0,0
Greene,Jefferson 2 Precinct,State Senate,24,Write-in,,0,0,0
Greene,Jefferson 3 Precinct,State Senate,24,Write-in,,1,1,0
Greene,North Precinct,State Senate,24,Write-in,,0,0,0
Greene,West Precinct,State Senate,24,Write-in,,1,0,1
Greene,Central Precinct,State House,47,Phil Thompson,REP,506,298,208
Greene,East Precinct,State House,47,Phil Thompson,REP,497,207,290
Greene,Jefferson 1 Precinct,State House,47,Phil Thompson,REP,463,299,164
Greene,Jefferson 2 Precinct,State House,47,Phil Thompson,REP,460,292,168
Greene,Jefferson 3 Precinct,State House,47,Phil Thompson,REP,546,356,190
Greene,North Precinct,State House,47,Phil Thompson,REP,443,218,225
Greene,West Precinct,State House,47,Phil Thompson,REP,414,163,251
Greene,Central Precinct,State House,47,Shelly L. Stotts,DEM,171,137,34
Greene,East Precinct,State House,47,Shelly L. Stotts,DEM,209,139,70
Greene,Jefferson 1 Precinct,State House,47,Shelly L. Stotts,DEM,222,187,35
Greene,Jefferson 2 Precinct,State House,47,Shelly L. Stotts,DEM,251,216,35
Greene,Jefferson 3 Precinct,State House,47,Shelly L. Stotts,DEM,307,265,42
Greene,North Precinct,State House,47,Shelly L. Stotts,DEM,172,119,53
Greene,West Precinct,State House,47,Shelly L. Stotts,DEM,139,91,48
Greene,Central Precinct,State House,47,Write-in,,0,0,0
Greene,East Precinct,State House,47,Write-in,,1,0,1
Greene,Jefferson 1 Precinct,State House,47,Write-in,,1,0,1
Greene,Jefferson 2 Precinct,State House,47,Write-in,,0,0,0
Greene,Jefferson 3 Precinct,State House,47,Write-in,,0,0,0
Greene,North Precinct,State House,47,Write-in,,0,0,0
Greene,West Precinct,State House,47,Write-in,,2,1,1
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,President,,Donald J. Trump and Michael R. Pence,REP,304,121,183
Monona,Castana-Center-Jordan,President,,Donald J. Trump and Michael R. Pence,REP,150,78,72
Monona,Cooper-Maple-Mapleton,President,,Donald J. Trump and Michael R. Pence,REP,584,162,422
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,President,,Donald J. Trump and Michael R. Pence,REP,552,220,332
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,President,,Donald J. Trump and Michael R. Pence,REP,300,88,212
Monona,Onawa Ward 1,President,,Donald J. Trump and Michael R. Pence,REP,199,87,112
Monona,Onawa Ward 2- NE Franklin,President,,Donald J. Trump and Michael R. Pence,REP,268,129,139
Monona,Onawa Ward 3,President,,Donald J. Trump and Michael R. Pence,REP,261,120,141
Monona,Onawa Ward 4,President,,Donald J. Trump and Michael R. Pence,REP,225,113,112
Monona,Sherman-SE Franklin-Blencoe-Sioux,President,,Donald J. Trump and Michael R. Pence,REP,207,72,135
Monona,St. Clair-Ute,President,,Donald J. Trump and Michael R. Pence,REP,198,48,150
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,President,,Joseph R. Biden and Kamala D. Harris,DEM,131,111,20
Monona,Castana-Center-Jordan,President,,Joseph R. Biden and Kamala D. Harris,DEM,61,50,11
Monona,Cooper-Maple-Mapleton,President,,Joseph R. Biden and Kamala D. Harris,DEM,256,155,101
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,President,,Joseph R. Biden and Kamala D. Harris,DEM,173,118,55
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,President,,Joseph R. Biden and Kamala D. Harris,DEM,135,81,54
Monona,Onawa Ward 1,President,,Joseph R. Biden and Kamala D. Harris,DEM,101,77,24
Monona,Onawa Ward 2- NE Franklin,President,,Joseph R. Biden and Kamala D. Harris,DEM,146,104,42
Monona,Onawa Ward 3,President,,Joseph R. Biden and Kamala D. Harris,DEM,138,98,40
Monona,Onawa Ward 4,President,,Joseph R. Biden and Kamala D. Harris,DEM,95,66,29
Monona,Sherman-SE Franklin-Blencoe-Sioux,President,,Joseph R. Biden and Kamala D. Harris,DEM,91,52,39
Monona,St. Clair-Ute,President,,Joseph R. Biden and Kamala D. Harris,DEM,80,36,44
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,1,1,0
Monona,Castana-Center-Jordan,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,0,0,0
Monona,Cooper-Maple-Mapleton,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,1,1,0
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,0,0,0
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,1,0,1
Monona,Onawa Ward 1,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,0,0,0
Monona,Onawa Ward 2- NE Franklin,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,0,0,0
Monona,Onawa Ward 3,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,0,0,0
Monona,Onawa Ward 4,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,0,0,0
Monona,Sherman-SE Franklin-Blencoe-Sioux,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,0,0,0
Monona,St. Clair-Ute,President,,Roque Rocky De La Fuente and Darcy G. Richardson,ALL,0,0,0
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,President,,Don Blankenship and William Alan Mohr,CON,1,1,0
Monona,Castana-Center-Jordan,President,,Don Blankenship and William Alan Mohr,CON,0,0,0
Monona,Cooper-Maple-Mapleton,President,,Don Blankenship and William Alan Mohr,CON,0,0,0
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,President,,Don Blankenship and William Alan Mohr,CON,1,0,1
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,President,,Don Blankenship and William Alan Mohr,CON,1,0,1
Monona,Onawa Ward 1,President,,Don Blankenship and William Alan Mohr,CON,0,0,0
Monona,Onawa Ward 2- NE Franklin,President,,Don Blankenship and William Alan Mohr,CON,0,0,0
Monona,Onawa Ward 3,President,,Don Blankenship and William Alan Mohr,CON,1,0,1
Monona,Onawa Ward 4,President,,Don Blankenship and William Alan Mohr,CON,0,0,0
Monona,Sherman-SE Franklin-Blencoe-Sioux,President,,Don Blankenship and William Alan Mohr,CON,0,0,0
Monona,St. Clair-Ute,President,,Don Blankenship and William Alan Mohr,CON,1,0,1
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,Castana-Center-Jordan,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,Cooper-Maple-Mapleton,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,Onawa Ward 1,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,Onawa Ward 2- NE Franklin,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,Onawa Ward 3,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,Onawa Ward 4,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,Sherman-SE Franklin-Blencoe-Sioux,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,St. Clair-Ute,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Monona,Castana-Center-Jordan,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Monona,Cooper-Maple-Mapleton,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Monona,Onawa Ward 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Monona,Onawa Ward 2- NE Franklin,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Monona,Onawa Ward 3,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Monona,Onawa Ward 4,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Monona,Sherman-SE Franklin-Blencoe-Sioux,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Monona,St. Clair-Ute,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,President,,Jo Jorgensen and Jeremy Cohen,LIB,1,0,1
Monona,Castana-Center-Jordan,President,,Jo Jorgensen and Jeremy Cohen,LIB,2,1,1
Monona,Cooper-Maple-Mapleton,President,,Jo Jorgensen and Jeremy Cohen,LIB,6,1,5
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,President,,Jo Jorgensen and Jeremy Cohen,LIB,9,0,9
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,President,,Jo Jorgensen and Jeremy Cohen,LIB,3,1,2
Monona,Onawa Ward 1,President,,Jo Jorgensen and Jeremy Cohen,LIB,3,1,2
Monona,Onawa Ward 2- NE Franklin,President,,Jo Jorgensen and Jeremy Cohen,LIB,4,1,3
Monona,Onawa Ward 3,President,,Jo Jorgensen and Jeremy Cohen,LIB,6,0,6
Monona,Onawa Ward 4,President,,Jo Jorgensen and Jeremy Cohen,LIB,1,0,1
Monona,Sherman-SE Franklin-Blencoe-Sioux,President,,Jo Jorgensen and Jeremy Cohen,LIB,0,0,0
Monona,St. Clair-Ute,President,,Jo Jorgensen and Jeremy Cohen,LIB,1,0,1
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,President,,Brock Pierce and Karla Ballard,,0,0,0
Monona,Castana-Center-Jordan,President,,Brock Pierce and Karla Ballard,,1,0,1
Monona,Cooper-Maple-Mapleton,President,,Brock Pierce and Karla Ballard,,1,1,0
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,President,,Brock Pierce and Karla Ballard,,0,0,0
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,President,,Brock Pierce and Karla Ballard,,0,0,0
Monona,Onawa Ward 1,President,,Brock Pierce and Karla Ballard,,0,0,0
Monona,Onawa Ward 2- NE Franklin,President,,Brock Pierce and Karla Ballard,,1,0,1
Monona,Onawa Ward 3,President,,Brock Pierce and Karla Ballard,,0,0,0
Monona,Onawa Ward 4,President,,Brock Pierce and Karla Ballard,,0,0,0
Monona,Sherman-SE Franklin-Blencoe-Sioux,President,,Brock Pierce and Karla Ballard,,0,0,0
Monona,St. Clair-Ute,President,,Brock Pierce and Karla Ballard,,0,0,0
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,President,,Kanye West and Michelle Tidball,,0,0,0
Monona,Castana-Center-Jordan,President,,Kanye West and Michelle Tidball,,2,2,0
Monona,Cooper-Maple-Mapleton,President,,Kanye West and Michelle Tidball,,1,1,0
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,President,,Kanye West and Michelle Tidball,,1,0,1
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,President,,Kanye West and Michelle Tidball,,0,0,0
Monona,Onawa Ward 1,President,,Kanye West and Michelle Tidball,,1,1,0
Monona,Onawa Ward 2- NE Franklin,President,,Kanye West and Michelle Tidball,,0,0,0
Monona,Onawa Ward 3,President,,Kanye West and Michelle Tidball,,0,0,0
Monona,Onawa Ward 4,President,,Kanye West and Michelle Tidball,,0,0,0
Monona,Sherman-SE Franklin-Blencoe-Sioux,President,,Kanye West and Michelle Tidball,,3,2,1
Monona,St. Clair-Ute,President,,Kanye West and Michelle Tidball,,1,0,1
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,President,,Write-in,,1,0,1
Monona,Castana-Center-Jordan,President,,Write-in,,0,0,0
Monona,Cooper-Maple-Mapleton,President,,Write-in,,6,1,5
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,President,,Write-in,,2,0,2
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,President,,Write-in,,0,0,0
Monona,Onawa Ward 1,President,,Write-in,,1,0,1
Monona,Onawa Ward 2- NE Franklin,President,,Write-in,,2,0,2
Monona,Onawa Ward 3,President,,Write-in,,0,0,0
Monona,Onawa Ward 4,President,,Write-in,,1,0,1
Monona,Sherman-SE Franklin-Blencoe-Sioux,President,,Write-in,,1,0,1
Monona,St. Clair-Ute,President,,Write-in,,0,0,0
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,U.S. Senate,,Joni Ernst,REP,296,120,176
Monona,Castana-Center-Jordan,U.S. Senate,,Joni Ernst,REP,144,74,70
Monona,Cooper-Maple-Mapleton,U.S. Senate,,Joni Ernst,REP,559,156,403
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,U.S. Senate,,Joni Ernst,REP,522,208,314
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,U.S. Senate,,Joni Ernst,REP,273,79,194
Monona,Onawa Ward 1,U.S. Senate,,Joni Ernst,REP,184,85,99
Monona,Onawa Ward 2- NE Franklin,U.S. Senate,,Joni Ernst,REP,252,124,128
Monona,Onawa Ward 3,U.S. Senate,,Joni Ernst,REP,247,111,136
Monona,Onawa Ward 4,U.S. Senate,,Joni Ernst,REP,199,99,100
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. Senate,,Joni Ernst,REP,194,70,124
Monona,St. Clair-Ute,U.S. Senate,,Joni Ernst,REP,184,46,138
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,U.S. Senate,,Theresa Greenfield,DEM,125,104,21
Monona,Castana-Center-Jordan,U.S. Senate,,Theresa Greenfield,DEM,67,54,13
Monona,Cooper-Maple-Mapleton,U.S. Senate,,Theresa Greenfield,DEM,259,151,108
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,U.S. Senate,,Theresa Greenfield,DEM,185,115,70
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,U.S. Senate,,Theresa Greenfield,DEM,143,85,58
Monona,Onawa Ward 1,U.S. Senate,,Theresa Greenfield,DEM,102,70,32
Monona,Onawa Ward 2- NE Franklin,U.S. Senate,,Theresa Greenfield,DEM,153,103,50
Monona,Onawa Ward 3,U.S. Senate,,Theresa Greenfield,DEM,140,94,46
Monona,Onawa Ward 4,U.S. Senate,,Theresa Greenfield,DEM,103,71,32
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. Senate,,Theresa Greenfield,DEM,92,50,42
Monona,St. Clair-Ute,U.S. Senate,,Theresa Greenfield,DEM,86,33,53
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,U.S. Senate,,Rick Stewart,LIB,10,4,6
Monona,Castana-Center-Jordan,U.S. Senate,,Rick Stewart,LIB,2,2,0
Monona,Cooper-Maple-Mapleton,U.S. Senate,,Rick Stewart,LIB,18,8,10
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,U.S. Senate,,Rick Stewart,LIB,20,7,13
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,U.S. Senate,,Rick Stewart,LIB,10,1,9
Monona,Onawa Ward 1,U.S. Senate,,Rick Stewart,LIB,6,3,3
Monona,Onawa Ward 2- NE Franklin,U.S. Senate,,Rick Stewart,LIB,9,4,5
Monona,Onawa Ward 3,U.S. Senate,,Rick Stewart,LIB,9,6,3
Monona,Onawa Ward 4,U.S. Senate,,Rick Stewart,LIB,10,5,5
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. Senate,,Rick Stewart,LIB,9,4,5
Monona,St. Clair-Ute,U.S. Senate,,Rick Stewart,LIB,5,2,3
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,U.S. Senate,,Suzanne Herzog,,5,3,2
Monona,Castana-Center-Jordan,U.S. Senate,,Suzanne Herzog,,1,0,1
Monona,Cooper-Maple-Mapleton,U.S. Senate,,Suzanne Herzog,,6,2,4
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,U.S. Senate,,Suzanne Herzog,,5,2,3
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,U.S. Senate,,Suzanne Herzog,,8,4,4
Monona,Onawa Ward 1,U.S. Senate,,Suzanne Herzog,,4,1,3
Monona,Onawa Ward 2- NE Franklin,U.S. Senate,,Suzanne Herzog,,4,2,2
Monona,Onawa Ward 3,U.S. Senate,,Suzanne Herzog,,2,1,1
Monona,Onawa Ward 4,U.S. Senate,,Suzanne Herzog,,1,0,1
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. Senate,,Suzanne Herzog,,2,2,0
Monona,St. Clair-Ute,U.S. Senate,,Suzanne Herzog,,1,0,1
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,U.S. Senate,,Write-in,,0,0,0
Monona,Castana-Center-Jordan,U.S. Senate,,Write-in,,0,0,0
Monona,Cooper-Maple-Mapleton,U.S. Senate,,Write-in,,5,0,5
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,U.S. Senate,,Write-in,,0,0,0
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,U.S. Senate,,Write-in,,0,0,0
Monona,Onawa Ward 1,U.S. Senate,,Write-in,,1,0,1
Monona,Onawa Ward 2- NE Franklin,U.S. Senate,,Write-in,,0,0,0
Monona,Onawa Ward 3,U.S. Senate,,Write-in,,1,1,0
Monona,Onawa Ward 4,U.S. Senate,,Write-in,,2,0,2
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. Senate,,Write-in,,0,0,0
Monona,St. Clair-Ute,U.S. Senate,,Write-in,,0,0,0
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,U.S. House,4,Randy Feenstra,REP,281,114,167
Monona,Castana-Center-Jordan,U.S. House,4,Randy Feenstra,REP,141,70,71
Monona,Cooper-Maple-Mapleton,U.S. House,4,Randy Feenstra,REP,535,161,374
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,U.S. House,4,Randy Feenstra,REP,517,206,311
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,U.S. House,4,Randy Feenstra,REP,263,79,184
Monona,Onawa Ward 1,U.S. House,4,Randy Feenstra,REP,172,82,90
Monona,Onawa Ward 2- NE Franklin,U.S. House,4,Randy Feenstra,REP,260,135,125
Monona,Onawa Ward 3,U.S. House,4,Randy Feenstra,REP,240,109,131
Monona,Onawa Ward 4,U.S. House,4,Randy Feenstra,REP,196,102,94
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. House,4,Randy Feenstra,REP,200,72,128
Monona,St. Clair-Ute,U.S. House,4,Randy Feenstra,REP,169,43,126
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,U.S. House,4,J.D. Scholten,DEM,137,108,29
Monona,Castana-Center-Jordan,U.S. House,4,J.D. Scholten,DEM,67,55,12
Monona,Cooper-Maple-Mapleton,U.S. House,4,J.D. Scholten,DEM,279,152,127
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,U.S. House,4,J.D. Scholten,DEM,204,118,86
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,U.S. House,4,J.D. Scholten,DEM,161,87,74
Monona,Onawa Ward 1,U.S. House,4,J.D. Scholten,DEM,118,73,45
Monona,Onawa Ward 2- NE Franklin,U.S. House,4,J.D. Scholten,DEM,143,93,50
Monona,Onawa Ward 3,U.S. House,4,J.D. Scholten,DEM,146,97,49
Monona,Onawa Ward 4,U.S. House,4,J.D. Scholten,DEM,105,67,38
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. House,4,J.D. Scholten,DEM,95,53,42
Monona,St. Clair-Ute,U.S. House,4,J.D. Scholten,DEM,92,37,55
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,U.S. House,4,Write-in,,1,0,1
Monona,Castana-Center-Jordan,U.S. House,4,Write-in,,1,1,0
Monona,Cooper-Maple-Mapleton,U.S. House,4,Write-in,,10,0,10
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,U.S. House,4,Write-in,,3,1,2
Monona,Moorhead-Soldier-Solider City-Spring Valley-Willow,U.S. House,4,Write-in,,2,0,2
Monona,Onawa Ward 1,U.S. House,4,Write-in,,0,0,0
Monona,Onawa Ward 2- NE Franklin,U.S. House,4,Write-in,,1,0,1
Monona,Onawa Ward 3,U.S. House,4,Write-in,,0,0,0
Monona,Onawa Ward 4,U.S. House,4,Write-in,,4,2,2
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. House,4,Write-in,,0,0,0
Monona,St. Clair-Ute,U.S. House,4,Write-in,,0,0,0
Monona,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,State House,17,Matt W. Windschitl,REP,305,131,174
Monona,Castana-Center-Jordan,State House,17,Matt W. Windschitl,REP,153,82,71
Monona,Cooper-Maple-Mapleton,State House,17,Matt W. Windschitl,REP,590,181,409
Monona,Fairview-Grant-Lake-Rodney-Whiting-W Fork,State House,17,Matt W. Windschitl,REP,538,208,330
