office,district,party,reporting_level,jurisdiction,county,county_num,votes
CONST. QUES,,YES,precinct,PCT 12,JACKSON,49,53
CONST. QUES,,NO,precinct,PCT 12,JACKSON,49,95
IOWA HOUSE,34,DEM,precinct,PCT 12,JACKSON,49,249
IOWA HOUSE,34,SC,precinct,PCT 12,JACKSON,49,0
PRESIDENT,,DEM,precinct,PCT 13,JACKSON,49,172
PRESIDENT,,REP,precinct,PCT 13,JACKSON,49,93
PRESIDENT,,GREEN,precinct,PCT 13,JACKSON,49,10
PRESIDENT,,SC,precinct,PCT 13,JACKSON,49,5
U.S REPRESENTATIVE,2,DEM,precinct,PCT 13,JACKSON,49,129
U.S REPRESENTATIVE,2,REP,precinct,PCT 13,JACKSON,49,126
U.S REPRESENTATIVE,2,SC,precinct,PCT 13,JACKSON,49,4
CONST. QUES,,YES,precinct,PCT 13,JACKSON,49,56
CONST. QUES,,NO,precinct,PCT 13,JACKSON,49,106
IOWA HOUSE,34,DEM,precinct,PCT 13,JACKSON,49,218
IOWA HOUSE,34,SC,precinct,PCT 13,JACKSON,49,3
PRESIDENT,,DEM,precinct,PCT 14,JACKSON,49,182
PRESIDENT,,REP,precinct,PCT 14,JACKSON,49,115
PRESIDENT,,GREEN,precinct,PCT 14,JACKSON,49,4
PRESIDENT,,SC,precinct,PCT 14,JACKSON,49,5
U.S REPRESENTATIVE,2,DEM,precinct,PCT 14,JACKSON,49,130
U.S REPRESENTATIVE,2,REP,precinct,PCT 14,JACKSON,49,153
U.S REPRESENTATIVE,2,SC,precinct,PCT 14,JACKSON,49,4
CONST. QUES,,YES,precinct,PCT 14,JACKSON,49,50
CONST. QUES,,NO,precinct,PCT 14,JACKSON,49,104
IOWA HOUSE,34,DEM,precinct,PCT 14,JACKSON,49,238
IOWA HOUSE,34,SC,precinct,PCT 14,JACKSON,49,0
PRESIDENT,,DEM,precinct,PCT 15,JACKSON,49,183
PRESIDENT,,REP,precinct,PCT 15,JACKSON,49,149
PRESIDENT,,GREEN,precinct,PCT 15,JACKSON,49,11
PRESIDENT,,SC,precinct,PCT 15,JACKSON,49,4
U.S REPRESENTATIVE,2,DEM,precinct,PCT 15,JACKSON,49,147
U.S REPRESENTATIVE,2,REP,precinct,PCT 15,JACKSON,49,172
U.S REPRESENTATIVE,2,SC,precinct,PCT 15,JACKSON,49,6
CONST. QUES,,YES,precinct,PCT 15,JACKSON,49,69
CONST. QUES,,NO,precinct,PCT 15,JACKSON,49,145
IOWA HOUSE,34,DEM,precinct,PCT 15,JACKSON,49,269
IOWA HOUSE,34,SC,precinct,PCT 15,JACKSON,49,0
PRESIDENT,,DEM,precinct,PCT 16,JACKSON,49,232
PRESIDENT,,REP,precinct,PCT 16,JACKSON,49,256
PRESIDENT,,GREEN,precinct,PCT 16,JACKSON,49,10
PRESIDENT,,SC,precinct,PCT 16,JACKSON,49,2
U.S REPRESENTATIVE,2,DEM,precinct,PCT 16,JACKSON,49,173
U.S REPRESENTATIVE,2,REP,precinct,PCT 16,JACKSON,49,280
U.S REPRESENTATIVE,2,SC,precinct,PCT 16,JACKSON,49,4
CONST. QUES,,YES,precinct,PCT 16,JACKSON,49,74
CONST. QUES,,NO,precinct,PCT 16,JACKSON,49,177
IOWA HOUSE,34,DEM,precinct,PCT 16,JACKSON,49,379
IOWA HOUSE,34,SC,precinct,PCT 16,JACKSON,49,0
IOWA HOUSE,57,DEM,precinct,ABS & SP BALLOTS HSE 57,JASPER,50,"2,397"
IOWA HOUSE,58,DEM,precinct,ABS & SP BALLOTS HSE 58,JASPER,50,252
IOWA HOUSE,58,REP,precinct,ABS & SP BALLOTS HSE 58,JASPER,50,430
PRESIDENT,,DEM,precinct,ABSENTEE & SPECIAL BALLOTS,JASPER,50,"1,986"
PRESIDENT,,REP,precinct,ABSENTEE & SPECIAL BALLOTS,JASPER,50,"1,847"
PRESIDENT,,GREEN,precinct,ABSENTEE & SPECIAL BALLOTS,JASPER,50,40
PRESIDENT,,SC,precinct,ABSENTEE & SPECIAL BALLOTS,JASPER,50,29
U.S REPRESENTATIVE,3,DEM,precinct,ABSENTEE & SPECIAL BALLOTS,JASPER,50,"2,418"
U.S REPRESENTATIVE,3,REP,precinct,ABSENTEE & SPECIAL BALLOTS,JASPER,50,"1,350"
U.S REPRESENTATIVE,3,OTH,precinct,ABSENTEE & SPECIAL BALLOTS,JASPER,50,72
U.S REPRESENTATIVE,3,SC,precinct,ABSENTEE & SPECIAL BALLOTS,JASPER,50,108
CONST. QUES,,YES,precinct,ABSENTEE & SPECIAL BALLOTS,JASPER,50,662
CONST. QUES,,NO,precinct,ABSENTEE & SPECIAL BALLOTS,JASPER,50,"2,154"
PRESIDENT,,DEM,precinct,BUENA VISTA,JASPER,50,86
PRESIDENT,,REP,precinct,BUENA VISTA,JASPER,50,153
PRESIDENT,,GREEN,precinct,BUENA VISTA,JASPER,50,3
PRESIDENT,,SC,precinct,BUENA VISTA,JASPER,50,4
U.S REPRESENTATIVE,3,DEM,precinct,BUENA VISTA,JASPER,50,139
U.S REPRESENTATIVE,3,REP,precinct,BUENA VISTA,JASPER,50,100
U.S REPRESENTATIVE,3,OTH,precinct,BUENA VISTA,JASPER,50,2
U.S REPRESENTATIVE,3,SC,precinct,BUENA VISTA,JASPER,50,5
CONST. QUES,,YES,precinct,BUENA VISTA,JASPER,50,44
CONST. QUES,,NO,precinct,BUENA VISTA,JASPER,50,129
IOWA HOUSE,58,DEM,precinct,BUENA VISTA,JASPER,50,80
IOWA HOUSE,58,REP,precinct,BUENA VISTA,JASPER,50,165
PRESIDENT,,DEM,precinct,CLEAR CREEK,JASPER,50,73
PRESIDENT,,REP,precinct,CLEAR CREEK,JASPER,50,92
PRESIDENT,,GREEN,precinct,CLEAR CREEK,JASPER,50,1
U.S REPRESENTATIVE,3,DEM,precinct,CLEAR CREEK,JASPER,50,106
U.S REPRESENTATIVE,3,REP,precinct,CLEAR CREEK,JASPER,50,50
U.S REPRESENTATIVE,3,OTH,precinct,CLEAR CREEK,JASPER,50,4
U.S REPRESENTATIVE,3,SC,precinct,CLEAR CREEK,JASPER,50,9
CONST. QUES,,YES,precinct,CLEAR CREEK,JASPER,50,29
CONST. QUES,,NO,precinct,CLEAR CREEK,JASPER,50,101
IOWA HOUSE,57,DEM,precinct,CLEAR CREEK,JASPER,50,112
PRESIDENT,,DEM,precinct,COLFAX 1,JASPER,50,109
PRESIDENT,,REP,precinct,COLFAX 1,JASPER,50,97
PRESIDENT,,GREEN,precinct,COLFAX 1,JASPER,50,5
PRESIDENT,,SC,precinct,COLFAX 1,JASPER,50,1
U.S REPRESENTATIVE,3,DEM,precinct,COLFAX 1,JASPER,50,141
U.S REPRESENTATIVE,3,REP,precinct,COLFAX 1,JASPER,50,55
U.S REPRESENTATIVE,3,OTH,precinct,COLFAX 1,JASPER,50,8
U.S REPRESENTATIVE,3,SC,precinct,COLFAX 1,JASPER,50,10
CONST. QUES,,YES,precinct,COLFAX 1,JASPER,50,57
CONST. QUES,,NO,precinct,COLFAX 1,JASPER,50,89
IOWA HOUSE,57,DEM,precinct,COLFAX 1,JASPER,50,161
PRESIDENT,,DEM,precinct,COLFAX 2,JASPER,50,193
PRESIDENT,,REP,precinct,COLFAX 2,JASPER,50,125
PRESIDENT,,GREEN,precinct,COLFAX 2,JASPER,50,3
PRESIDENT,,SC,precinct,COLFAX 2,JASPER,50,4
U.S REPRESENTATIVE,3,DEM,precinct,COLFAX 2,JASPER,50,242
U.S REPRESENTATIVE,3,REP,precinct,COLFAX 2,JASPER,50,76
U.S REPRESENTATIVE,3,OTH,precinct,COLFAX 2,JASPER,50,4
U.S REPRESENTATIVE,3,SC,precinct,COLFAX 2,JASPER,50,6
CONST. QUES,,YES,precinct,COLFAX 2,JASPER,50,66
CONST. QUES,,NO,precinct,COLFAX 2,JASPER,50,168
IOWA HOUSE,57,DEM,precinct,COLFAX 2,JASPER,50,253
PRESIDENT,,DEM,precinct,COLFAX 3,JASPER,50,170
PRESIDENT,,REP,precinct,COLFAX 3,JASPER,50,101
PRESIDENT,,GREEN,precinct,COLFAX 3,JASPER,50,5
PRESIDENT,,SC,precinct,COLFAX 3,JASPER,50,5
U.S REPRESENTATIVE,3,DEM,precinct,COLFAX 3,JASPER,50,193
U.S REPRESENTATIVE,3,REP,precinct,COLFAX 3,JASPER,50,69
U.S REPRESENTATIVE,3,OTH,precinct,COLFAX 3,JASPER,50,16
U.S REPRESENTATIVE,3,SC,precinct,COLFAX 3,JASPER,50,20
CONST. QUES,,YES,precinct,COLFAX 3,JASPER,50,68
CONST. QUES,,NO,precinct,COLFAX 3,JASPER,50,128
IOWA HOUSE,57,DEM,precinct,COLFAX 3,JASPER,50,222
PRESIDENT,,DEM,precinct,DES MOINES,JASPER,50,368
PRESIDENT,,REP,precinct,DES MOINES,JASPER,50,438
PRESIDENT,,GREEN,precinct,DES MOINES,JASPER,50,9
PRESIDENT,,SC,precinct,DES MOINES,JASPER,50,12
U.S REPRESENTATIVE,3,DEM,precinct,DES MOINES,JASPER,50,530
U.S REPRESENTATIVE,3,REP,precinct,DES MOINES,JASPER,50,267
U.S REPRESENTATIVE,3,OTH,precinct,DES MOINES,JASPER,50,17
U.S REPRESENTATIVE,3,SC,precinct,DES MOINES,JASPER,50,26
CONST. QUES,,YES,precinct,DES MOINES,JASPER,50,123
CONST. QUES,,NO,precinct,DES MOINES,JASPER,50,394
IOWA HOUSE,57,DEM,precinct,DES MOINES,JASPER,50,578
PRESIDENT,,DEM,precinct,ELK CREEK,JASPER,50,60
PRESIDENT,,REP,precinct,ELK CREEK,JASPER,50,163
PRESIDENT,,GREEN,precinct,ELK CREEK,JASPER,50,4
U.S REPRESENTATIVE,3,DEM,precinct,ELK CREEK,JASPER,50,105
U.S REPRESENTATIVE,3,REP,precinct,ELK CREEK,JASPER,50,110
U.S REPRESENTATIVE,3,OTH,precinct,ELK CREEK,JASPER,50,4
U.S REPRESENTATIVE,3,SC,precinct,ELK CREEK,JASPER,50,6
CONST. QUES,,YES,precinct,ELK CREEK,JASPER,50,23
CONST. QUES,,NO,precinct,ELK CREEK,JASPER,50,127
IOWA HOUSE,58,DEM,precinct,ELK CREEK,JASPER,50,49
IOWA HOUSE,58,REP,precinct,ELK CREEK,JASPER,50,175
PRESIDENT,,DEM,precinct,FAIRVIEW,JASPER,50,466
PRESIDENT,,REP,precinct,FAIRVIEW,JASPER,50,485
PRESIDENT,,GREEN,precinct,FAIRVIEW,JASPER,50,13
PRESIDENT,,SC,precinct,FAIRVIEW,JASPER,50,6
U.S REPRESENTATIVE,3,DEM,precinct,FAIRVIEW,JASPER,50,640
U.S REPRESENTATIVE,3,REP,precinct,FAIRVIEW,JASPER,50,308
U.S REPRESENTATIVE,3,OTH,precinct,FAIRVIEW,JASPER,50,20
U.S REPRESENTATIVE,3,SC,precinct,FAIRVIEW,JASPER,50,26
CONST. QUES,,YES,precinct,FAIRVIEW,JASPER,50,180
CONST. QUES,,NO,precinct,FAIRVIEW,JASPER,50,465
IOWA HOUSE,57,DEM,precinct,FAIRVIEW,JASPER,50,713
PRESIDENT,,DEM,precinct,HICKORY GROVE,JASPER,50,66
PRESIDENT,,REP,precinct,HICKORY GROVE,JASPER,50,62
PRESIDENT,,GREEN,precinct,HICKORY GROVE,JASPER,50,2
PRESIDENT,,SC,precinct,HICKORY GROVE,JASPER,50,1
U.S REPRESENTATIVE,3,DEM,precinct,HICKORY GROVE,JASPER,50,90
U.S REPRESENTATIVE,3,REP,precinct,HICKORY GROVE,JASPER,50,38
U.S REPRESENTATIVE,3,OTH,precinct,HICKORY GROVE,JASPER,50,2
U.S REPRESENTATIVE,3,SC,precinct,HICKORY GROVE,JASPER,50,4
CONST. QUES,,YES,precinct,HICKORY GROVE,JASPER,50,19
CONST. QUES,,NO,precinct,HICKORY GROVE,JASPER,50,61
IOWA HOUSE,58,DEM,precinct,HICKORY GROVE,JASPER,50,69
IOWA HOUSE,58,REP,precinct,HICKORY GROVE,JASPER,50,62
PRESIDENT,,DEM,precinct,INDEPENDENCE,JASPER,50,353
PRESIDENT,,REP,precinct,INDEPENDENCE,JASPER,50,268
PRESIDENT,,GREEN,precinct,INDEPENDENCE,JASPER,50,11
PRESIDENT,,SC,precinct,INDEPENDENCE,JASPER,50,2
U.S REPRESENTATIVE,3,DEM,precinct,INDEPENDENCE,JASPER,50,448
U.S REPRESENTATIVE,3,REP,precinct,INDEPENDENCE,JASPER,50,160
U.S REPRESENTATIVE,3,OTH,precinct,INDEPENDENCE,JASPER,50,23
U.S REPRESENTATIVE,3,SC,precinct,INDEPENDENCE,JASPER,50,31
CONST. QUES,,YES,precinct,INDEPENDENCE,JASPER,50,115
CONST. QUES,,NO,precinct,INDEPENDENCE,JASPER,50,301
IOWA HOUSE,57,DEM,precinct,INDEPENDENCE,JASPER,50,476
PRESIDENT,,DEM,precinct,KELLOGG,JASPER,50,249
PRESIDENT,,REP,precinct,KELLOGG,JASPER,50,226
PRESIDENT,,GREEN,precinct,KELLOGG,JASPER,50,6
PRESIDENT,,SC,precinct,KELLOGG,JASPER,50,3
U.S REPRESENTATIVE,3,DEM,precinct,KELLOGG,JASPER,50,344
U.S REPRESENTATIVE,3,REP,precinct,KELLOGG,JASPER,50,121
U.S REPRESENTATIVE,3,OTH,precinct,KELLOGG,JASPER,50,16
U.S REPRESENTATIVE,3,SC,precinct,KELLOGG,JASPER,50,25
CONST. QUES,,YES,precinct,KELLOGG,JASPER,50,84
CONST. QUES,,NO,precinct,KELLOGG,JASPER,50,254
IOWA HOUSE,58,DEM,precinct,KELLOGG,JASPER,50,235
IOWA HOUSE,58,REP,precinct,KELLOGG,JASPER,50,252
PRESIDENT,,DEM,precinct,LYNN GROVE LYNNVILLE,JASPER,50,49
PRESIDENT,,REP,precinct,LYNN GROVE LYNNVILLE,JASPER,50,223
PRESIDENT,,GREEN,precinct,LYNN GROVE LYNNVILLE,JASPER,50,4
PRESIDENT,,SC,precinct,LYNN GROVE LYNNVILLE,JASPER,50,1
U.S REPRESENTATIVE,3,DEM,precinct,LYNN GROVE LYNNVILLE,JASPER,50,124
U.S REPRESENTATIVE,3,REP,precinct,LYNN GROVE LYNNVILLE,JASPER,50,140
U.S REPRESENTATIVE,3,OTH,precinct,LYNN GROVE LYNNVILLE,JASPER,50,5
U.S REPRESENTATIVE,3,SC,precinct,LYNN GROVE LYNNVILLE,JASPER,50,8
CONST. QUES,,YES,precinct,LYNN GROVE LYNNVILLE,JASPER,50,44
CONST. QUES,,NO,precinct,LYNN GROVE LYNNVILLE,JASPER,50,141
IOWA HOUSE,58,DEM,precinct,LYNN GROVE LYNNVILLE,JASPER,50,50
IOWA HOUSE,58,REP,precinct,LYNN GROVE LYNNVILLE,JASPER,50,227
PRESIDENT,,DEM,precinct,LYNN GROVE SULLY,JASPER,50,54
PRESIDENT,,REP,precinct,LYNN GROVE SULLY,JASPER,50,553
PRESIDENT,,GREEN,precinct,LYNN GROVE SULLY,JASPER,50,2
U.S REPRESENTATIVE,3,DEM,precinct,LYNN GROVE SULLY,JASPER,50,173
U.S REPRESENTATIVE,3,REP,precinct,LYNN GROVE SULLY,JASPER,50,414
U.S REPRESENTATIVE,3,OTH,precinct,LYNN GROVE SULLY,JASPER,50,9
U.S REPRESENTATIVE,3,SC,precinct,LYNN GROVE SULLY,JASPER,50,9
CONST. QUES,,YES,precinct,LYNN GROVE SULLY,JASPER,50,84
CONST. QUES,,NO,precinct,LYNN GROVE SULLY,JASPER,50,288
IOWA HOUSE,58,DEM,precinct,LYNN GROVE SULLY,JASPER,50,57
IOWA HOUSE,58,REP,precinct,LYNN GROVE SULLY,JASPER,50,556
PRESIDENT,,DEM,precinct,MALAKA,JASPER,50,71
PRESIDENT,,REP,precinct,MALAKA,JASPER,50,61
PRESIDENT,,GREEN,precinct,MALAKA,JASPER,50,6
U.S REPRESENTATIVE,3,DEM,precinct,MALAKA,JASPER,50,101
U.S REPRESENTATIVE,3,REP,precinct,MALAKA,JASPER,50,30
U.S REPRESENTATIVE,3,OTH,precinct,MALAKA,JASPER,50,4
U.S REPRESENTATIVE,3,SC,precinct,MALAKA,JASPER,50,5
CONST. QUES,,YES,precinct,MALAKA,JASPER,50,18
CONST. QUES,,NO,precinct,MALAKA,JASPER,50,80
IOWA HOUSE,57,DEM,precinct,MALAKA,JASPER,50,108
PRESIDENT,,DEM,precinct,MARIPOSA,JASPER,50,46
PRESIDENT,,REP,precinct,MARIPOSA,JASPER,50,55
PRESIDENT,,GREEN,precinct,MARIPOSA,JASPER,50,3
PRESIDENT,,SC,precinct,MARIPOSA,JASPER,50,1
U.S REPRESENTATIVE,3,DEM,precinct,MARIPOSA,JASPER,50,65
U.S REPRESENTATIVE,3,REP,precinct,MARIPOSA,JASPER,50,37
U.S REPRESENTATIVE,3,OTH,precinct,MARIPOSA,JASPER,50,2
U.S REPRESENTATIVE,3,SC,precinct,MARIPOSA,JASPER,50,3
CONST. QUES,,YES,precinct,MARIPOSA,JASPER,50,11
CONST. QUES,,NO,precinct,MARIPOSA,JASPER,50,71
IOWA HOUSE,58,DEM,precinct,MARIPOSA,JASPER,50,32
IOWA HOUSE,58,REP,precinct,MARIPOSA,JASPER,50,70
PRESIDENT,,DEM,precinct,MOUND PRAIRIE,JASPER,50,107
PRESIDENT,,REP,precinct,MOUND PRAIRIE,JASPER,50,105
PRESIDENT,,GREEN,precinct,MOUND PRAIRIE,JASPER,50,1
PRESIDENT,,SC,precinct,MOUND PRAIRIE,JASPER,50,2
U.S REPRESENTATIVE,3,DEM,precinct,MOUND PRAIRIE,JASPER,50,145
U.S REPRESENTATIVE,3,REP,precinct,MOUND PRAIRIE,JASPER,50,65
U.S REPRESENTATIVE,3,OTH,precinct,MOUND PRAIRIE,JASPER,50,1
U.S REPRESENTATIVE,3,SC,precinct,MOUND PRAIRIE,JASPER,50,3
CONST. QUES,,YES,precinct,MOUND PRAIRIE,JASPER,50,36
CONST. QUES,,NO,precinct,MOUND PRAIRIE,JASPER,50,110
IOWA HOUSE,57,DEM,precinct,MOUND PRAIRIE,JASPER,50,153
PRESIDENT,,DEM,precinct,NEWTON TOWNSHIP,JASPER,50,323
PRESIDENT,,REP,precinct,NEWTON TOWNSHIP,JASPER,50,313
PRESIDENT,,GREEN,precinct,NEWTON TOWNSHIP,JASPER,50,12
PRESIDENT,,SC,precinct,NEWTON TOWNSHIP,JASPER,50,6
U.S REPRESENTATIVE,3,DEM,precinct,NEWTON TOWNSHIP,JASPER,50,448
U.S REPRESENTATIVE,3,REP,precinct,NEWTON TOWNSHIP,JASPER,50,183
U.S REPRESENTATIVE,3,OTH,precinct,NEWTON TOWNSHIP,JASPER,50,17
U.S REPRESENTATIVE,3,SC,precinct,NEWTON TOWNSHIP,JASPER,50,25
CONST. QUES,,YES,precinct,NEWTON TOWNSHIP,JASPER,50,105
CONST. QUES,,NO,precinct,NEWTON TOWNSHIP,JASPER,50,343
IOWA HOUSE,57,DEM,precinct,NEWTON TOWNSHIP,JASPER,50,529
PRESIDENT,,DEM,precinct,NEWTON W1 P1,JASPER,50,358
PRESIDENT,,REP,precinct,NEWTON W1 P1,JASPER,50,255
PRESIDENT,,GREEN,precinct,NEWTON W1 P1,JASPER,50,18
PRESIDENT,,SC,precinct,NEWTON W1 P1,JASPER,50,2
U.S REPRESENTATIVE,3,DEM,precinct,NEWTON W1 P1,JASPER,50,451
U.S REPRESENTATIVE,3,REP,precinct,NEWTON W1 P1,JASPER,50,156
U.S REPRESENTATIVE,3,OTH,precinct,NEWTON W1 P1,JASPER,50,15
U.S REPRESENTATIVE,3,SC,precinct,NEWTON W1 P1,JASPER,50,23
CONST. QUES,,YES,precinct,NEWTON W1 P1,JASPER,50,114
CONST. QUES,,NO,precinct,NEWTON W1 P1,JASPER,50,347
IOWA HOUSE,57,DEM,precinct,NEWTON W1 P1,JASPER,50,518
PRESIDENT,,DEM,precinct,NEWTON W1 P2,JASPER,50,316
PRESIDENT,,REP,precinct,NEWTON W1 P2,JASPER,50,217
PRESIDENT,,GREEN,precinct,NEWTON W1 P2,JASPER,50,10
PRESIDENT,,SC,precinct,NEWTON W1 P2,JASPER,50,5
U.S REPRESENTATIVE,3,DEM,precinct,NEWTON W1 P2,JASPER,50,392
U.S REPRESENTATIVE,3,REP,precinct,NEWTON W1 P2,JASPER,50,135
U.S REPRESENTATIVE,3,OTH,precinct,NEWTON W1 P2,JASPER,50,19
U.S REPRESENTATIVE,3,SC,precinct,NEWTON W1 P2,JASPER,50,26
CONST. QUES,,YES,precinct,NEWTON W1 P2,JASPER,50,130
CONST. QUES,,NO,precinct,NEWTON W1 P2,JASPER,50,276
IOWA HOUSE,57,DEM,precinct,NEWTON W1 P2,JASPER,50,453
PRESIDENT,,DEM,precinct,NEWTON W2 P1,JASPER,50,310
PRESIDENT,,REP,precinct,NEWTON W2 P1,JASPER,50,161
PRESIDENT,,GREEN,precinct,NEWTON W2 P1,JASPER,50,8
PRESIDENT,,SC,precinct,NEWTON W2 P1,JASPER,50,8
U.S REPRESENTATIVE,3,DEM,precinct,NEWTON W2 P1,JASPER,50,366
U.S REPRESENTATIVE,3,REP,precinct,NEWTON W2 P1,JASPER,50,91
U.S REPRESENTATIVE,3,OTH,precinct,NEWTON W2 P1,JASPER,50,20
U.S REPRESENTATIVE,3,SC,precinct,NEWTON W2 P1,JASPER,50,25
CONST. QUES,,YES,precinct,NEWTON W2 P1,JASPER,50,92
CONST. QUES,,NO,precinct,NEWTON W2 P1,JASPER,50,241
IOWA HOUSE,57,DEM,precinct,NEWTON W2 P1,JASPER,50,409
PRESIDENT,,DEM,precinct,NEWTON W2 P2,JASPER,50,431
PRESIDENT,,REP,precinct,NEWTON W2 P2,JASPER,50,393
PRESIDENT,,GREEN,precinct,NEWTON W2 P2,JASPER,50,18
PRESIDENT,,SC,precinct,NEWTON W2 P2,JASPER,50,7
U.S REPRESENTATIVE,3,DEM,precinct,NEWTON W2 P2,JASPER,50,554
U.S REPRESENTATIVE,3,REP,precinct,NEWTON W2 P2,JASPER,50,256
U.S REPRESENTATIVE,3,OTH,precinct,NEWTON W2 P2,JASPER,50,18
U.S REPRESENTATIVE,3,SC,precinct,NEWTON W2 P2,JASPER,50,23
CONST. QUES,,YES,precinct,NEWTON W2 P2,JASPER,50,155
CONST. QUES,,NO,precinct,NEWTON W2 P2,JASPER,50,454
IOWA HOUSE,57,DEM,precinct,NEWTON W2 P2,JASPER,50,679
PRESIDENT,,DEM,precinct,NEWTON W3 P1,JASPER,50,455
PRESIDENT,,REP,precinct,NEWTON W3 P1,JASPER,50,370
PRESIDENT,,GREEN,precinct,NEWTON W3 P1,JASPER,50,18
PRESIDENT,,SC,precinct,NEWTON W3 P1,JASPER,50,4
U.S REPRESENTATIVE,3,DEM,precinct,NEWTON W3 P1,JASPER,50,576
U.S REPRESENTATIVE,3,REP,precinct,NEWTON W3 P1,JASPER,50,232
U.S REPRESENTATIVE,3,OTH,precinct,NEWTON W3 P1,JASPER,50,24
U.S REPRESENTATIVE,3,SC,precinct,NEWTON W3 P1,JASPER,50,30
CONST. QUES,,YES,precinct,NEWTON W3 P1,JASPER,50,152
CONST. QUES,,NO,precinct,NEWTON W3 P1,JASPER,50,433
IOWA HOUSE,57,DEM,precinct,NEWTON W3 P1,JASPER,50,675
PRESIDENT,,DEM,precinct,NEWTON W3 P2,JASPER,50,381
PRESIDENT,,REP,precinct,NEWTON W3 P2,JASPER,50,242
PRESIDENT,,GREEN,precinct,NEWTON W3 P2,JASPER,50,12
PRESIDENT,,SC,precinct,NEWTON W3 P2,JASPER,50,9
U.S REPRESENTATIVE,3,DEM,precinct,NEWTON W3 P2,JASPER,50,466
U.S REPRESENTATIVE,3,REP,precinct,NEWTON W3 P2,JASPER,50,162
U.S REPRESENTATIVE,3,OTH,precinct,NEWTON W3 P2,JASPER,50,20
U.S REPRESENTATIVE,3,SC,precinct,NEWTON W3 P2,JASPER,50,27
CONST. QUES,,YES,precinct,NEWTON W3 P2,JASPER,50,114
CONST. QUES,,NO,precinct,NEWTON W3 P2,JASPER,50,348
IOWA HOUSE,57,DEM,precinct,NEWTON W3 P2,JASPER,50,543
PRESIDENT,,DEM,precinct,NEWTON W4 P1,JASPER,50,423
PRESIDENT,,REP,precinct,NEWTON W4 P1,JASPER,50,567
PRESIDENT,,GREEN,precinct,NEWTON W4 P1,JASPER,50,20
PRESIDENT,,SC,precinct,NEWTON W4 P1,JASPER,50,3
U.S REPRESENTATIVE,3,DEM,precinct,NEWTON W4 P1,JASPER,50,557
U.S REPRESENTATIVE,3,REP,precinct,NEWTON W4 P1,JASPER,50,427
U.S REPRESENTATIVE,3,OTH,precinct,NEWTON W4 P1,JASPER,50,17
U.S REPRESENTATIVE,3,SC,precinct,NEWTON W4 P1,JASPER,50,20
CONST. QUES,,YES,precinct,NEWTON W4 P1,JASPER,50,210
CONST. QUES,,NO,precinct,NEWTON W4 P1,JASPER,50,519
IOWA HOUSE,57,DEM,precinct,NEWTON W4 P1,JASPER,50,758
PRESIDENT,,DEM,precinct,NEWTON W4 P2,JASPER,50,310
PRESIDENT,,REP,precinct,NEWTON W4 P2,JASPER,50,233
PRESIDENT,,GREEN,precinct,NEWTON W4 P2,JASPER,50,12
PRESIDENT,,SC,precinct,NEWTON W4 P2,JASPER,50,9
U.S REPRESENTATIVE,3,DEM,precinct,NEWTON W4 P2,JASPER,50,379
U.S REPRESENTATIVE,3,REP,precinct,NEWTON W4 P2,JASPER,50,166
U.S REPRESENTATIVE,3,OTH,precinct,NEWTON W4 P2,JASPER,50,11
U.S REPRESENTATIVE,3,SC,precinct,NEWTON W4 P2,JASPER,50,18
CONST. QUES,,YES,precinct,NEWTON W4 P2,JASPER,50,113
CONST. QUES,,NO,precinct,NEWTON W4 P2,JASPER,50,296
IOWA HOUSE,57,DEM,precinct,NEWTON W4 P2,JASPER,50,472
PRESIDENT,,DEM,precinct,PALO ALTO,JASPER,50,181
PRESIDENT,,REP,precinct,PALO ALTO,JASPER,50,150
PRESIDENT,,GREEN,precinct,PALO ALTO,JASPER,50,5
PRESIDENT,,SC,precinct,PALO ALTO,JASPER,50,3
U.S REPRESENTATIVE,3,DEM,precinct,PALO ALTO,JASPER,50,241
U.S REPRESENTATIVE,3,REP,precinct,PALO ALTO,JASPER,50,94
U.S REPRESENTATIVE,3,OTH,precinct,PALO ALTO,JASPER,50,5
U.S REPRESENTATIVE,3,SC,precinct,PALO ALTO,JASPER,50,7
CONST. QUES,,YES,precinct,PALO ALTO,JASPER,50,57
CONST. QUES,,NO,precinct,PALO ALTO,JASPER,50,183
IOWA HOUSE,58,DEM,precinct,PALO ALTO,JASPER,50,152
IOWA HOUSE,58,REP,precinct,PALO ALTO,JASPER,50,187
PRESIDENT,,DEM,precinct,POWESHIEK,JASPER,50,259
PRESIDENT,,REP,precinct,POWESHIEK,JASPER,50,193
PRESIDENT,,GREEN,precinct,POWESHIEK,JASPER,50,7
PRESIDENT,,SC,precinct,POWESHIEK,JASPER,50,8
U.S REPRESENTATIVE,3,DEM,precinct,POWESHIEK,JASPER,50,308
U.S REPRESENTATIVE,3,REP,precinct,POWESHIEK,JASPER,50,136
U.S REPRESENTATIVE,3,OTH,precinct,POWESHIEK,JASPER,50,11
U.S REPRESENTATIVE,3,SC,precinct,POWESHIEK,JASPER,50,26
CONST. QUES,,YES,precinct,POWESHIEK,JASPER,50,79
CONST. QUES,,NO,precinct,POWESHIEK,JASPER,50,229
IOWA HOUSE,57,DEM,precinct,POWESHIEK,JASPER,50,353
PRESIDENT,,DEM,precinct,RICHLAND,JASPER,50,33
PRESIDENT,,REP,precinct,RICHLAND,JASPER,50,144
U.S REPRESENTATIVE,3,DEM,precinct,RICHLAND,JASPER,50,69
